#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       1.995       1.995           0
           2     1.99493     1.99496 2.53853e-05
           3     1.99471     1.99488 7.03932e-05
           4     1.99435     1.99475 0.000125465
           5     1.99385     1.99457 0.000189133
           6     1.99321     1.99434 0.000260489
           7     1.99241     1.99407 0.000338938
           8     1.99147     1.99374 0.000424077
           9     1.99038     1.99337 0.000515634
          10     1.98914     1.99295 0.000613431
          11     1.98774     1.99247 0.000717363
          12     1.98618     1.99195 0.000827382
          13     1.98445     1.99137 0.000943486
          14     1.98256     1.99074  0.00106565
          15     1.98049     1.99006  0.00119393
          16     1.97824     1.98932  0.00132843
          17      1.9758     1.98853  0.00146926
          18     1.97317     1.98767  0.00161651
          19     1.97033     1.98676  0.00177035
          20     1.96729     1.98579    0.001931
          21     1.96403     1.98475  0.00209868
          22     1.96054     1.98365  0.00227365
          23      1.9568     1.98248  0.00245616
          24     1.95283     1.98125  0.00264646
          25     1.94859     1.97994  0.00284483
          26     1.94408     1.97856  0.00305154
          27     1.93928     1.97711  0.00326691
          28     1.93419     1.97557  0.00349125
          29      1.9288     1.97396  0.00372489
          30     1.92308     1.97226  0.00396812
          31     1.91703     1.97048  0.00422126
          32     1.91063     1.96861  0.00448466
          33     1.90386     1.96665  0.00475867
          34     1.89672     1.96459  0.00504365
          35     1.88918     1.96244  0.00533998
          36     1.88123     1.96018  0.00564801
          37     1.87286     1.95782  0.00596809
          38     1.86406     1.95536  0.00630051
          39      1.8548     1.95278  0.00664559
          40     1.84508     1.95008  0.00700362
          41     1.83489     1.94728  0.00737485
          42     1.82421     1.94434  0.00775954
          43     1.81303     1.94129  0.00815789
          44     1.80135     1.93811  0.00857007
          45     1.78915      1.9348  0.00899621
          46     1.77644     1.93136  0.00943639
          47      1.7632     1.92778  0.00989063
          48     1.74945     1.92406   0.0103589
          49     1.73518     1.92021   0.0108411
          50     1.72039     1.91621   0.0113369
          51     1.70511     1.91207   0.0118462
          52     1.68933     1.90779   0.0123686
          53     1.67309     1.90336   0.0129037
          54     1.65639     1.89879   0.0134508
          55     1.63926     1.89407   0.0140095
          56     1.62173     1.88921   0.0145791
          57     1.60383      1.8842   0.0151586
          58     1.58559     1.87905   0.0157473
          59     1.56705     1.87376   0.0163442
          60     1.54825     1.86834   0.0169483
          61     1.52923     1.86278   0.0175585
          62     1.51004     1.85709   0.0181737
          63     1.49071     1.85127   0.0187927
          64     1.47129     1.84534   0.0194143
          65     1.45182     1.83928   0.0200374
          66     1.43236     1.83312   0.0206606
          67     1.41295     1.82685   0.0212827
          68     1.39362     1.82048   0.0219025
          69     1.37442     1.81401   0.0225189
          70      1.3554     1.80746   0.0231306
          71     1.33659     1.80083   0.0237366
          72     1.31803     1.79412   0.0243356
          73     1.29976     1.78735   0.0249267
          74     1.28181     1.78052   0.0255089
          75     1.26422     1.77363   0.0260811
          76     1.24703      1.7667   0.0266425
          77     1.23027     1.75974   0.0271921
          78     1.21397     1.75274   0.0277291
          79     1.19816     1.74572   0.0282527
          80     1.18289     1.73869   0.0287622
          81     1.16817     1.73164   0.0292568
          82     1.15405      1.7246   0.0297358
          83     1.14054     1.71756   0.0301987
          84     1.12769     1.71054   0.0306448
          85     1.11551     1.70354   0.0310735
          86     1.10404     1.69657   0.0314844
          87      1.0933     1.68963    0.031877
          88      1.0833     1.68274   0.0322508
          89     1.07408     1.67591   0.0326055
          90     1.06564     1.66912   0.0329407
          91     1.05801     1.66241   0.0332562
          92     1.05117     1.65577   0.0335518
          93     1.04515      1.6492   0.0338274
          94     1.03993     1.64272   0.0340828
          95     1.03551     1.63633   0.0343181
          96     1.03187     1.63003   0.0345334
          97     1.02899     1.62383   0.0347288
          98     1.02685     1.61774   0.0349046
          99      1.0254     1.61176   0.0350611
         100     1.02461     1.60589   0.0351987
         101     1.02443     1.60013   0.0353179
         102     1.02482     1.59449   0.0354192
         103     1.02573     1.58897   0.0355031
         104      1.0271     1.58357   0.0355704
         105     1.02887     1.57828   0.0356218
         106     1.03098     1.57312    0.035658
         107     1.03339     1.56807   0.0356797
         108     1.03604     1.56315   0.0356878
         109     1.03887     1.55834    0.035683
         110     1.04183     1.55364   0.0356663
         111     1.04487     1.54906   0.0356382
         112     1.04796     1.54459   0.0355998
         113     1.05105     1.54022   0.0355516
         114     1.05412     1.53595   0.0354946
         115     1.05712     1.53179   0.0354293
         116     1.06004     1.52772   0.0353565
         117     1.06285     1.52375   0.0352769
         118     1.06555     1.51987    0.035191
         119     1.06812     1.51607   0.0350994
         120     1.07054     1.51236   0.0350027
         121     1.07283     1.50873   0.0349014
         122     1.07496     1.50517    0.034796
         123     1.07696     1.50169   0.0346868
         124     1.07882     1.49828   0.0345743
         125     1.08054     1.49494   0.0344588
         126     1.08214     1.49166   0.0343407
         127     1.08363     1.48845   0.0342203
         128       1.085      1.4853   0.0340978
         129     1.08629      1.4822   0.0339735
         130     1.08749     1.47917   0.0338476
         131     1.08861     1.47619   0.0337202
         132     1.08967     1.47326   0.0335917
         133     1.09068     1.47038    0.033462
         134     1.09165     1.46755   0.0333315
         135     1.09258     1.46478   0.0332001
         136     1.09348     1.46205    0.033068
         137     1.09436     1.45936   0.0329354
         138     1.09522     1.45672   0.0328023
         139     1.09606     1.45413   0.0326687
         140     1.09689     1.45158   0.0325349
         141     1.09771     1.44907   0.0324008
         142     1.09851      1.4466   0.0322665
         143      1.0993     1.44417   0.0321322
         144     1.10007     1.44178   0.0319978
         145     1.10082     1.43943   0.0318634
         146     1.10154     1.43712   0.0317291
         147     1.10225     1.43484   0.0315949
         148     1.10292     1.43259   0.0314609
         149     1.10356     1.43039   0.0313272
         150     1.10418     1.42821   0.0311937
         151     1.10476     1.42607   0.0310606
         152     1.10531     1.42396   0.0309278
         153     1.10582     1.42188   0.0307955
         154     1.10631     1.41983   0.0306637
         155     1.10677     1.41781   0.0305323
         156     1.10722     1.41582   0.0304014
         157     1.10765     1.41386   0.0302711
         158     1.10808     1.41192   0.0301413
         159     1.10851     1.41001    0.030012
         160     1.10895     1.40813   0.0298834
         161     1.10941     1.40628   0.0297553
         162     1.10991     1.40445   0.0296278
         163     1.11044     1.40264   0.0295009
         164     1.11101     1.40086   0.0293746
         165     1.11163     1.39911   0.0292488
         166     1.11231     1.39738   0.0291236
         167     1.11303     1.39568   0.0289989
         168     1.11381       1.394   0.0288748
         169     1.11463     1.39235   0.0287513
         170     1.11548     1.39072   0.0286282
         171     1.11637     1.38912   0.0285057
         172     1.11727     1.38754   0.0283838
         173     1.11818     1.38598   0.0282624
         174     1.11906     1.38445   0.0281416
         175     1.11992     1.38293   0.0280213
         176     1.12073     1.38144   0.0279017
         177     1.12148     1.37998   0.0277827
         178     1.12214     1.37853   0.0276643
         179     1.12271      1.3771   0.0275467
         180     1.12316     1.37569   0.0274297
         181     1.12348     1.37429   0.0273136
         182     1.12367     1.37292   0.0271982
         183     1.12371     1.37156   0.0270836
         184     1.12361     1.37021   0.0269699
         185     1.12335     1.36887   0.0268571
         186     1.12294     1.36755   0.0267453
         187     1.12239     1.36624   0.0266344
         188     1.12169     1.36494   0.0265244
         189     1.12085     1.36365   0.0264155
         190     1.11989     1.36236   0.0263076
         191     1.11882     1.36109   0.0262008
         192     1.11765     1.35982    0.026095
         193     1.11639     1.35856   0.0259902
         194     1.11506     1.35731   0.0258865
         195     1.11367     1.35606   0.0257839
         196     1.11225     1.35481   0.0256824
         197     1.11081     1.35357   0.0255818
         198     1.10935     1.35234   0.0254824
         199      1.1079     1.35111   0.0253839
         200     1.10647     1.34989   0.0252864
         201     1.10508     1.34867   0.0251899
         202     1.10373     1.34746   0.0250944
         203     1.10245     1.34625   0.0249998
         204     1.10123     1.34505   0.0249061
         205     1.10009     1.34385   0.0248132
         206     1.09903     1.34267   0.0247212
         207     1.09808     1.34148     0.02463
         208     1.09723     1.34031   0.0245396
         209     1.09648     1.33914   0.0244499
         210     1.09586     1.33799   0.0243609
         211     1.09536     1.33684   0.0242726
         212     1.09499     1.33569   0.0241849
         213     1.09476     1.33456   0.0240978
         214     1.09467     1.33344   0.0240112
         215     1.09473     1.33233   0.0239252
         216     1.09495     1.33123   0.0238397
         217     1.09534     1.33015   0.0237546
         218      1.0959     1.32907   0.0236699
         219     1.09664     1.32801   0.0235856
         220     1.09758     1.32696   0.0235016
         221     1.09871     1.32593    0.023418
         222     1.10005     1.32491   0.0233346
         223      1.1016     1.32391   0.0232514
         224     1.10336     1.32293   0.0231685
         225     1.10533     1.32196   0.0230857
         226     1.10752     1.32101    0.023003
         227     1.10991     1.32008   0.0229205
         228     1.11251     1.31917    0.022838
         229      1.1153     1.31828   0.0227556
         230     1.11827     1.31741   0.0226733
         231      1.1214     1.31656    0.022591
         232     1.12469     1.31573   0.0225088
         233     1.12809     1.31493   0.0224266
         234     1.13161     1.31415   0.0223444
         235      1.1352     1.31338   0.0222623
         236     1.13884     1.31265   0.0221802
         237     1.14251     1.31193   0.0220983
         238     1.14617     1.31123   0.0220164
         239     1.14981     1.31056   0.0219346
         240      1.1534      1.3099    0.021853
         241     1.15691     1.30927   0.0217716
         242     1.16033     1.30865   0.0216903
         243     1.16363     1.30805   0.0216092
         244     1.16679     1.30747   0.0215284
         245     1.16981     1.30691   0.0214479
         246     1.17266     1.30637   0.0213676
         247     1.17534     1.30584   0.0212877
         248     1.17785     1.30532   0.0212081
         249     1.18017     1.30482   0.0211289
         250      1.1823     1.30433   0.0210501
         251     1.18425     1.30385   0.0209716
         252     1.18602     1.30338   0.0208936
         253      1.1876     1.30292   0.0208161
         254     1.18901     1.30248   0.0207389
         255     1.19026     1.30204   0.0206623
         256     1.19133      1.3016   0.0205861
         257     1.19226     1.30118   0.0205104
         258     1.19303     1.30076   0.0204352
         259     1.19367     1.30035   0.0203605
         260     1.19419     1.29994   0.0202862
         261     1.19458     1.29953   0.0202125
         262     1.19486     1.29913   0.0201393
         263     1.19504     1.29874   0.0200666
         264     1.19513     1.29835   0.0199945
         265     1.19514     1.29796   0.0199228
         266     1.19507     1.29757   0.0198517
         267     1.19492     1.29718    0.019781
         268     1.19472      1.2968   0.0197109
         269     1.19446     1.29642   0.0196413
         270     1.19415     1.29604   0.0195722
         271      1.1938     1.29567   0.0195036
         272      1.1934     1.29529   0.0194356
         273     1.19297     1.29492    0.019368
         274      1.1925     1.29454   0.0193009
         275       1.192     1.29417   0.0192343
         276     1.19147      1.2938   0.0191682
         277     1.19092     1.29342   0.0191026
         278     1.19034     1.29305   0.0190375
         279     1.18973     1.29268   0.0189729
         280     1.18909     1.29231   0.0189087
         281     1.18843     1.29194   0.0188451
         282     1.18773     1.29157   0.0187818
         283       1.187      1.2912   0.0187191
         284     1.18624     1.29084   0.0186569
         285     1.18544     1.29047   0.0185951
         286      1.1846      1.2901   0.0185337
         287     1.18372     1.28972   0.0184728
         288     1.18279     1.28935   0.0184124
         289      1.1818     1.28898   0.0183525
         290     1.18076     1.28861    0.018293
         291     1.17967     1.28823    0.018234
         292      1.1785     1.28786   0.0181754
         293     1.17727     1.28748   0.0181173
         294     1.17597      1.2871   0.0180596
         295      1.1746     1.28672   0.0180024
         296     1.17315     1.28634   0.0179457
         297     1.17163     1.28595   0.0178894
         298     1.17002     1.28556   0.0178336
         299     1.16834     1.28517   0.0177783
         300     1.16658     1.28477   0.0177234
         301     1.16474     1.28437    0.017669
         302     1.16282     1.28397   0.0176151
         303     1.16083     1.28357   0.0175617
         304     1.15878     1.28316   0.0175087
         305     1.15666     1.28274   0.0174562
         306     1.15449     1.28232   0.0174042
         307     1.15226      1.2819   0.0173526
         308     1.14999     1.28147   0.0173016
         309     1.14768     1.28104    0.017251
         310     1.14534      1.2806   0.0172009
         311     1.14297     1.28016   0.0171513
         312     1.14058     1.27971   0.0171022
         313     1.13818     1.27926   0.0170535
         314     1.13577      1.2788   0.0170053
         315     1.13335     1.27834   0.0169576
         316     1.13093     1.27787   0.0169103
         317     1.12851      1.2774   0.0168636
         318     1.12609     1.27692   0.0168172
         319     1.12367     1.27644   0.0167714
         320     1.12125     1.27596    0.016726
         321     1.11883     1.27547    0.016681
         322     1.11641     1.27498   0.0166366
         323     1.11398     1.27448   0.0165925
         324     1.11155     1.27397   0.0165489
         325      1.1091     1.27347   0.0165058
         326     1.10665     1.27296   0.0164631
         327     1.10418     1.27244   0.0164208
         328      1.1017     1.27192    0.016379
         329     1.09921     1.27139   0.0163376
         330      1.0967     1.27086   0.0162967
         331     1.09419     1.27033   0.0162562
         332     1.09167     1.26979   0.0162161
         333     1.08914     1.26925   0.0161765
         334     1.08663      1.2687   0.0161373
         335     1.08412     1.26815   0.0160985
         336     1.08164      1.2676   0.0160602
         337     1.07919     1.26704   0.0160223
         338     1.07679     1.26648   0.0159848
         339     1.07445     1.26591   0.0159476
         340     1.07219     1.26534   0.0159109
         341     1.07001     1.26477   0.0158746
         342     1.06794     1.26419   0.0158386
         343     1.06598     1.26361   0.0158029
         344     1.06415     1.26303   0.0157676
         345     1.06247     1.26245   0.0157326
         346     1.06094     1.26187   0.0156979
         347     1.05959     1.26129   0.0156635
         348     1.05841      1.2607   0.0156294
         349     1.05743     1.26012   0.0155954
         350     1.05663     1.25954   0.0155617
         351     1.05604     1.25896   0.0155282
         352     1.05566     1.25838   0.0154948
         353     1.05548     1.25781   0.0154615
         354     1.05551     1.25724   0.0154284
         355     1.05574     1.25667   0.0153954
         356     1.05619     1.25611   0.0153624
         357     1.05683     1.25555   0.0153296
         358     1.05768     1.25499   0.0152967
         359     1.05871     1.25445   0.0152639
         360     1.05993     1.25391    0.015231
         361     1.06132     1.25337   0.0151982
         362     1.06287     1.25285   0.0151653
         363     1.06458     1.25233   0.0151324
         364     1.06643     1.25182   0.0150994
         365     1.06841     1.25132   0.0150664
         366      1.0705     1.25082   0.0150333
         367     1.07269     1.25034   0.0150002
         368     1.07497     1.24986    0.014967
         369     1.07733     1.24939   0.0149338
         370     1.07974     1.24893   0.0149004
         371      1.0822     1.24848    0.014867
         372     1.08469     1.24804   0.0148336
         373      1.0872     1.24761   0.0148001
         374     1.08972     1.24719   0.0147665
         375     1.09223     1.24678    0.014733
         376     1.09473     1.24637   0.0146993
         377      1.0972     1.24598   0.0146656
         378     1.09964     1.24559    0.014632
         379     1.10203     1.24521   0.0145983
         380     1.10436     1.24484   0.0145645
         381     1.10664     1.24448   0.0145308
         382     1.10885     1.24412   0.0144971
         383     1.11099     1.24378   0.0144634
         384     1.11304     1.24343   0.0144298
         385     1.11501      1.2431   0.0143962
         386      1.1169     1.24277   0.0143626
         387     1.11869     1.24245    0.014329
         388     1.12038     1.24214   0.0142956
         389     1.12197     1.24183   0.0142622
         390     1.12345     1.24153   0.0142288
         391     1.12481     1.24123   0.0141956
         392     1.12605     1.24093   0.0141624
         393     1.12717     1.24064   0.0141293
         394     1.12816     1.24036   0.0140963
         395       1.129     1.24008   0.0140635
         396      1.1297      1.2398   0.0140307
         397     1.13024     1.23952   0.0139981
         398     1.13063     1.23925   0.0139656
         399     1.13085     1.23898   0.0139332
         400     1.13089     1.23871    0.013901
         401     1.13076     1.23844    0.013869
         402     1.13045     1.23817   0.0138371
         403     1.12995      1.2379   0.0138053
         404     1.12928     1.23763   0.0137738
         405     1.12842     1.23736   0.0137424
         406     1.12738     1.23709   0.0137112
         407     1.12618     1.23682   0.0136802
         408     1.12482     1.23654   0.0136495
         409     1.12331     1.23627   0.0136189
         410     1.12168     1.23599   0.0135885
         411     1.11994     1.23571   0.0135584
         412     1.11811     1.23542   0.0135285
         413     1.11622     1.23513   0.0134988
         414      1.1143     1.23484   0.0134694
         415     1.11237     1.23454   0.0134402
         416     1.11046     1.23425   0.0134112
         417     1.10861     1.23395   0.0133824
         418     1.10683     1.23364   0.0133538
         419     1.10516     1.23333   0.0133255
         420      1.1036     1.23303   0.0132973
         421     1.10219     1.23271   0.0132694
         422     1.10092      1.2324   0.0132416
         423     1.09982     1.23209    0.013214
         424     1.09888     1.23177   0.0131866
         425      1.0981     1.23146   0.0131593
         426     1.09747     1.23115   0.0131322
         427     1.09699     1.23083   0.0131052
         428     1.09662     1.23052   0.0130783
         429     1.09636     1.23021   0.0130516
         430     1.09617     1.22989   0.0130249
         431     1.09604     1.22958   0.0129984
         432     1.09595     1.22927    0.012972
         433     1.09585     1.22897   0.0129457
         434     1.09575     1.22866   0.0129195
         435      1.0956     1.22835   0.0128934
         436      1.0954     1.22805   0.0128675
         437     1.09512     1.22774   0.0128416
         438     1.09476     1.22744   0.0128159
         439     1.09431     1.22714   0.0127903
         440     1.09375     1.22683   0.0127648
         441     1.09308     1.22653   0.0127395
         442     1.09232     1.22623   0.0127143
         443     1.09145     1.22592   0.0126892
         444     1.09048     1.22562   0.0126643
         445     1.08942     1.22531   0.0126395
         446     1.08829       1.225   0.0126149
         447     1.08708      1.2247   0.0125905
         448     1.08581     1.22439   0.0125662
         449     1.08449     1.22407   0.0125421
