#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       1.975       1.975           0
           2     1.97493     1.97496 2.51311e-05
           3     1.97472     1.97488 6.96882e-05
           4     1.97436     1.97475 0.000124208
           5     1.97386     1.97457 0.000187236
           6     1.97322     1.97435 0.000257872
           7     1.97244     1.97408 0.000335525
           8     1.97151     1.97376 0.000419794
           9     1.97043     1.97339  0.00051041
          10      1.9692     1.97297 0.000607193
          11     1.96782      1.9725 0.000710037
          12     1.96627     1.97198 0.000818892
          13     1.96456     1.97141 0.000933755
          14     1.96269     1.97079   0.0010546
          15     1.96064     1.97011  0.00118147
          16     1.95841     1.96938  0.00131448
          17       1.956     1.96859  0.00145371
          18      1.9534     1.96775  0.00159927
          19      1.9506     1.96685  0.00175133
          20     1.94759     1.96588  0.00191008
          21     1.94437     1.96486  0.00207575
          22     1.94092     1.96377  0.00224859
          23     1.93724     1.96262  0.00242884
          24      1.9333      1.9614  0.00261676
          25     1.92912      1.9601   0.0028126
          26     1.92467     1.95874  0.00301665
          27     1.91994      1.9573  0.00322919
          28     1.91491     1.95579  0.00345054
          29     1.90959      1.9542  0.00368101
          30     1.90395     1.95252   0.0039209
          31     1.89798     1.95076  0.00417051
          32     1.89167     1.94892  0.00443018
          33       1.885     1.94698  0.00470026
          34     1.87796     1.94495  0.00498108
          35     1.87054     1.94282  0.00527303
          36     1.86271      1.9406  0.00557646
          37     1.85446     1.93827  0.00589171
          38     1.84579     1.93584  0.00621907
          39     1.83667     1.93329  0.00655885
          40      1.8271     1.93064  0.00691131
          41     1.81707     1.92787  0.00727672
          42     1.80655     1.92498  0.00765532
          43     1.79555     1.92197  0.00804731
          44     1.78405     1.91884  0.00845285
          45     1.77205     1.91557  0.00887209
          46     1.75954     1.91218   0.0093051
          47     1.74652     1.90866   0.0097519
          48     1.73298       1.905   0.0102125
          49     1.71893      1.9012   0.0106867
          50     1.70439     1.89726   0.0111744
          51     1.68934     1.89319   0.0116754
          52     1.67382     1.88897   0.0121892
          53     1.65783     1.88461   0.0127155
          54     1.64138      1.8801   0.0132537
          55     1.62452     1.87546   0.0138034
          56     1.60725     1.87067   0.0143638
          57     1.58962     1.86574   0.0149341
          58     1.57165     1.86067   0.0155136
          59     1.55337     1.85546   0.0161012
          60     1.53484     1.85011    0.016696
          61     1.51608     1.84464    0.017297
          62     1.49714     1.83903   0.0179031
          63     1.47806      1.8333   0.0185131
          64     1.45888     1.82745   0.0191259
          65     1.43966     1.82149   0.0197402
          66     1.42043     1.81541    0.020355
          67     1.40124     1.80923   0.0209688
          68     1.38213     1.80295   0.0215806
          69     1.36313     1.79657   0.0221893
          70     1.34431     1.79011   0.0227935
          71     1.32568     1.78357   0.0233923
          72     1.30729     1.77696   0.0239845
          73     1.28918     1.77027    0.024569
          74     1.27139     1.76353    0.025145
          75     1.25394     1.75674   0.0257113
          76     1.23687      1.7499   0.0262672
          77     1.22022     1.74302   0.0268117
          78     1.20402     1.73611   0.0273439
          79      1.1883     1.72917   0.0278632
          80     1.17309     1.72222   0.0283687
          81     1.15843     1.71526   0.0288597
          82     1.14434      1.7083   0.0293356
          83     1.13086     1.70134   0.0297957
          84       1.118      1.6944   0.0302394
          85     1.10581     1.68747   0.0306662
          86      1.0943     1.68058   0.0310756
          87     1.08351     1.67371   0.0314671
          88     1.07345     1.66689   0.0318403
          89     1.06414     1.66012   0.0321948
          90     1.05559      1.6534   0.0325302
          91     1.04783     1.64675   0.0328463
          92     1.04086     1.64016    0.033143
          93     1.03468     1.63365   0.0334199
          94      1.0293     1.62722   0.0336771
          95      1.0247     1.62088   0.0339146
          96     1.02088     1.61463   0.0341324
          97      1.0178     1.60848   0.0343306
          98     1.01546     1.60243   0.0345094
          99     1.01381     1.59648   0.0346693
         100     1.01282     1.59064   0.0348104
         101     1.01246     1.58492   0.0349333
         102     1.01266     1.57931   0.0350384
         103     1.01339     1.57381   0.0351264
         104     1.01459     1.56844   0.0351978
         105      1.0162     1.56318   0.0352533
         106     1.01818     1.55804   0.0352937
         107     1.02046     1.55301   0.0353196
         108       1.023     1.54811   0.0353319
         109     1.02573     1.54331   0.0353313
         110     1.02862     1.53863   0.0353185
         111      1.0316     1.53407   0.0352945
         112     1.03464     1.52961   0.0352599
         113      1.0377     1.52525   0.0352156
         114     1.04075       1.521   0.0351622
         115     1.04375     1.51685   0.0351005
         116     1.04668      1.5128   0.0350312
         117     1.04951     1.50884   0.0349548
         118     1.05223     1.50497   0.0348721
         119     1.05483     1.50119   0.0347836
         120     1.05729     1.49749   0.0346899
         121     1.05962     1.49387   0.0345914
         122     1.06181     1.49033   0.0344887
         123     1.06385     1.48686   0.0343822
         124     1.06576     1.48347   0.0342722
         125     1.06753     1.48014   0.0341592
         126     1.06918     1.47688   0.0340434
         127     1.07071     1.47368   0.0339253
         128     1.07213     1.47054    0.033805
         129     1.07345     1.46746   0.0336828
         130     1.07468     1.46444   0.0335589
         131     1.07584     1.46148   0.0334336
         132     1.07693     1.45856    0.033307
         133     1.07796      1.4557   0.0331793
         134     1.07894     1.45289   0.0330506
         135     1.07988     1.45013    0.032921
         136     1.08079     1.44741   0.0327908
         137     1.08168     1.44474   0.0326599
         138     1.08254     1.44212   0.0325286
         139     1.08338     1.43953   0.0323968
         140     1.08421       1.437   0.0322646
         141     1.08503      1.4345   0.0321322
         142     1.08583     1.43205   0.0319996
         143     1.08661     1.42963   0.0318669
         144     1.08737     1.42725   0.0317341
         145     1.08812     1.42491   0.0316013
         146     1.08884     1.42261   0.0314686
         147     1.08955     1.42035    0.031336
         148     1.09022     1.41812   0.0312035
         149     1.09087     1.41592   0.0310713
         150     1.09148     1.41376   0.0309394
         151     1.09207     1.41163   0.0308077
         152     1.09262     1.40953   0.0306764
         153     1.09314     1.40746   0.0305456
         154     1.09363     1.40542   0.0304151
         155     1.09409     1.40341   0.0302851
         156     1.09453     1.40143   0.0301557
         157     1.09496     1.39948   0.0300267
         158     1.09537     1.39756   0.0298983
         159     1.09579     1.39566   0.0297704
         160     1.09621     1.39379   0.0296431
         161     1.09665     1.39194   0.0295164
         162     1.09711     1.39012   0.0293903
         163     1.09761     1.38833   0.0292647
         164     1.09815     1.38656   0.0291397
         165     1.09873     1.38481   0.0290152
         166     1.09936     1.38309   0.0288914
         167     1.10003      1.3814    0.028768
         168     1.10076     1.37973   0.0286453
         169     1.10154     1.37808    0.028523
         170     1.10236     1.37646   0.0284013
         171     1.10321     1.37486   0.0282801
         172     1.10408     1.37329   0.0281595
         173     1.10496     1.37174   0.0280394
         174     1.10583     1.37021   0.0279199
         175     1.10669      1.3687   0.0278009
         176      1.1075     1.36722   0.0276825
         177     1.10826     1.36576   0.0275648
         178     1.10896     1.36431   0.0274476
         179     1.10956     1.36289   0.0273312
         180     1.11006     1.36148   0.0272154
         181     1.11044      1.3601   0.0271004
         182      1.1107     1.35873   0.0269861
         183     1.11082     1.35737   0.0268726
         184     1.11079     1.35603     0.02676
         185     1.11062     1.35471   0.0266482
         186      1.1103     1.35339   0.0265373
         187     1.10984     1.35209   0.0264273
         188     1.10923      1.3508   0.0263183
         189     1.10848     1.34952   0.0262102
         190     1.10761     1.34824   0.0261032
         191     1.10662     1.34698   0.0259972
         192     1.10552     1.34572   0.0258922
         193     1.10433     1.34447   0.0257882
         194     1.10306     1.34322   0.0256853
         195     1.10173     1.34199   0.0255834
         196     1.10035     1.34075   0.0254826
         197     1.09894     1.33953   0.0253828
         198     1.09751      1.3383    0.025284
         199     1.09607     1.33709   0.0251862
         200     1.09465     1.33587   0.0250894
         201     1.09326     1.33467   0.0249936
         202      1.0919     1.33347   0.0248988
         203     1.09059     1.33227   0.0248048
         204     1.08935     1.33108   0.0247118
         205     1.08817     1.32989   0.0246197
         206     1.08708     1.32871   0.0245283
         207     1.08608     1.32754   0.0244378
         208     1.08517     1.32638   0.0243481
         209     1.08437     1.32522   0.0242591
         210     1.08369     1.32407   0.0241709
         211     1.08312     1.32293   0.0240833
         212     1.08267     1.32179   0.0239963
         213     1.08236     1.32067     0.02391
         214     1.08218     1.31956   0.0238242
         215     1.08215     1.31845    0.023739
         216     1.08228     1.31736   0.0236542
         217     1.08256     1.31628     0.02357
         218     1.08301     1.31521   0.0234861
         219     1.08364     1.31415   0.0234027
         220     1.08446      1.3131   0.0233196
         221     1.08546     1.31207   0.0232368
         222     1.08667     1.31106   0.0231543
         223     1.08808     1.31006    0.023072
         224     1.08969     1.30908     0.02299
         225     1.09151     1.30811   0.0229082
         226     1.09355     1.30716   0.0228265
         227     1.09579     1.30623   0.0227449
         228     1.09824     1.30532   0.0226634
         229     1.10089     1.30442    0.022582
         230     1.10372     1.30355   0.0225007
         231     1.10671      1.3027   0.0224194
         232     1.10987     1.30187   0.0223382
         233     1.11316     1.30106    0.022257
         234     1.11657     1.30027   0.0221758
         235     1.12007      1.2995   0.0220947
         236     1.12363     1.29876   0.0220137
         237     1.12724     1.29803   0.0219327
         238     1.13086     1.29733   0.0218518
         239     1.13447     1.29665   0.0217709
         240     1.13805     1.29599   0.0216903
         241     1.14156     1.29535   0.0216097
         242     1.14499     1.29473   0.0215294
         243     1.14832     1.29412   0.0214492
         244     1.15153     1.29354   0.0213692
         245     1.15461     1.29297   0.0212895
         246     1.15753     1.29242   0.0212101
         247     1.16029     1.29189    0.021131
         248     1.16287     1.29137   0.0210522
         249     1.16528     1.29086   0.0209737
         250     1.16751     1.29037   0.0208956
         251     1.16955     1.28989   0.0208179
         252     1.17141     1.28942   0.0207406
         253     1.17309     1.28896   0.0206637
         254      1.1746     1.28851   0.0205873
         255     1.17593     1.28806   0.0205113
         256      1.1771     1.28763   0.0204357
         257     1.17811      1.2872   0.0203607
         258     1.17897     1.28678   0.0202861
         259     1.17969     1.28637    0.020212
         260     1.18028     1.28596   0.0201383
         261     1.18074     1.28556   0.0200652
         262     1.18109     1.28516   0.0199926
         263     1.18134     1.28477   0.0199205
         264     1.18149     1.28438   0.0198489
         265     1.18154     1.28399   0.0197778
         266     1.18152      1.2836   0.0197072
         267     1.18143     1.28322   0.0196371
         268     1.18127     1.28284   0.0195675
         269     1.18105     1.28246   0.0194984
         270     1.18078     1.28208   0.0194298
         271     1.18046     1.28171   0.0193617
         272     1.18009     1.28134   0.0192942
         273     1.17969     1.28096   0.0192271
         274     1.17925     1.28059   0.0191605
         275     1.17878     1.28022   0.0190944
         276     1.17828     1.27985   0.0190288
         277     1.17776     1.27948   0.0189636
         278      1.1772     1.27912    0.018899
         279     1.17663     1.27875   0.0188348
