#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1      2.9625      2.9625           0
           2     2.96239     2.96245 3.76967e-05
           3     2.96207     2.96232 0.000104532
           4     2.96154     2.96213 0.000186311
           5      2.9608     2.96186 0.000280854
           6     2.95984     2.96152 0.000386808
           7     2.95866     2.96111 0.000503287
           8     2.95727     2.96063 0.000629692
           9     2.95565     2.96008 0.000765615
          10      2.9538     2.95945 0.000910789
          11     2.95172     2.95875  0.00106506
          12     2.94941     2.95797  0.00122834
          13     2.94684     2.95711  0.00140063
          14     2.94403     2.95618   0.0015819
          15     2.94096     2.95517   0.0017722
          16     2.93762     2.95407  0.00197172
          17       2.934     2.95289  0.00218057
          18      2.9301     2.95162  0.00239891
          19      2.9259     2.95027  0.00262699
          20     2.92139     2.94883  0.00286512
          21     2.91655     2.94729  0.00311363
          22     2.91138     2.94566  0.00337288
          23     2.90585     2.94393  0.00364326
          24     2.89996     2.94209  0.00392514
          25     2.89368     2.94016   0.0042189
          26       2.887     2.93811  0.00452497
          27      2.8799     2.93596  0.00484379
          28     2.87237     2.93369  0.00517581
          29     2.86438      2.9313  0.00552152
          30     2.85592     2.92878  0.00588135
          31     2.84697     2.92614  0.00625577
          32     2.83751     2.92337  0.00664528
          33     2.82751     2.92047  0.00705038
          34     2.81695     2.91742  0.00747163
          35      2.8058     2.91424  0.00790955
          36     2.79406      2.9109   0.0083647
          37     2.78169     2.90741  0.00883756
          38     2.76868     2.90375   0.0093286
          39     2.75501     2.89994  0.00983827
          40     2.74065     2.89596    0.010367
          41      2.7256      2.8918   0.0109151
          42     2.70983     2.88747    0.011483
          43     2.69333     2.88296    0.012071
          44     2.67608     2.87825   0.0126793
          45     2.65808     2.87336   0.0133081
          46     2.63931     2.86827   0.0139576
          47     2.61977     2.86299   0.0146278
          48     2.59947      2.8575   0.0153187
          49      2.5784      2.8518   0.0160301
          50     2.55658      2.8459   0.0167616
          51     2.53401     2.83978    0.017513
          52     2.51073     2.83345   0.0182838
          53     2.48674     2.82691   0.0190732
          54     2.46208     2.82015   0.0198806
          55     2.43678     2.81318   0.0207051
          56     2.41088       2.806   0.0215457
          57     2.38443      2.7986   0.0224012
          58     2.35747       2.791   0.0232703
          59     2.33006     2.78319   0.0241518
          60     2.30226     2.77517    0.025044
          61     2.27412     2.76696   0.0259456
          62     2.24571     2.75855   0.0268547
          63     2.21709     2.74995   0.0277697
          64     2.18833     2.74118   0.0286889
          65     2.15949     2.73223   0.0296104
          66     2.13065     2.72311   0.0305324
          67     2.10186     2.71384   0.0314532
          68     2.07319     2.70442    0.032371
          69      2.0447     2.69486   0.0332839
          70     2.01646     2.68517   0.0341903
          71     1.98852     2.67536   0.0350884
          72     1.96094     2.66543   0.0359767
          73     1.93377     2.65541   0.0368535
          74     1.90708      2.6453   0.0377175
          75     1.88091     2.63511    0.038567
          76     1.85531     2.62485   0.0394008
          77     1.83033     2.61453   0.0402175
          78     1.80603     2.60416   0.0410159
          79     1.78245     2.59376   0.0417948
          80     1.75964     2.58333    0.042553
          81     1.73765     2.57289   0.0432895
          82     1.71651     2.56245   0.0440034
          83     1.69629     2.55201   0.0446935
          84     1.67701      2.5416   0.0453591
          85     1.65872     2.53121   0.0459994
          86     1.64146     2.52086   0.0466135
          87     1.62526     2.51057   0.0472007
          88     1.61017     2.50034   0.0477604
          89      1.5962     2.49018   0.0482921
          90     1.58339      2.4801   0.0487953
          91     1.57175     2.47012   0.0492695
          92     1.56129     2.46024   0.0497144
          93     1.55203     2.45048   0.0501299
          94     1.54395     2.44083   0.0505157
          95     1.53705     2.43132   0.0508719
          96     1.53131     2.42195   0.0511985
          97      1.5267     2.41272   0.0514959
