#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1      3.0075      3.0075           0
           2     3.00739     3.00745 3.82686e-05
           3     3.00707     3.00732 0.000106119
           4     3.00653     3.00712  0.00018914
           5     3.00577     3.00685 0.000285123
           6      3.0048     3.00651 0.000392698
           7      3.0036     3.00609 0.000510967
           8     3.00219     3.00561 0.000639327
           9     3.00054     3.00504 0.000777369
          10     2.99867      3.0044 0.000924826
          11     2.99656     3.00369  0.00108154
          12      2.9942      3.0029  0.00124744
          13      2.9916     3.00203  0.00142253
          14     2.98874     3.00108  0.00160677
          15     2.98562     3.00005  0.00180024
          16     2.98222     2.99894  0.00200313
          17     2.97854     2.99774  0.00221556
          18     2.97457     2.99645   0.0024377
          19      2.9703     2.99507   0.0026698
          20     2.96571     2.99361   0.0029122
          21     2.96079     2.99204  0.00316524
          22     2.95552     2.99038  0.00342928
          23     2.94989     2.98862  0.00370471
          24     2.94388     2.98676   0.0039919
          25     2.93748     2.98479  0.00429128
          26     2.93068     2.98271  0.00460328
          27     2.92344     2.98051  0.00492839
          28     2.91576      2.9782  0.00526708
          29     2.90761     2.97576  0.00561986
          30     2.89897      2.9732  0.00598717
          31     2.88983     2.97051   0.0063695
          32     2.88016     2.96769  0.00676738
          33     2.86994     2.96473  0.00718133
          34     2.85915     2.96162  0.00761191
          35     2.84776     2.95837  0.00805967
          36     2.83575     2.95496  0.00852516
          37      2.8231      2.9514   0.0090089
          38      2.8098     2.94767  0.00951136
          39     2.79581     2.94378    0.010033
          40     2.78112     2.93971   0.0105743
          41     2.76571     2.93547   0.0111355
          42     2.74956     2.93104   0.0117172
          43     2.73266     2.92643   0.0123195
          44       2.715     2.92162   0.0129428
          45     2.69655     2.91662   0.0135873
          46     2.67733     2.91142    0.014253
          47     2.65731     2.90601     0.01494
          48     2.63651      2.9004   0.0156482
          49     2.61493     2.89457   0.0163775
          50     2.59258     2.88853   0.0171275
          51     2.56947     2.88228   0.0178978
          52     2.54563      2.8758   0.0186879
          53     2.52106     2.86911   0.0194971
          54     2.49582      2.8622   0.0203246
          55     2.46993     2.85507   0.0211695
          56     2.44343     2.84772   0.0220307
          57     2.41638     2.84015    0.022907
          58     2.38883     2.83237    0.023797
          59     2.36082     2.82437   0.0246993
          60     2.33242     2.81618   0.0256124
          61      2.3037     2.80777   0.0265347
          62     2.27471     2.79918   0.0274643
          63     2.24553     2.79039   0.0283996
          64     2.21621     2.78142   0.0293387
          65     2.18684     2.77227   0.0302798
          66     2.15748     2.76295    0.031221
          67     2.12819     2.75348   0.0321603
          68     2.09904     2.74386   0.0330961
          69     2.07009     2.73409   0.0340265
          70     2.04141      2.7242   0.0349497
          71     2.01305     2.71418    0.035864
          72     1.98508     2.70405   0.0367677
          73     1.95755     2.69383   0.0376593
          74     1.93052     2.68351   0.0385371
          75     1.90404     2.67312   0.0393998
          76     1.87816     2.66266   0.0402459
          77     1.85293     2.65214   0.0410742
          78     1.82841     2.64158   0.0418832
          79     1.80464     2.63099   0.0426719
          80     1.78168     2.62037   0.0434391
          81     1.75957     2.60974   0.0441836
          82     1.73835     2.59912   0.0449046
          83     1.71808      2.5885   0.0456009
          84      1.6988     2.57791   0.0462717
          85     1.68055     2.56735   0.0469163
          86     1.66337     2.55684   0.0475337
          87      1.6473     2.54639   0.0481232
          88     1.63237       2.536   0.0486844
          89      1.6186     2.52569   0.0492165
          90     1.60603     2.51548   0.0497191
          91     1.59467     2.50536   0.0501919
          92     1.58453     2.49535   0.0506344
          93     1.57561     2.48546   0.0510466
          94     1.56792      2.4757   0.0514284
          95     1.56142     2.46607   0.0517797
          96      1.5561     2.45659   0.0521007
          97     1.55193     2.44727   0.0523917
          98     1.54886      2.4381    0.052653
          99     1.54683      2.4291   0.0528852
         100      1.5458     2.42026   0.0530889
         101     1.54568     2.41161   0.0532648
         102     1.54641     2.40312   0.0534137
         103      1.5479     2.39482   0.0535366
         104     1.55007      2.3867   0.0536344
         105     1.55284     2.37876   0.0537084
         106     1.55612     2.37099   0.0537594
         107     1.55983     2.36341   0.0537889
         108     1.56388     2.35601   0.0537979
         109     1.56819     2.34878   0.0537877
         110     1.57268     2.34173   0.0537594
         111     1.57729     2.33484   0.0537144
         112     1.58195     2.32812   0.0536538
         113     1.58661     2.32156   0.0535788
         114     1.59121     2.31515   0.0534904
         115     1.59572     2.30889   0.0533899
         116     1.60009     2.30278   0.0532781
         117      1.6043     2.29681   0.0531562
         118     1.60832     2.29098    0.053025
         119     1.61214     2.28527   0.0528853
         120     1.61575      2.2797   0.0527381
         121     1.61914     2.27424   0.0525841
