#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       2.005       2.005           0
           2     2.00493     2.00496 2.55124e-05
           3     2.00471     2.00488 7.07457e-05
           4     2.00435     2.00475 0.000126094
           5     2.00385     2.00457 0.000190082
           6      2.0032     2.00434 0.000261798
           7      2.0024     2.00406 0.000340645
           8     2.00146     2.00374 0.000426218
           9     2.00036     2.00336 0.000518246
          10     1.99911     2.00294  0.00061655
          11      1.9977     2.00246 0.000721027
          12     1.99613     2.00193 0.000831628
          13      1.9944     2.00135 0.000948354
          14     1.99249     2.00072  0.00107118
          15     1.99041     2.00003  0.00120016
          16     1.98815     1.99929  0.00133542
          17      1.9857     1.99849  0.00147704
          18     1.98305     1.99763  0.00162513
          19      1.9802     1.99672  0.00177987
          20     1.97714     1.99574  0.00194147
          21     1.97386      1.9947  0.00211016
          22     1.97034     1.99359  0.00228619
          23     1.96659     1.99241  0.00246981
          24     1.96259     1.99117  0.00266127
          25     1.95832     1.98986  0.00286085
          26     1.95379     1.98847  0.00306886
          27     1.94896     1.98701  0.00328559
          28     1.94384     1.98547  0.00351139
          29      1.9384     1.98384  0.00374657
          30     1.93265     1.98214  0.00399145
          31     1.92655     1.98034  0.00424633
          32     1.92011     1.97846  0.00451159
          33      1.9133     1.97649  0.00478755
          34      1.9061     1.97442   0.0050746
          35     1.89851     1.97225  0.00537311
          36      1.8905     1.96998  0.00568344
          37     1.88207      1.9676  0.00600593
          38      1.8732     1.96512  0.00634091
          39     1.86387     1.96252  0.00668867
          40     1.85408     1.95981   0.0070495
          41      1.8438     1.95698  0.00742368
          42     1.83304     1.95403  0.00781145
          43     1.82177     1.95095  0.00821302
          44        1.81     1.94775  0.00862855
          45      1.7977     1.94442  0.00905819
          46     1.78489     1.94095    0.009502
          47     1.77154     1.93734  0.00996001
          48     1.75768      1.9336   0.0104322
          49     1.74329     1.92972   0.0109183
          50     1.72839     1.92569   0.0114183
          51     1.71298     1.92152   0.0119319
          52     1.69708      1.9172   0.0124586
          53     1.68071     1.91274   0.0129981
          54     1.66388     1.90813   0.0135497
          55     1.64662     1.90338    0.014113
          56     1.62896     1.89848   0.0146871
          57     1.61092     1.89343   0.0152713
          58     1.59255     1.88824   0.0158647
          59     1.57388     1.88292   0.0164662
          60     1.55495     1.87745    0.017075
          61      1.5358     1.87185   0.0176898
          62     1.51647     1.86612   0.0183096
          63     1.49702     1.86026   0.0189331
          64     1.47748     1.85428   0.0195591
          65     1.45789     1.84818   0.0201865
          66     1.43832     1.84197    0.020814
          67     1.41879     1.83565   0.0214402
          68     1.39936     1.82924   0.0220641
          69     1.38006     1.82273   0.0226843
          70     1.36094     1.81613   0.0232998
          71     1.34203     1.80945   0.0239093
          72     1.32339      1.8027   0.0245118
          73     1.30503     1.79588   0.0251062
          74     1.28701     1.78901   0.0256914
          75     1.26936     1.78208   0.0262665
          76      1.2521     1.77511   0.0268306
          77     1.23529      1.7681   0.0273828
          78     1.21894     1.76105   0.0279222
          79     1.20309     1.75399   0.0284479
          80     1.18778     1.74691   0.0289594
          81     1.17304     1.73983   0.0294558
          82      1.1589     1.73275   0.0299364
          83     1.14539     1.72567   0.0304006
          84     1.13253     1.71861   0.0308478
          85     1.12037     1.71157   0.0312775
          86     1.10891     1.70456   0.0316891
          87      1.0982     1.69759   0.0320822
          88     1.08825     1.69067   0.0324562
          89     1.07907      1.6838    0.032811
          90     1.07069     1.67698   0.0331461
          91     1.06311     1.67024   0.0334612
          92     1.05635     1.66356   0.0337563
          93     1.05041     1.65697   0.0340311
          94     1.04528     1.65046   0.0342856
          95     1.04095     1.64405   0.0345198
          96      1.0374     1.63773   0.0347338
          97     1.03462     1.63151   0.0349278
          98     1.03257      1.6254    0.035102
          99     1.03122      1.6194   0.0352568
         100     1.03053     1.61351   0.0353926
         101     1.03045     1.60774   0.0355098
         102     1.03094     1.60208   0.0356091
         103     1.03193     1.59655    0.035691
         104     1.03338     1.59113   0.0357563
         105     1.03523     1.58584   0.0358056
         106     1.03742     1.58066   0.0358396
         107     1.03989     1.57561   0.0358593
         108     1.04258     1.57067   0.0358653
         109     1.04546     1.56586   0.0358584
         110     1.04845     1.56115   0.0358396
         111     1.05153     1.55656   0.0358096
         112     1.05464     1.55208   0.0357692
         113     1.05774      1.5477   0.0357192
         114     1.06081     1.54343   0.0356603
         115     1.06381     1.53926   0.0355932
         116     1.06673     1.53519   0.0355188
         117     1.06953     1.53121   0.0354375
         118     1.07221     1.52732     0.03535
         119     1.07476     1.52352   0.0352569
         120     1.07716      1.5198   0.0351588
         121     1.07943     1.51616    0.035056
         122     1.08154     1.51259   0.0349492
         123     1.08351     1.50911   0.0348388
         124     1.08534     1.50569    0.034725
         125     1.08704     1.50234   0.0346084
         126     1.08862     1.49906   0.0344891
         127     1.09008     1.49584   0.0343675
         128     1.09144     1.49268   0.0342439
         129      1.0927     1.48958   0.0341186
         130     1.09389     1.48653   0.0339916
         131       1.095     1.48354   0.0338633
         132     1.09605     1.48061   0.0337337
         133     1.09705     1.47772   0.0336032
         134       1.098     1.47489   0.0334717
         135     1.09893     1.47211   0.0333394
         136     1.09983     1.46937   0.0332064
         137     1.10071     1.46668   0.0330729
         138     1.10157     1.46403   0.0329389
         139     1.10241     1.46143   0.0328045
         140     1.10324     1.45887   0.0326698
         141     1.10406     1.45635   0.0325349
         142     1.10486     1.45388   0.0323998
         143     1.10565     1.45144   0.0322646
         144     1.10642     1.44905   0.0321294
         145     1.10717     1.44669   0.0319942
         146      1.1079     1.44437   0.0318591
         147      1.1086     1.44209   0.0317241
         148     1.10928     1.43984   0.0315894
         149     1.10992     1.43762   0.0314548
         150     1.11054     1.43544   0.0313206
         151     1.11112     1.43329   0.0311868
         152     1.11166     1.43118   0.0310533
         153     1.11218     1.42909   0.0309203
         154     1.11266     1.42704   0.0307877
         155     1.11313     1.42501   0.0306556
         156     1.11357     1.42302    0.030524
         157     1.11401     1.42105    0.030393
         158     1.11444     1.41911   0.0302625
         159     1.11488      1.4172   0.0301326
         160     1.11533     1.41531   0.0300033
         161     1.11581     1.41345   0.0298745
         162     1.11632     1.41161   0.0297464
         163     1.11687     1.40981   0.0296188
         164     1.11746     1.40802   0.0294918
         165      1.1181     1.40627   0.0293653
         166      1.1188     1.40453   0.0292395
         167     1.11955     1.40283   0.0291141
         168     1.12035     1.40115   0.0289893
