#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1        2.91        2.91           0
           2      2.9099     2.90995 3.70294e-05
           3     2.90958     2.90983 0.000102682
           4     2.90906     2.90963 0.000183011
           5     2.90833     2.90937 0.000275873
           6     2.90738     2.90904 0.000379937
           7     2.90623     2.90864 0.000494328
           8     2.90486     2.90817 0.000618453
           9     2.90327     2.90762 0.000751907
          10     2.90146     2.90701 0.000894422
          11     2.89942     2.90632  0.00104584
          12     2.89714     2.90555  0.00120607
          13     2.89463     2.90471  0.00137511
          14     2.89187     2.90379  0.00155296
          15     2.88886      2.9028  0.00173964
          16     2.88558     2.90172  0.00193532
          17     2.88204     2.90056   0.0021401
          18     2.87821     2.89932   0.0023541
          19      2.8741       2.898  0.00257757
          20     2.86968     2.89658  0.00281081
          21     2.86494     2.89507  0.00305414
          22     2.85988     2.89347  0.00330789
          23     2.85447     2.89178  0.00357241
          24      2.8487     2.88998  0.00384809
          25     2.84256     2.88809  0.00413531
          26     2.83603     2.88608  0.00443445
          27      2.8291     2.88397  0.00474593
          28     2.82174     2.88175  0.00507019
          29     2.81394     2.87941  0.00540769
          30     2.80568     2.87695  0.00575888
          31     2.79695     2.87437  0.00612417
          32     2.78771     2.87167  0.00650405
          33     2.77796     2.86883  0.00689901
          34     2.76767     2.86585  0.00730954
          35     2.75681     2.86274  0.00773616
          36     2.74537     2.85948  0.00817939
          37     2.73333     2.85607   0.0086397
          38     2.72067      2.8525  0.00911754
          39     2.70736     2.84878  0.00961334
          40      2.6934      2.8449   0.0101275
          41     2.67875     2.84084   0.0106604
          42     2.66342     2.83662   0.0112124
          43     2.64737     2.83222   0.0117838
          44      2.6306     2.82764   0.0123749
          45      2.6131     2.82287   0.0129858
          46     2.59486     2.81791   0.0136166
          47     2.57588     2.81276   0.0142675
          48     2.55615     2.80742   0.0149383
          49     2.53567     2.80187    0.015629
          50     2.51446     2.79612   0.0163394
          51     2.49253     2.79017   0.0170689
          52     2.46989     2.78401   0.0178173
          53     2.44656     2.77764    0.018584
          54     2.42257     2.77107   0.0193682
          55     2.39796     2.76428   0.0201691
          56     2.37275     2.75729   0.0209858
          57     2.34699     2.75009   0.0218173
          58     2.32073     2.74269   0.0226623
          59     2.29402     2.73509   0.0235195
          60     2.26691     2.72728   0.0243876
          61     2.23945     2.71929    0.025265
          62     2.21172      2.7111   0.0261503
          63     2.18376     2.70273   0.0270417
          64     2.15565     2.69418   0.0279376
          65     2.12744     2.68546   0.0288363
          66      2.0992     2.67658    0.029736
          67       2.071     2.66754   0.0306351
          68      2.0429     2.65836   0.0315317
          69     2.01496     2.64903   0.0324241
          70     1.98723     2.63958   0.0333108
          71     1.95978        2.63     0.03419
          72     1.93266     2.62032   0.0350601
          73     1.90593     2.61053   0.0359196
          74     1.87964     2.60065   0.0367671
          75     1.85384      2.5907   0.0376011
          76     1.82858     2.58067   0.0384202
          77     1.80391     2.57058   0.0392233
          78     1.77988     2.56044   0.0400089
          79     1.75653     2.55027   0.0407761
          80     1.73391     2.54006   0.0415236
          81     1.71207     2.52984   0.0422505
          82     1.69105     2.51961   0.0429557
          83     1.67089     2.50939   0.0436383
          84     1.65163     2.49917   0.0442974
          85     1.63332     2.48899   0.0449322
          86     1.61599     2.47884    0.045542
          87     1.59968     2.46873    0.046126
          88     1.58441     2.45868   0.0466837
          89     1.57024      2.4487   0.0472144
          90     1.55717     2.43879   0.0477177
          91     1.54522     2.42897    0.048193
          92     1.53442     2.41925   0.0486402
          93     1.52477     2.40963   0.0490589
          94     1.51627     2.40013    0.049449
          95     1.50892     2.39075   0.0498104
          96     1.50271      2.3815   0.0501431
          97     1.49761     2.37239   0.0504474
          98     1.49358     2.36342   0.0507234
          99     1.49059      2.3546   0.0509715
         100      1.4886     2.34594   0.0511921
         101     1.48754     2.33744   0.0513859
         102     1.48735     2.32911   0.0515536
         103     1.48797     2.32094   0.0516958
         104     1.48931     2.31295   0.0518135
         105     1.49131     2.30512   0.0519076
         106     1.49389     2.29747    0.051979
         107     1.49697     2.28999   0.0520288
         108     1.50046     2.28268   0.0520581
         109      1.5043     2.27553    0.052068
         110      1.5084     2.26856   0.0520596
         111     1.51269     2.26175   0.0520341
         112     1.51711      2.2551   0.0519925
         113      1.5216     2.24861    0.051936
         114     1.52611     2.24227   0.0518657
         115     1.53058     2.23608   0.0517826
         116     1.53497     2.23004   0.0516877
         117     1.53925     2.22414    0.051582
         118     1.54338     2.21837   0.0514665
         119     1.54736     2.21273    0.051342
         120     1.55115     2.20722   0.0512093
         121     1.55474     2.20182   0.0510692
         122     1.55814     2.19655   0.0509224
