#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.94        1.94           0
           2     1.93993     1.93997 2.46862e-05
           3     1.93972     1.93988 6.84544e-05
           4     1.93937     1.93976 0.000122007
           5     1.93888     1.93958 0.000183916
           6     1.93826     1.93936 0.000253292
           7     1.93749     1.93909 0.000329552
           8     1.93657     1.93878 0.000412302
           9     1.93551     1.93842 0.000501271
          10     1.93431       1.938 0.000596281
          11     1.93295     1.93754 0.000697224
          12     1.93143     1.93703 0.000804046
          13     1.92975     1.93647  0.00091674
          14     1.92791     1.93586   0.0010353
          15     1.92591      1.9352  0.00115976
          16     1.92372     1.93448  0.00129021
          17     1.92136     1.93371  0.00142673
          18     1.91881     1.93288   0.0015694
          19     1.91606       1.932  0.00171838
          20     1.91312     1.93105  0.00187387
          21     1.90996     1.93005  0.00203609
          22     1.90658     1.92898  0.00220526
          23     1.90298     1.92785  0.00238161
          24     1.89913     1.92665  0.00256539
          25     1.89504     1.92539  0.00275687
          26     1.89069     1.92406   0.0029563
          27     1.88607     1.92265  0.00316396
          28     1.88116     1.92117  0.00338013
          29     1.87596     1.91961  0.00360513
          30     1.87046     1.91797  0.00383925
          31     1.86463     1.91625  0.00408278
          32     1.85848     1.91444  0.00433604
          33     1.85197     1.91255  0.00459934
          34     1.84511     1.91057  0.00487303
          35     1.83788     1.90849  0.00515744
          36     1.83025     1.90632  0.00545292
          37     1.82222     1.90404   0.0057598
          38     1.81378     1.90167  0.00607836
          39     1.80491     1.89919  0.00640889
          40      1.7956      1.8966  0.00675168
          41     1.78584      1.8939  0.00710695
          42     1.77561     1.89108  0.00747496
          43     1.76491     1.88815  0.00785589
          44     1.75374     1.88509  0.00824993
          45     1.74207     1.88191  0.00865719
          46     1.72991     1.87861  0.00907775
          47     1.71725     1.87518  0.00951165
          48      1.7041     1.87161  0.00995888
          49     1.69045     1.86791   0.0104194
          50     1.67631     1.86408   0.0108929
          51     1.66169     1.86011   0.0113793
          52     1.64659     1.85601   0.0118782
