#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.647512   -0.647512           0
           2   -0.644764   -0.646138 0.000971565
           3   -0.646124   -0.646133 0.000647721
           4   -0.647212   -0.646403 0.000539011
           5   -0.646648   -0.646452  0.00043343
           6   -0.646008   -0.646378 0.000367455
           7   -0.649044   -0.646759 0.000472791
           8   -0.645504   -0.646602 0.000438941
           9   -0.645344   -0.646462 0.000411825
          10   -0.646452   -0.646461 0.000370644
          11   -0.647524   -0.646558 0.000349315
          12   -0.646468    -0.64655 0.000320285
          13   -0.646876   -0.646575 0.000296626
          14   -0.645092   -0.646469 0.000293754
          15   -0.646656   -0.646482 0.000274433
          16   -0.644772   -0.646375 0.000277309
          17   -0.646372   -0.646375 0.000260997
          18    -0.64906   -0.646524 0.000285969
          19   -0.645836   -0.646488 0.000273201
          20   -0.644692   -0.646398 0.000273898
          21   -0.648616   -0.646504 0.000280481
          22   -0.647964    -0.64657 0.000275475
          23   -0.644312   -0.646472 0.000280447
          24    -0.64646   -0.646471 0.000268762
          25   -0.648672   -0.646559 0.000272045
          26   -0.647216   -0.646585 0.000262752
          27   -0.644784   -0.646518 0.000261346
          28   -0.646384   -0.646513 0.000252056
          29    -0.64672    -0.64652 0.000243466
          30   -0.648588   -0.646589 0.000244912
          31   -0.647372   -0.646614  0.00023831
          32   -0.648564   -0.646675 0.000238523
          33   -0.643892   -0.646591 0.000245756
          34   -0.647036   -0.646604 0.000238876
          35   -0.648128   -0.646648 0.000235985
          36   -0.645716   -0.646622 0.000230845
          37   -0.647492   -0.646645 0.000225801
          38   -0.644128   -0.646579  0.00022937
          39   -0.647748   -0.646609 0.000225439
          40   -0.645396   -0.646579 0.000221833
          41   -0.646452   -0.646576 0.000216444
          42   -0.645488    -0.64655 0.000212834
          43   -0.645364   -0.646522 0.000209663
          44   -0.645692   -0.646503 0.000205745
          45    -0.64724    -0.64652 0.000201823
          46   -0.647088   -0.646532 0.000197814
          47   -0.646744   -0.646537 0.000193656
          48   -0.645324   -0.646511 0.000191262
          49   -0.647588   -0.646533 0.000188617
          50   -0.648712   -0.646577 0.000189812
