#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.347036    0.347036           0
           2    0.341596    0.344316  0.00192326
           3    0.342862    0.343831  0.00134184
           4    0.343379    0.343718  0.00101112
           5    0.347568    0.344488  0.00106236
           6    0.338473    0.343486  0.00127333
           7    0.346304    0.343888  0.00115333
           8    0.344325    0.343943  0.00101046
           9    0.348163    0.344412   0.0010011
          10    0.346678    0.344639 0.000926292
          11    0.344664    0.344641 0.000842087
          12    0.342355     0.34445 0.000793162
          13    0.347742    0.344704 0.000771507
          14    0.339171    0.344308 0.000811311
          15    0.345369    0.344379 0.000760296
          16    0.338735    0.344026 0.000790398
          17    0.338093    0.343677 0.000817328
          18     0.34018    0.343483 0.000794682
          19    0.344668    0.343545   0.0007553
          20    0.349058    0.343821 0.000766172
          21    0.345297    0.343891 0.000732905
          22    0.346545    0.344012 0.000709447
          23    0.351545    0.344339 0.000750398
          24    0.352148    0.344665 0.000786503
          25    0.350078    0.344881 0.000784283
          26     0.34476    0.344877 0.000754132
          27    0.336516    0.344567 0.000787214
          28    0.351855    0.344827 0.000800971
          29    0.345836    0.344862 0.000774105
          30    0.351711     0.34509 0.000781246
          31    0.347741    0.345176  0.00076071
          32    0.343222    0.345115 0.000739385
          33    0.341535    0.345006 0.000724892
          34    0.343473    0.344961 0.000704974
          35    0.347092    0.345022 0.000687454
          36    0.353911    0.345269 0.000711325
          37    0.344678    0.345253 0.000692279
          38    0.339453      0.3451 0.000690681
          39    0.350262    0.345233 0.000685533
          40    0.353884    0.345449 0.000701685
          41    0.347265    0.345493 0.000685968
          42    0.343516    0.345446 0.000671249
          43    0.337099    0.345252 0.000683131
          44    0.344376    0.345232 0.000667895
          45    0.342913    0.345181 0.000655038
          46    0.343924    0.345153 0.000641367
          47    0.350011    0.345257 0.000635993
          48     0.33821     0.34511 0.000639463
          49    0.358022    0.345373 0.000678538
          50    0.345456    0.345375 0.000664969
