#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.04406     0.04406           0
           2    0.032892    0.038476  0.00394848
           3    0.037064   0.0380053  0.00266023
           4    0.037014   0.0377575  0.00200668
           5    0.036614   0.0375288  0.00161833
           6    0.035404   0.0371747  0.00138681
           7     0.04227   0.0379026  0.00136644
           8    0.040954    0.038284  0.00124773
           9     0.03051   0.0374202  0.00137597
          10     0.02677   0.0363552  0.00159826
          11    0.030484   0.0358215  0.00153951
          12    0.024126   0.0348468  0.00169182
          13    0.034272   0.0348026  0.00156226
          14    0.038534   0.0350691  0.00147323
          15    0.036398   0.0351577  0.00137767
          16    0.038056   0.0353389  0.00130342
          17    0.033302   0.0352191  0.00123225
          18    0.031878   0.0350334  0.00117768
          19    0.037202   0.0351476  0.00112122
          20    0.034578   0.0351191  0.00106552
          21    0.030824   0.0349146  0.00103422
          22    0.030684   0.0347223  0.00100493
          23    0.038686   0.0348946 0.000975904
          24    0.031832    0.034767 0.000943547
          25     0.03406   0.0347387 0.000906229
          26    0.030274    0.034567 0.000887495
          27    0.037974   0.0346932 0.000863548
          28    0.037834   0.0348054 0.000839961
          29    0.037484   0.0348977  0.00081606
          30    0.035038   0.0349024 0.000788871
          31    0.035904   0.0349347 0.000764085
          32    0.030964   0.0348106 0.000750215
          33    0.033728   0.0347778 0.000728198
          34     0.03474   0.0347767 0.000706782
          35    0.027564   0.0345706 0.000716001
          36    0.040768   0.0347428 0.000716508
          37    0.033454   0.0347079 0.000697989
          38    0.040054   0.0348486 0.000693655
          39    0.033626   0.0348173 0.000676577
          40     0.03037   0.0347061 0.000668735
          41      0.0349   0.0347108 0.000652441
          42    0.037174   0.0347695 0.000639537
          43    0.040314   0.0348984  0.00063753
          44    0.027942   0.0347403 0.000642346
          45     0.03855    0.034825 0.000633626
          46    0.032558   0.0347757 0.000621765
          47     0.03039   0.0346824 0.000615498
          48    0.027854   0.0345401 0.000618897
          49    0.034804   0.0345455 0.000606289
          50    0.030066   0.0344559 0.000600746
