#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        2.02        2.02           0
           2     2.01993     2.01996  2.5703e-05
           3     2.01971     2.01988 7.12744e-05
           4     2.01935     2.01975 0.000127037
           5     2.01884     2.01956 0.000191505
           6     2.01818     2.01933 0.000263762
           7     2.01738     2.01906 0.000343205
           8     2.01643     2.01873 0.000429431
           9     2.01533     2.01835 0.000522165
          10     2.01407     2.01792 0.000621231
          11     2.01265     2.01744 0.000726524
          12     2.01107     2.01691    0.000838
          13     2.00932     2.01633 0.000955623
          14      2.0074     2.01569  0.00107939
          15      2.0053       2.015   0.0012094
          16     2.00302     2.01425  0.00134574
          17     2.00055     2.01344  0.00148851
          18     1.99788     2.01258  0.00163784
          19       1.995     2.01165  0.00179391
          20     1.99191     2.01066  0.00195693
          21      1.9886     2.00961  0.00212714
          22     1.98506      2.0085  0.00230477
          23     1.98127     2.00731   0.0024901
          24     1.97723     2.00606  0.00268337
          25     1.97292     2.00474  0.00288488
          26     1.96834     2.00334  0.00309492
          27     1.96347     2.00186   0.0033138
          28      1.9583      2.0003  0.00354186
          29     1.95281     1.99867  0.00377942
          30       1.947     1.99694  0.00402681
          31     1.94084     1.99513  0.00428436
          32     1.93433     1.99323  0.00455242
          33     1.92744     1.99124  0.00483137
          34     1.92017     1.98915  0.00512156
          35     1.91249     1.98696  0.00542338
          36     1.90439     1.98467   0.0057372
          37     1.89587     1.98227  0.00606336
          38     1.88689     1.97976  0.00640218
          39     1.87746     1.97713  0.00675399
          40     1.86755     1.97439  0.00711907
          41     1.85716     1.97153  0.00749769
          42     1.84627     1.96855  0.00789011
          43     1.83487     1.96544  0.00829653
          44     1.82295      1.9622  0.00871712
          45     1.81051     1.95883  0.00915201
          46     1.79754     1.95533  0.00960126
          47     1.78404     1.95168   0.0100649
          48     1.77001      1.9479   0.0105429
          49     1.75545     1.94397   0.0110351
          50     1.74037      1.9399   0.0115413
          51     1.72478     1.93568   0.0120612
          52     1.70869     1.93131   0.0125944
          53     1.69212      1.9268   0.0131405
          54      1.6751     1.92214   0.0136989
          55     1.65764     1.91733    0.014269
          56     1.63978     1.91238   0.0148501
          57     1.62154     1.90727   0.0154412
          58     1.60297     1.90203   0.0160416
          59      1.5841     1.89664   0.0166502
          60     1.56497     1.89111   0.0172659
          61     1.54563     1.88545   0.0178876
          62     1.52611     1.87965   0.0185143
          63     1.50646     1.87373   0.0191446
          64     1.48674     1.86768   0.0197773
          65     1.46698     1.86152   0.0204112
          66     1.44723     1.85524    0.021045
          67     1.42754     1.84885   0.0216775
          68     1.40794     1.84237   0.0223074
          69     1.38849     1.83579   0.0229334
