#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.051078    0.051078           0
           2    0.039406    0.045242  0.00412668
           3    0.045186   0.0452233  0.00275116
           4     0.05082   0.0466225  0.00239285
           5    0.045762   0.0464504  0.00192046
           6    0.033134    0.044231  0.00258186
           7     0.04947   0.0449794  0.00231897
           8    0.040872    0.044466  0.00208516
           9    0.037006   0.0436371  0.00201149
          10    0.043806    0.043654  0.00181041
          11    0.038766   0.0432096  0.00169949
          12    0.040254   0.0429633  0.00157561
          13    0.040522   0.0427755  0.00146556
          14    0.033746   0.0421306  0.00149608
          15    0.041494   0.0420881  0.00139694
          16    0.045688   0.0423131  0.00132763
          17    0.040902   0.0422301  0.00125212
          18    0.048474    0.042577  0.00122967
          19    0.041724   0.0425321  0.00116577
          20    0.039488   0.0423799  0.00111738
          21     0.04396   0.0424551   0.0010667
          22    0.040862   0.0423827  0.00102067
          23    0.051202   0.0427662  0.00104584
          24    0.045216   0.0428683  0.00100723
          25    0.045112    0.042958 0.000970933
          26    0.045282   0.0430474 0.000937695
          27    0.049384   0.0432821 0.000931872
          28     0.04384    0.043302 0.000898804
          29    0.040998   0.0432226 0.000871315
          30    0.047652   0.0433702 0.000854689
          31    0.052264   0.0436571 0.000873945
          32    0.038464   0.0434948  0.00086157
          33    0.041624   0.0434381 0.000837325
          34    0.047682   0.0435629 0.000821949
          35     0.04221   0.0435243 0.000799373
          36    0.041632   0.0434717 0.000778894
          37     0.04467   0.0435041 0.000758516
          38    0.045952   0.0435685 0.000741285
          39    0.048526   0.0436956 0.000733096
          40    0.044624   0.0437189 0.000715136
          41      0.0495   0.0438599 0.000711458
          42    0.041298   0.0437989 0.000697129
          43    0.039836   0.0437067 0.000686981
          44    0.033162    0.043467 0.000711943
          45    0.041912   0.0434325  0.00069696
          46    0.048436   0.0435413 0.000690245
          47    0.036974   0.0434015 0.000689556
          48     0.04314   0.0433961 0.000675212
          49    0.047526   0.0434804 0.000666672
          50    0.044888   0.0435085 0.000653933
