#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.445438    0.445438           0
           2    0.448548    0.446993  0.00109951
           3    0.381353    0.425113     0.01788
           4    0.362428    0.409442   0.0190793
           5     0.44509    0.416572    0.016542
           6    0.420852    0.417285   0.0138004
           7    0.410096    0.416258    0.011867
           8    0.386985    0.412599   0.0109333
           9    0.424536    0.413925  0.00979857
          10     0.38993    0.411526  0.00910779
          11    0.410018    0.411389  0.00828084
          12    0.415582    0.411738  0.00759815
          13     0.42028    0.412395  0.00704203
          14     0.44261    0.414553  0.00686178
          15    0.405639    0.413959  0.00643001
          16    0.429045    0.414902  0.00609687
          17    0.436257    0.416158  0.00586621
          18    0.394623    0.414962  0.00566099
          19    0.395523    0.413939  0.00545471
          20    0.399354    0.413209  0.00523049
          21     0.40957    0.413036  0.00498429
          22    0.448979     0.41467  0.00501836
          23    0.466435    0.416921   0.0052808
          24    0.410946    0.416672  0.00506663
          25      0.4059    0.416241  0.00488225
          26    0.395525    0.415444  0.00475904
          27     0.41494    0.415425  0.00458282
          28    0.392533    0.414608  0.00449149
          29    0.390491    0.413776  0.00441292
          30    0.426515    0.414201  0.00428621
          31    0.411528    0.414115  0.00414881
          32    0.425202    0.414461   0.0040336
          33    0.439064    0.415207  0.00397968
          34    0.415917    0.415228  0.00386268
          35    0.404704    0.414927    0.003764
          36    0.429978    0.415345  0.00368259
          37     0.41758    0.415405  0.00358356
          38    0.377378    0.414405  0.00362629
          39    0.457045    0.415498  0.00369446
          40    0.440479    0.416122   0.0036545
          41    0.388678    0.415453  0.00362615
          42    0.436572    0.415956  0.00357451
          43    0.397369    0.415524  0.00351742
          44    0.427131    0.415787  0.00344736
          45    0.427779    0.416054  0.00338103
          46    0.441444    0.416606  0.00335229
          47    0.441979    0.417146  0.00332414
          48    0.412565     0.41705  0.00325626
          49    0.434628    0.417409   0.0032095
          50    0.437772    0.417816  0.00317105
