#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.529612   -0.529612           0
           2   -0.526288    -0.52795  0.00117521
           3   -0.527848   -0.527916 0.000783966
           4   -0.530416   -0.528541 0.000799176
           5   -0.528568   -0.528546 0.000639359
           6   -0.526276   -0.528168 0.000634978
           7   -0.529772   -0.528397 0.000584151
           8    -0.52836   -0.528393  0.00051115
           9   -0.525392   -0.528059 0.000552483
          10   -0.527588   -0.528012 0.000499239
          11    -0.52672   -0.527895 0.000467466
          12   -0.527712   -0.527879 0.000428758
          13   -0.526452    -0.52777 0.000409594
          14   -0.529096   -0.527864 0.000391142
          15   -0.527768   -0.527858 0.000365119
          16   -0.529432   -0.527956 0.000355306
          17   -0.528916   -0.528013 0.000338862
          18   -0.529872   -0.528116  0.00033541
          19   -0.530604   -0.528247 0.000342366
          20    -0.52986   -0.528328 0.000334612
          21    -0.52906   -0.528362 0.000320491
          22   -0.529532   -0.528416 0.000310301
          23   -0.527372    -0.52837 0.000300109
          24   -0.528232   -0.528365 0.000287659
          25   -0.527176   -0.528317 0.000280054
          26   -0.526004   -0.528228 0.000283059
          27   -0.526556   -0.528166 0.000279267
          28   -0.527544   -0.528144 0.000270176
          29    -0.52886   -0.528169 0.000261986
          30   -0.527396   -0.528143 0.000254515
          31   -0.529904     -0.5282 0.000252566
          32     -0.5294   -0.528237 0.000247444
          33       -0.53   -0.528291 0.000245644
          34   -0.527496   -0.528267 0.000239528
          35   -0.527416   -0.528243 0.000233916
          36   -0.529368   -0.528274 0.000229497
          37   -0.529724   -0.528313 0.000226615
          38   -0.528144   -0.528309 0.000220695
          39     -0.5289   -0.528324 0.000215556
          40   -0.528148    -0.52832 0.000210212
          41   -0.532732   -0.528427 0.000230996
          42   -0.526976   -0.528393 0.000228066
          43   -0.527832    -0.52838 0.000223135
          44   -0.528052   -0.528372 0.000218188
          45   -0.527468   -0.528352 0.000214262
          46    -0.52688    -0.52832 0.000211981
          47   -0.528356   -0.528321 0.000207472
          48   -0.527808    -0.52831 0.000203425
          49   -0.529756    -0.52834 0.000201402
          50   -0.530156   -0.528376 0.000200623
