#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.89509     1.89509           0
           2     1.88462     1.88986  0.00370191
           3     1.89435     1.89135  0.00275442
           4     1.89244     1.89163  0.00207914
           5     1.91565     1.89643  0.00460851
           6      1.8371     1.88654  0.00981008
           7     1.86324     1.88321  0.00895587
           8     1.89043     1.88411   0.0078817
           9     1.88993     1.88476   0.0070324
          10     1.88674     1.88496  0.00633195
          11     1.91191     1.88741  0.00621229
          12     1.88999     1.88762  0.00569832
          13     1.90503     1.88896  0.00541497
          14     1.94574     1.89302  0.00636841
          15     1.88505     1.89249  0.00596599
          16     1.90727     1.89341  0.00566418
          17     1.87888     1.89256  0.00539509
          18     1.91711     1.89392  0.00526499
          19     1.95037     1.89689  0.00576563
          20     1.91934     1.89801  0.00558554
          21     1.91024      1.8986  0.00534981
          22     1.92424     1.89976  0.00523205
          23     1.89605      1.8996  0.00500706
          24     1.98491     1.90316   0.0059273
          25     1.86221     1.90152  0.00591211
          26     1.92397     1.90238  0.00574745
          27     1.92704     1.90329  0.00560669
          28     1.86405     1.90189   0.0055789
          29     1.91997     1.90252  0.00542123
          30     1.90433     1.90258  0.00524086
          31     1.90334      1.9026  0.00507186
          32     1.89303      1.9023  0.00492217
          33     1.92908     1.90311  0.00483944
          34     1.91783     1.90355  0.00471642
          35     1.86248     1.90237  0.00472536
          36     1.93131     1.90318  0.00466197
          37     1.90565     1.90324  0.00453645
          38     1.85695     1.90203  0.00457776
          39     1.88842     1.90168  0.00447365
          40     1.84949     1.90037  0.00454807
          41     1.90735     1.90054  0.00444033
          42       1.838     1.89905  0.00457745
          43     1.95795     1.90042   0.0046714
          44     1.88216     1.90001  0.00458364
          45     1.87607     1.89948  0.00451254
          46     1.87776       1.899  0.00443906
          47      1.9205     1.89946  0.00436811
          48     1.87949     1.89904  0.00429688
          49     1.88747     1.89881  0.00421568
          50     1.91228     1.89908  0.00413996
