#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.342931    0.342931           0
           2    0.344647    0.343789 0.000606663
           3    0.337277    0.341619  0.00181795
           4    0.341315    0.341543  0.00136505
           5    0.342123    0.341659  0.00109696
           6    0.350111    0.343067  0.00157776
           7    0.333037    0.341634  0.00189445
           8    0.349974    0.342677  0.00192317
           9    0.344625    0.342893  0.00172162
          10    0.339093    0.342513  0.00159084
          11    0.347125    0.342933  0.00150045
          12     0.33011    0.341864  0.00171417
          13    0.343571    0.341995  0.00158733
          14    0.344938    0.342206   0.0014878
          15    0.347389    0.342551  0.00142819
          16    0.341309    0.342473  0.00134103
          17    0.347522     0.34277  0.00129462
          18    0.340532    0.342646  0.00122865
          19    0.348462    0.342952   0.0012015
          20    0.335707     0.34259   0.0011948
          21    0.350478    0.342966  0.00119549
          22    0.339512    0.342809  0.00115141
          23    0.351141    0.343171  0.00115694
          24    0.332677    0.342734   0.0011885
          25    0.351967    0.343103  0.00119697
          26    0.349637    0.343354  0.00117703
          27    0.334778    0.343037  0.00117551
          28    0.342187    0.343006  0.00113392
          29     0.33062    0.342579   0.0011725
          30    0.341374    0.342539  0.00113411
          31      0.3455    0.342635  0.00110154
          32    0.346525    0.342756  0.00107381
          33    0.344509    0.342809  0.00104258
          34    0.346141    0.342907  0.00101651
          35    0.336385    0.342721   0.0010044
          36    0.348337    0.342877  0.00098854
          37    0.341687    0.342845 0.000962346
          38    0.349972    0.343032 0.000955122
          39    0.345244    0.343089 0.000932314
          40    0.342294    0.343069 0.000909218
          41    0.342528    0.343056 0.000887138
          42     0.34311    0.343057 0.000866016
          43    0.345881    0.343123 0.000848363
          44     0.34606     0.34319 0.000831705
          45    0.344065    0.343209  0.00081345
          46    0.341816    0.343179 0.000796329
          47    0.357935    0.343493 0.000838999
          48    0.343933    0.343502  0.00082157
          49    0.338773    0.343405 0.000810451
          50    0.346646     0.34347  0.00079683
