#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.648156   -0.648156           0
           2   -0.645896   -0.647026 0.000799031
           3   -0.648964   -0.647672 0.000749644
           4   -0.648092   -0.647777 0.000569539
           5    -0.64864    -0.64795 0.000481074
           6   -0.645644   -0.647565 0.000532699
           7   -0.649104   -0.647785 0.000499896
           8     -0.6465   -0.647625 0.000462501
           9    -0.64362    -0.64718  0.00058736
          10   -0.645036   -0.646965 0.000566389
          11   -0.646472    -0.64692 0.000516671
          12   -0.648316   -0.647037 0.000486529
          13   -0.647512   -0.647073 0.000450475
          14   -0.643484   -0.646817 0.000485805
          15   -0.645028   -0.646698 0.000467827
          16   -0.649316   -0.646861 0.000466333
          17   -0.648216   -0.646941 0.000445659
          18   -0.647864   -0.646992  0.00042384
          19   -0.648904   -0.647093 0.000413304
          20   -0.644344   -0.646955 0.000414863
          21   -0.647304   -0.646972 0.000395439
          22   -0.646476   -0.646949 0.000378107
          23    -0.64752   -0.646974  0.00036248
          24   -0.645092   -0.646896  0.00035576
          25   -0.646584   -0.646883 0.000341748
          26   -0.647788   -0.646918 0.000330371
          27   -0.645456   -0.646864 0.000322543
          28   -0.647256   -0.646878 0.000311327
          29   -0.646748   -0.646874 0.000300624
          30   -0.647556   -0.646896 0.000291462
          31   -0.647644    -0.64692 0.000283057
          32   -0.645832   -0.646886 0.000276247
          33   -0.643968   -0.646798 0.000281676
          34   -0.643704   -0.646707 0.000287715
          35   -0.645968   -0.646686 0.000280268
          36   -0.646668   -0.646685 0.000272483
          37   -0.648416   -0.646732 0.000269104
          38   -0.646456   -0.646725  0.00026212
          39   -0.648228   -0.646763 0.000258217
          40   -0.648024   -0.646795 0.000253678
          41   -0.642796   -0.646697 0.000265579
          42   -0.645396   -0.646666 0.000261057
          43   -0.646748   -0.646668 0.000254993
          44   -0.646484   -0.646664 0.000249232
          45   -0.647464   -0.646682 0.000244327
          46   -0.645532   -0.646657 0.000240291
          47   -0.647356   -0.646672 0.000235638
          48   -0.645716   -0.646652 0.000231569
          49    -0.64814   -0.646682 0.000228826
          50   -0.647408   -0.646697 0.000224709
