#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.54182     3.54182           0
           2      3.7201     3.63096   0.0630304
           3     3.62937     3.63043   0.0420225
           4     3.54172     3.60825   0.0369078
           5     3.61518     3.60964   0.0295522
           6     3.62295     3.61186     0.02471
           7     3.73713     3.62975   0.0268903
           8     3.69586     3.63802   0.0247662
           9     3.50615     3.62337   0.0259895
          10       3.453     3.60633   0.0284313
          11     3.41498     3.58893   0.0307107
          12     3.63088     3.59243   0.0283496
          13     3.43903     3.58063   0.0285191
          14     3.55403     3.57873   0.0265452
          15     3.62826     3.58203   0.0249801
          16     3.67483     3.58783   0.0240827
          17     3.72095     3.59566   0.0239052
          18     3.64857      3.5986   0.0227572
          19     3.48763     3.59276   0.0222963
          20     3.43322     3.58478   0.0225635
          21     3.51285     3.58136   0.0217475
          22     3.70636     3.58704   0.0214884
          23     3.61172     3.58811   0.0205809
          24     3.34326     3.57791    0.022108
          25     3.47054     3.57362   0.0216368
          26     3.75452     3.58057   0.0218947
          27     3.57393     3.58033   0.0210852
          28     3.67212     3.58361   0.0205854
          29     3.40663      3.5775   0.0207604
          30     3.53423     3.57606   0.0201185
          31     3.62122     3.57752   0.0195222
          32     3.60798     3.57847   0.0189353
          33     3.41849     3.57362    0.018972
          34     3.52959     3.57233   0.0184581
          35      3.7407     3.57714    0.018547
          36     3.75031     3.58195   0.0186452
          37     3.51593     3.58016   0.0182264
          38     3.47822     3.57748   0.0179431
          39     3.57667     3.57746   0.0174831
          40     3.61359     3.57836   0.0170693
          41     3.47916     3.57594   0.0168236
          42     3.55773     3.57551   0.0164286
          43     3.65686      3.5774   0.0161551
          44     3.71889     3.58062   0.0161048
          45     3.57441     3.58048   0.0157475
          46     3.51436     3.57904   0.0154707
          47      3.5356     3.57812   0.0151691
          48     3.49813     3.57645   0.0149443
          49     3.60262     3.57699   0.0146489
          50     3.91114     3.58367    0.015807
