#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     48.3452     48.3452           0
           2     45.4357     46.8905     1.02865
           3     39.3869     44.3893     2.15429
           4     39.6394     43.2018     1.91523
           5     42.0567     42.9728     1.54581
           6     46.1145     43.4964       1.374
           7     41.3349     43.1876     1.21191
           8     42.8756     43.1486     1.06105
           9     46.0507     43.4711    0.990945
          10     47.6846     43.8924    0.977335
          11     40.3226     43.5679    0.940825
          12     46.6455     43.8244    0.896697
          13     45.2707     43.9356    0.834594
          14     42.9631     43.8661    0.777866
          15     41.1512     43.6851    0.746769
          16     48.1134     43.9619     0.74963
          17     43.2949     43.9227     0.70656
          18     41.0486      43.763     0.68511
          19     45.1792     43.8375    0.653094
          20      45.634     43.9274    0.626585
          21     42.8272      43.875    0.598934
          22       45.34     43.9416      0.5754
          23     41.9319     43.8542    0.556977
          24      44.353      43.875    0.534157
          25     46.1766      43.967    0.520664
          26     42.6571     43.9167    0.503071
          27     46.3641     44.0073    0.492537
          28     41.0588      43.902    0.486073
          29     43.0572     43.8729    0.470184
          30     42.6096     43.8308    0.456393
          31     41.5389     43.7568    0.447619
          32     41.6165     43.6899      0.4386
          33     42.8732     43.6652    0.426007
          34     42.8696     43.6418    0.414119
          35     46.8234     43.7327    0.412143
          36      44.299     43.7484    0.400995
          37      43.693     43.7469     0.39016
          38     49.9384     43.9099    0.412514
          39     44.7331      43.931    0.402476
          40     43.0987     43.9102    0.392952
          41      41.021     43.8397    0.389635
          42     43.9693     43.8428     0.38037
          43     44.5804     43.8599    0.371911
          44     42.4976      43.829    0.364745
          45     44.4342     43.8424    0.356887
          46      45.469     43.8778    0.350876
          47     42.9784     43.8586    0.343932
          48     45.6217     43.8954    0.338723
          49     43.0874     43.8789    0.332211
          50     40.3963     43.8092    0.332788
