#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.049648    0.049648           0
           2     0.04801    0.048829  0.00057912
           3     0.04164   0.0464327  0.00199433
           4    0.052362    0.047915   0.0019711
           5    0.057854   0.0499028  0.00237647
           6     0.04845   0.0496607  0.00199269
           7     0.05304   0.0501434  0.00176553
           8    0.047558   0.0498203  0.00157414
           9    0.049444   0.0497784  0.00139979
          10    0.050604    0.049861  0.00126224
          11    0.055168   0.0503435  0.00123626
          12     0.04883   0.0502173  0.00113966
          13    0.052512   0.0503938  0.00106557
          14    0.045332   0.0500323  0.00104901
          15    0.049542   0.0499996 0.000979584
          16    0.052956   0.0501844 0.000935625
          17    0.049446   0.0501409 0.000881595
          18    0.054102    0.050361 0.000859644
          19    0.053448   0.0505235 0.000829611
          20    0.042898   0.0501422  0.00087135
          21    0.046972   0.0499912 0.000842833
          22    0.061494   0.0505141 0.000952998
          23    0.048264   0.0504163 0.000916571
          24    0.058958   0.0507722 0.000944957
          25    0.064024   0.0513022  0.00104531
          26    0.061902   0.0517099  0.00108169
          27    0.056648   0.0518928  0.00105698
          28    0.043554    0.051595  0.00106035
          29    0.048726   0.0514961  0.00102839
          30    0.054608   0.0515998 0.000999332
          31     0.04633   0.0514298 0.000981448
          32    0.047448   0.0513054 0.000958633
          33     0.05707   0.0514801 0.000945365
          34    0.053382    0.051536 0.000919214
          35    0.049104   0.0514665 0.000895573
          36    0.048788   0.0513921 0.000873781
          37    0.052588   0.0514244 0.000850763
          38    0.056908   0.0515687 0.000840524
          39     0.04852   0.0514906 0.000822599
          40    0.050446   0.0514645 0.000802449
          41     0.05017   0.0514329 0.000783498
          42    0.054556   0.0515072 0.000768363
          43     0.06034   0.0517127 0.000777467
          44    0.054756   0.0517818 0.000762868
          45    0.053346   0.0518166 0.000746707
          46    0.042042   0.0516041 0.000760107
          47    0.045162    0.051467 0.000756192
          48     0.05291   0.0514971 0.000741035
          49    0.058982   0.0516498 0.000741489
          50    0.046376   0.0515444 0.000734123
