#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.80534    -0.80534           0
           2   -0.802124   -0.803732  0.00113703
           3   -0.803188   -0.803551 0.000772343
           4   -0.806032   -0.804171 0.000790031
           5    -0.80648   -0.804633 0.000755025
           6   -0.806052   -0.804869 0.000665207
           7   -0.803296   -0.804645 0.000606962
           8   -0.801364   -0.804235 0.000655132
           9    -0.80452   -0.804266 0.000583107
          10   -0.806332   -0.804473 0.000560194
          11   -0.803908   -0.804421 0.000511615
          12   -0.808132   -0.804731 0.000554606
          13    -0.80228   -0.804542 0.000543038
          14    -0.80874   -0.804842 0.000581165
          15   -0.805676   -0.804898 0.000545074
          16    -0.80494     -0.8049 0.000511013
          17    -0.80652   -0.804996 0.000489756
          18   -0.802512   -0.804858  0.00048159
          19   -0.805316   -0.804882 0.000456847
          20   -0.801044    -0.80469 0.000472587
          21   -0.804848   -0.804697 0.000450143
          22   -0.807644   -0.804831 0.000449167
          23   -0.800944   -0.804662 0.000460339
          24   -0.802232   -0.804561 0.000452158
          25   -0.804204   -0.804547 0.000434297
          26     -0.8033   -0.804499 0.000420232
          27   -0.803132   -0.804448 0.000407706
          28   -0.805164   -0.804474 0.000393946
          29   -0.803972   -0.804456 0.000380741
          30    -0.80394   -0.804439 0.000368438
          31   -0.809004   -0.804586 0.000384856
          32   -0.805472   -0.804614 0.000373823
          33   -0.803684   -0.804586 0.000363556
          34   -0.802076   -0.804512  0.00036028
          35   -0.804656   -0.804516  0.00035001
          36   -0.806024   -0.804558 0.000342784
          37   -0.806236   -0.804603 0.000336506
          38    -0.80536   -0.804623 0.000328239
          39   -0.804916   -0.804631 0.000319908
          40   -0.802424   -0.804576 0.000316632
          41   -0.807176   -0.804639 0.000315197
          42   -0.803552   -0.804613 0.000308753
          43    -0.80248   -0.804564 0.000305533
          44    -0.80458   -0.804564 0.000298589
          45   -0.803544   -0.804541 0.000292813
          46    -0.80516   -0.804555 0.000286756
          47    -0.80192   -0.804499 0.000286082
          48     -0.8037   -0.804482 0.000280605
          49   -0.807904   -0.804552 0.000283436
          50   -0.805456    -0.80457 0.000278343
