#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.442171    0.442171           0
           2     0.41987     0.43102  0.00788458
           3    0.437575    0.433205  0.00555089
           4    0.444292    0.435977  0.00480563
           5    0.436756    0.436133  0.00384703
           6    0.432821    0.435581  0.00324522
           7     0.41608    0.432795  0.00379335
           8    0.434809    0.433047  0.00332752
           9    0.443381    0.434195  0.00314969
          10    0.436834    0.434459  0.00284575
          11    0.424065    0.433514  0.00273944
          12    0.419819    0.432373  0.00273856
          13    0.426346    0.431909  0.00256685
          14    0.444391    0.432801  0.00253361
          15    0.431592     0.43272  0.00236598
          16    0.442306    0.433319  0.00229271
          17    0.430166    0.433134  0.00216534
          18    0.438406    0.433427  0.00206475
          19     0.42828    0.433156  0.00197377
          20    0.415933    0.432295  0.00205436
          21     0.44489    0.432894  0.00204222
          22    0.432936    0.432896  0.00194939
          23    0.441189    0.433257  0.00189769
          24    0.425609    0.432938  0.00184518
          25    0.437823    0.433133  0.00178169
          26    0.433185    0.433135  0.00171316
          27    0.447157    0.433655  0.00172663
          28    0.429287    0.433499    0.001672
          29    0.423994    0.433171  0.00164615
          30    0.427684    0.432988  0.00160141
          31     0.42502    0.432731  0.00157025
          32    0.434813    0.432796  0.00152252
          33     0.43373    0.432824  0.00147665
          34    0.447813    0.433265  0.00149758
          35    0.441961    0.433514  0.00147525
          36    0.429444    0.433401   0.0014386
          37    0.437619    0.433515  0.00140423
          38    0.440577    0.433701  0.00137952
          39    0.413402     0.43318  0.00143899
          40    0.433415    0.433186  0.00140302
          41     0.43613    0.433258  0.00137064
          42    0.437503    0.433359  0.00134173
          43    0.436796    0.433439   0.0013129
          44     0.44469    0.433694  0.00130773
          45    0.441101    0.433859  0.00128898
          46     0.44604    0.434124  0.00128788
          47    0.434024    0.434122  0.00126048
          48    0.438622    0.434216   0.0012377
          49    0.431541    0.434161  0.00121364
          50    0.425817    0.433994  0.00120079
