0 0
1 77
2 90
3 23
4 79
5 55
6 107
7 24
8 29
9 27
10 54
11 92
12 46
13 17
14 8
15 9
16 75
17 35
18 20
19 25
20 70
21 44
22 93
23 5
24 32
25 51
26 2
27 69
28 82
29 36
30 78
31 33
32 84
33 64
34 103
35 100
36 39
37 101
38 74
39 99
40 10
41 108
42 106
43 98
44 15
45 91
46 16
47 12
48 47
49 26
50 102
51 104
52 60
53 105
54 13
55 3
56 95
57 30
58 41
59 88
60 6
61 1
62 38
63 67
64 56
65 58
66 49
67 28
68 52
69 57
70 14
71 34
72 76
73 73
74 80
75 66
76 71
77 43
78 53
79 50
80 72
81 48
82 40
83 89
84 4
85 68
86 109
87 94
88 81
89 83
90 45
91 37
92 42
93 22
94 59
95 11
96 7
97 85
98 31
99 19
100 65
101 96
102 61
103 62
104 87
105 63
106 86
107 21
108 18
109 97
110 0
