# generation best_length mean_best_half
695 65.5560057022 68.7065589489
696 65.5560057022 67.8584032208
697 65.5560057022 68.1548125053
698 65.5560057022 68.5274767575
699 65.5560057022 68.1928977124
700 65.2416666597 68.4927180519
701 65.2416666597 69.4238984551
702 65.2416666597 69.0631035582
703 65.2416666597 68.2959087652
704 65.2416666597 68.9080984761
705 65.2416666597 68.1468285998
706 65.2416666597 68.3090183570
707 65.2416666597 68.3286334722
708 65.2416666597 68.0178030584
709 65.2416666597 68.8820257781
710 65.2416666597 69.2098116493
711 65.2416666597 68.1097864276
712 65.2416666597 67.8466872349
713 65.2416666597 67.9474727243
714 65.2416666597 67.8382666606
715 65.2416666597 68.0226640756
716 65.2416666597 67.8975459979
717 65.2416666597 67.9701831502
718 65.2416666597 68.1729115991
719 65.2416666597 68.1203138835
720 65.2416666597 67.8629298744
721 65.2416666597 68.1537723461
722 65.2416666597 68.1766208951
723 65.2416666597 68.0843271917
724 65.2416666597 67.9525882480
725 65.2416666597 68.9786754639
726 65.2416666597 69.1538523123
727 65.2416666597 68.9615880825
728 65.2416666597 68.7307707049
729 65.2416666597 68.5138603231
730 65.2416666597 67.9088229042
731 65.2416666597 67.8593331111
732 65.2416666597 67.9226488883
733 65.2416666597 68.4208549004
734 65.2416666597 68.3627106630
735 65.2416666597 68.5679152321
736 65.2416666597 68.7905672256
737 65.2416666597 68.3196723058
738 65.2416666597 68.6892425733
739 65.2416666597 68.9145239949
740 65.2416666597 68.6460265060
741 65.2416666597 68.3657240530
742 65.2416666597 68.1124358983
743 65.2416666597 67.9708438795
744 65.2416666597 67.5474948501
745 65.2416666597 67.2579686040
746 65.2416666597 67.5132200797
747 65.2416666597 67.9455741956
748 65.2416666597 68.7573857443
749 65.2416666597 68.4496474515
750 65.2416666597 68.1629210274
751 65.2416666597 68.8138011054
752 65.2416666597 67.9439941405
753 65.2416666597 67.7609953972
754 65.2416666597 67.6017950914
755 65.2416666597 67.7099454181
756 65.2416666597 68.5150097727
757 65.2416666597 68.6852549318
758 65.2416666597 68.3896624369
759 65.2416666597 68.6109050257
760 65.2416666597 68.8548940199
761 65.2416666597 69.1435648487
762 65.2416666597 69.1547611601
763 65.2416666597 68.5940600999
764 65.2416666597 68.6512833500
765 65.2416666597 68.9243078501
766 65.2416666597 68.6768101762
767 65.2416666597 68.7430231516
768 65.2416666597 69.1303419923
769 65.2416666597 68.4088548133
770 65.2416666597 67.9080406366
771 65.2416666597 67.7223391012
772 65.2416666597 67.7187107144
773 65.2416666597 67.7108037904
774 65.2416666597 67.8854950653
775 65.2416666597 67.8062360522
776 65.2416666597 68.0794248965
777 65.2416666597 68.3746856341
778 65.2416666597 68.7479783909
779 65.2416666597 68.4632940236
780 65.2416666597 68.1529322902
781 65.2416666597 67.7371412177
782 65.2416666597 67.6802983365
783 65.2416666597 67.8354010271
784 65.2416666597 67.8012557333
785 65.2416666597 68.3888232572
786 65.2416666597 68.5386651718
787 65.2416666597 68.0147081104
788 65.2416666597 68.3639024508
789 65.2416666597 67.9048083707
790 65.2416666597 67.2953462997
791 65.2416666597 66.9968513769
792 65.2416666597 67.9401061846
793 65.2416666597 68.6672667760
794 65.2416666597 68.1499051303
795 65.2416666597 68.3538158438
796 65.2416666597 68.3247538963
797 65.2416666597 68.5219636450
798 65.2416666597 68.4597562880
799 65.2416666597 67.7144131909
800 64.5937708138 68.1140048919
801 64.5937708138 67.6970165314
802 64.5937708138 68.0527657172
803 64.5937708138 67.9426780519
804 64.5937708138 67.9686121893
805 64.5937708138 67.9737900443
806 64.5937708138 67.8766608553
807 64.5937708138 68.1372079923
808 64.5937708138 68.0631284487
809 64.5937708138 68.1417199447
810 64.5937708138 68.2390957295
811 64.5937708138 68.0463486326
812 64.5937708138 68.3070303597
813 64.5937708138 68.3882631157
814 64.5937708138 68.0304095328
815 64.5937708138 67.9375796460
816 64.5937708138 67.8514664676
817 64.5937708138 67.6791549361
818 64.5937708138 67.8280200435
819 64.5937708138 67.8369664563
820 64.5937708138 67.8727171685
821 64.5937708138 68.0757984654
822 64.5937708138 68.1620004790
823 64.5937708138 68.0940203740
824 64.5937708138 67.5514709017
825 64.5937708138 66.8359593674
826 64.5937708138 67.5775729595
827 64.5937708138 67.9034683573
828 64.5937708138 68.0674944186
829 64.5937708138 68.8470219886
830 64.5937708138 68.4110867152
831 64.5937708138 68.5838616859
832 64.5937708138 67.8921001132
833 64.5937708138 67.7976375932
834 64.5937708138 67.9891564701
835 64.5937708138 68.5087356673
836 64.5937708138 68.5435189966
837 64.5937708138 68.0188198393
838 64.5937708138 68.3313600038
839 64.5937708138 67.3405780422
840 64.5937708138 67.6559441939
841 64.5937708138 68.2669415465
842 64.5937708138 67.6939421773
843 64.5937708138 68.0910088980
844 64.5937708138 67.3115587648
845 64.5937708138 67.0437319544
846 64.5937708138 67.8550826673
847 64.5937708138 68.1117513044
848 64.5937708138 67.6230772345
849 64.5937708138 68.0374023809
850 64.5937708138 67.9108848749
851 64.5937708138 68.0311270595
852 64.5937708138 67.7155014755
853 64.5937708138 67.1819169070
854 64.5937708138 67.8498110284
855 64.5937708138 68.3923112338
856 64.5937708138 67.8102277685
857 64.5937708138 68.2880889014
858 64.5937708138 67.6532312071
859 64.5937708138 67.1418764965
860 64.5937708138 68.2161328136
861 64.5937708138 68.3159979430
862 64.5937708138 68.1565066097
863 64.5937708138 67.6942664176
864 64.5937708138 67.4290761503
865 64.5937708138 66.8945967635
866 64.5937708138 67.1939475857
867 64.5937708138 67.2323939566
868 64.5937708138 68.0851132071
869 64.5937708138 67.9299105077
