# generation best_length mean_best_half
870 64.5937708138 68.5699017663
871 64.5937708138 68.2711074405
872 64.5937708138 68.0108387891
873 64.5937708138 67.8243186095
874 64.5937708138 68.0012280766
875 64.5937708138 67.3390964107
876 64.5937708138 67.5696005197
877 64.5937708138 68.5286445331
878 64.5937708138 69.1665732902
879 64.5937708138 68.1402466020
880 64.5937708138 67.5858108511
881 64.5937708138 67.1958766368
882 64.5937708138 67.3040945264
883 64.5937708138 67.2450618712
884 64.5937708138 66.7128541666
885 64.5937708138 67.2049786805
886 64.5937708138 67.5932003892
887 64.5937708138 67.0015742939
888 64.5937708138 67.1405690775
889 64.5937708138 67.2649750225
890 64.5937708138 67.5322231408
891 64.5937708138 67.4241260036
892 64.5937708138 67.4636295001
893 64.5937708138 67.6114540413
894 64.5937708138 67.6658973462
895 64.5937708138 66.9661031539
896 64.5937708138 67.3021298100
897 64.5937708138 67.4383186493
898 64.5937708138 67.3698174228
899 64.5937708138 67.8568375035
900 64.5937708138 68.0463025008
901 64.5937708138 68.1226565574
902 64.5937708138 67.6202835168
903 64.5937708138 67.8132578934
904 64.5937708138 68.4530571557
905 64.5937708138 68.1711792512
906 64.5937708138 68.1876772526
907 64.5937708138 67.8761025868
908 64.5937708138 67.4505966041
909 64.5937708138 67.4191198649
910 64.5937708138 67.5335751958
911 64.5937708138 67.8444300067
912 64.5937708138 67.3489026281
913 64.5937708138 66.7771494997
914 64.5937708138 67.3779255694
915 64.5937708138 67.3173911724
916 64.5937708138 67.3577695212
917 64.5937708138 67.2216297401
918 64.5937708138 67.6044505945
919 64.5937708138 67.2742159994
920 64.5937708138 67.1664350369
921 64.5937708138 67.3366843125
922 64.5937708138 67.6311306254
923 64.5937708138 67.4831763347
924 64.5937708138 66.7861293730
925 64.5937708138 66.6533272572
926 64.5937708138 66.7704610789
927 64.5937708138 66.9937116038
928 64.5937708138 67.2381731900
929 64.5937708138 67.6850039214
930 64.5937708138 67.6930841417
931 64.5937708138 67.2384643160
932 64.5937708138 67.5238795736
933 64.5937708138 67.6424165835
934 64.5937708138 67.7087853108
935 64.5937708138 67.3014003438
936 64.5937708138 67.6253172246
937 64.5937708138 67.7172087903
938 64.5937708138 67.3911036613
939 64.5937708138 67.5233988421
940 64.5937708138 67.8309593513
941 64.5937708138 67.6591448353
942 64.5937708138 67.8664199489
943 64.5937708138 67.9178368603
944 64.5937708138 67.7829673044
945 64.5937708138 67.9075321072
946 64.5937708138 67.9405653344
947 64.5937708138 68.1580073900
948 64.5937708138 67.3485109853
949 64.5937708138 67.2952879095
950 64.5937708138 67.5590752070
951 64.5937708138 68.2106897397
952 64.5937708138 68.0104407545
953 64.5937708138 68.1665833832
954 64.5937708138 67.5875365104
955 64.5937708138 67.4405673065
956 64.5937708138 67.7257514387
957 64.5937708138 67.5876591597
958 64.5937708138 67.5531661352
959 64.5937708138 67.6020260966
960 64.5937708138 68.0841326850
961 64.5937708138 68.1617768046
962 64.5937708138 67.3847596424
963 64.5937708138 68.2532967488
964 64.5937708138 68.1726696089
965 64.5937708138 68.2828298275
966 64.5937708138 67.6897120192
967 64.5937708138 67.6676552024
968 64.5937708138 67.9394325736
969 64.5937708138 68.1975860277
970 64.5937708138 67.9925877468
971 64.5937708138 67.6637420312
972 64.5937708138 68.5438955055
973 64.5937708138 67.8484845740
974 64.5937708138 67.7544658126
975 64.5937708138 67.9867150665
976 64.5937708138 67.5416330250
977 64.5937708138 67.0847298222
978 64.5937708138 67.0896072916
979 64.5937708138 67.4807781204
980 64.5937708138 68.1458235983
981 64.5937708138 68.0881784343
982 64.5937708138 68.2869951356
983 64.5937708138 68.5559828431
984 64.5937708138 68.7366145064
985 64.5937708138 67.9906766395
986 64.5937708138 67.7999873473
987 64.5937708138 67.6510220992
988 64.5937708138 67.3357166055
989 64.5937708138 67.2829948877
990 64.5937708138 67.3314109486
991 64.5937708138 67.9442545142
992 64.5937708138 67.4432257394
993 64.5937708138 68.1205299351
994 64.5937708138 68.0838238896
995 64.5937708138 67.4873510447
996 64.5937708138 67.4382851365
997 64.5937708138 67.8558097338
998 64.5937708138 67.6120342274
999 64.5937708138 67.6905695526
1000 64.5937708138 67.8503911810
