# generation best_length mean_best_half
868 68.0171350626 71.5546226236
869 68.0171350626 71.3496666183
870 68.0171350626 72.0619680250
871 68.0171350626 71.8753221911
872 68.0171350626 71.6433697855
873 68.0171350626 71.2675232436
874 68.0171350626 71.3352811482
875 68.0171350626 70.4846253843
876 68.0171350626 70.7572290863
877 68.0171350626 71.8732458344
878 68.0171350626 72.5421624465
879 68.0171350626 71.5772017572
880 68.0171350626 71.0698965514
881 68.0171350626 70.9205192713
882 68.0171350626 70.9845530746
883 68.0171350626 70.6763776974
884 68.0171350626 70.2598141576
885 68.0171350626 70.5202926728
886 68.0171350626 70.8220997277
887 68.0171350626 70.0926124562
888 68.0171350626 70.2090283378
889 68.0171350626 70.3785425523
890 68.0171350626 70.8881548574
891 68.0171350626 70.6339451201
892 68.0171350626 70.5195644816
893 68.0171350626 70.9410756306
894 68.0171350626 71.1361005026
895 68.0171350626 70.3813147378
896 68.0171350626 70.5752916515
897 68.0171350626 70.4405571116
898 68.0171350626 70.9143243809
899 68.0171350626 71.1609164599
900 68.0171350626 71.3654221208
901 68.0171350626 71.2943659440
902 68.0171350626 70.5723092087
903 68.0171350626 70.8113325380
904 68.0171350626 71.5107107669
905 68.0171350626 71.3798249943
906 68.0171350626 71.3555183098
907 68.0171350626 71.0906903930
908 68.0171350626 70.5472990202
909 68.0171350626 70.6799537319
910 68.0171350626 70.8763796346
911 68.0171350626 71.0625106449
912 68.0171350626 70.8300157703
913 68.0171350626 70.2707247571
914 68.0171350626 70.4837128928
915 68.0171350626 70.4741659746
916 68.0171350626 71.1165056237
917 68.0171350626 70.7952139002
918 68.0171350626 71.1137676968
919 68.0171350626 70.9056970494
920 68.0171350626 70.8773182603
921 68.0171350626 70.9837037613
922 68.0171350626 71.1145789101
923 68.0171350626 70.7409772347
924 68.0171350626 70.3387242194
925 68.0171350626 70.0497962841
926 68.0171350626 70.1771653666
927 68.0171350626 70.2437680026
928 68.0171350626 70.4650557676
929 68.0171350626 70.7901147946
930 68.0171350626 70.9024298799
931 68.0171350626 70.5579904035
932 68.0171350626 70.9709277670
933 68.0171350626 71.0447929567
934 68.0171350626 71.1834680663
935 68.0171350626 70.9204818388
936 68.0171350626 70.8992232593
937 68.0171350626 70.5553057415
938 68.0171350626 70.6800281584
939 68.0171350626 70.6313872240
940 68.0171350626 70.7429195653
941 68.0171350626 70.7170070677
942 68.0171350626 71.1028532662
943 68.0171350626 71.0977526769
944 68.0171350626 70.7595706806
945 68.0171350626 70.9148124039
946 68.0171350626 70.9623779562
947 68.0171350626 71.3640723547
948 68.0171350626 70.7608879229
949 68.0171350626 70.6332594248
950 68.0171350626 70.7612277234
951 68.0171350626 71.3393005663
952 68.0171350626 71.0275565028
953 68.0171350626 71.1618199469
954 68.0171350626 70.8109753324
955 68.0171350626 70.6825313867
956 68.0171350626 70.9868367474
957 68.0171350626 70.6768150893
958 68.0171350626 70.7746471487
959 68.0171350626 71.0657600926
960 68.0171350626 71.5079806510
961 68.0171350626 71.8997754038
962 68.0171350626 71.2542084899
963 68.0171350626 71.9815024041
964 68.0171350626 71.6883827657
965 68.0171350626 71.5819345485
966 68.0171350626 71.1692838863
967 68.0171350626 70.4741200893
968 68.0171350626 70.9022348120
969 68.0171350626 71.0910303978
970 68.0171350626 70.9113726915
971 68.0171350626 70.6058563044
972 68.0171350626 71.9446632402
973 68.0171350626 71.4839612679
974 68.0171350626 71.1279594220
975 68.0171350626 71.3249862899
976 68.0171350626 70.7561349420
977 68.0171350626 70.4543904353
978 68.0171350626 70.3750105416
979 68.0171350626 70.4728840747
980 68.0171350626 71.5614533023
981 68.0171350626 71.1987232324
982 68.0171350626 71.6603321048
983 68.0171350626 71.8496861569
984 68.0171350626 72.0908688420
985 68.0171350626 71.2040589591
986 68.0171350626 70.9184164532
987 68.0171350626 70.8903013435
988 68.0171350626 70.7278283650
989 68.0171350626 70.6923407435
990 68.0171350626 70.3193405734
991 68.0171350626 70.7930968090
992 68.0171350626 70.3032516770
993 68.0171350626 70.9692369065
994 68.0171350626 71.1895835858
995 68.0171350626 70.8372053138
996 68.0171350626 70.8596935571
997 68.0171350626 70.8451686915
998 68.0171350626 70.8548240258
999 68.0171350626 71.1324196081
1000 68.0171350626 71.1618334650
