# generation best_length mean_best_half
685 68.6950509312 71.9337186972
686 68.6950509312 71.1129003569
687 68.6950509312 71.7334701352
688 68.6950509312 71.6364314000
689 68.6950509312 72.2654965341
690 68.6950509312 71.8559772976
691 68.6950509312 72.7803307118
692 68.6950509312 71.9917757137
693 68.6950509312 71.4489797914
694 68.6950509312 71.2595367234
695 68.6950509312 71.4491263158
696 68.6950509312 70.7606065903
697 68.6950509312 71.0010710871
698 68.6950509312 71.5387395852
699 68.6950509312 71.1629258276
700 68.6950509312 71.3562415405
701 68.6950509312 71.9504257803
702 68.6950509312 71.6411425241
703 68.6950509312 70.9453287468
704 68.6950509312 71.7403263207
705 68.6950509312 71.2106026985
706 68.6950509312 71.5306302256
707 68.6950509312 71.5788201895
708 68.6950509312 71.0000474321
709 68.6950509312 72.0225715055
710 68.6950509312 72.4796456985
711 68.6950509312 71.4735251647
712 68.4721239594 71.1995007156
713 68.4721239594 71.2768667010
714 68.4721239594 71.2150881634
715 68.4721239594 71.3933999078
716 68.4721239594 71.1536805803
717 68.4721239594 71.2972839184
718 68.3985319734 71.2999585230
719 68.3985319734 71.3141538328
720 68.3985319734 70.9815699746
721 68.3985319734 71.2967527855
722 68.3985319734 71.3005313916
723 68.3985319734 71.1894926157
724 68.3985319734 70.8878957349
725 68.3985319734 72.0506717562
726 68.3985319734 71.9707294788
727 68.3985319734 71.8699890371
728 68.3985319734 71.7025116600
729 68.3985319734 71.3752304050
730 68.3985319734 70.7958974433
731 68.3985319734 70.8902723122
732 68.3985319734 71.1444647639
733 68.3985319734 71.4097649132
734 68.3985319734 71.1778501176
735 68.3985319734 71.1945179819
736 68.3985319734 71.3495979575
737 68.3985319734 70.9211539839
738 68.3985319734 71.3069566577
739 68.3896391718 71.4584934892
740 68.3896391718 71.3554249228
741 68.3896391718 71.2028712097
742 68.3896391718 70.9250164921
743 68.3896391718 71.1365216221
744 68.3896391718 70.5767676216
745 68.3896391718 70.4113618158
746 68.3896391718 70.5779649780
747 68.3896391718 70.8282321665
748 68.3896391718 71.6678512765
749 68.3896391718 71.4766184677
750 68.3896391718 71.4535370588
751 68.3896391718 71.8297637742
752 68.3896391718 70.8384627925
753 68.3896391718 70.5891714200
754 68.3896391718 70.4143086245
755 68.3896391718 70.5237698559
756 68.3896391718 71.3341613945
757 68.3896391718 71.4647292151
758 68.3896391718 71.3484522336
759 68.3007488092 71.6339382108
760 68.3007488092 72.1273772965
761 68.3007488092 72.4006089308
762 68.3007488092 72.5640078177
763 68.3007488092 72.2045783599
764 68.3007488092 72.0136716795
765 68.3007488092 72.3214189489
766 68.3007488092 71.9325781017
767 68.3007488092 71.5313452988
768 68.3007488092 71.8108491480
769 68.3007488092 71.3970471467
770 68.3007488092 70.7814936994
771 68.3007488092 70.6224012174
772 68.3007488092 70.8463645366
773 68.3007488092 70.8007174632
774 68.3007488092 71.0169260867
775 68.3007488092 70.9246433232
776 68.3007488092 70.6523705329
777 68.3007488092 71.1905018642
778 68.3007488092 71.5671012514
779 68.3007488092 71.0228539039
780 68.3007488092 71.0605038629
781 68.3007488092 70.5503619588
782 68.3007488092 70.5336847413
783 68.3007488092 70.8299617252
784 68.3007488092 70.8540241660
785 68.3007488092 71.2545019456
786 68.3007488092 71.4229477740
787 68.3007488092 71.0153509585
788 68.3007488092 71.2987115694
789 68.3007488092 70.9838642346
790 68.3007488092 70.4620767177
791 68.3007488092 70.3189476992
792 68.3007488092 70.7724024808
793 68.3007488092 71.5537478338
794 68.3007488092 70.9780200842
795 68.3007488092 71.4036868892
796 68.3007488092 71.2120442289
797 68.3007488092 71.3750857252
798 68.3007488092 71.4431197404
799 68.3007488092 70.8413606700
800 68.3007488092 71.2004732156
801 68.3007488092 70.9399371016
802 68.3007488092 70.9956603480
803 68.3007488092 70.9916166335
804 68.3007488092 71.3518637882
805 68.3007488092 71.3895916110
806 68.3007488092 71.4404351632
807 68.3007488092 71.6043341928
808 68.3007488092 71.3324954611
809 68.3007488092 71.5764944809
810 68.3007488092 71.5766130922
811 68.3007488092 71.2250708641
812 68.3007488092 71.5155900395
813 68.3007488092 71.4552734050
814 68.3007488092 71.1521740513
815 68.3007488092 71.4104864859
816 68.2954998241 71.3177835797
817 68.2954998241 71.2031940627
818 68.2954998241 71.4732349808
819 68.2954998241 71.7570843883
820 68.2954998241 71.5064760238
821 68.2954998241 71.6567346094
822 68.2954998241 71.9262147790
823 68.2954998241 71.6834150567
824 68.2954998241 71.0554439201
825 68.2954998241 70.3747515467
826 68.2954998241 71.0209245749
827 68.2954998241 71.2239647309
828 68.2954998241 71.5311735474
829 68.2954998241 72.4219785754
830 68.2954998241 71.7180631610
831 68.2954998241 72.0302570406
832 68.2954998241 71.4930248798
833 68.2954998241 71.3221617312
834 68.2954998241 71.5616763153
835 68.2954998241 72.0649694085
836 68.2954998241 71.9693888818
837 68.2954998241 71.7627208611
838 68.2954998241 71.8025980481
839 68.2954998241 70.9952309905
840 68.2954998241 71.1169337017
841 68.2954998241 71.7869958834
842 68.2954998241 71.1858848250
843 68.2954998241 71.5443970315
844 68.2954998241 70.5274582523
845 68.2954998241 70.3350368261
846 68.2954998241 71.0665537076
