0 0
1 97
2 65
3 31
4 55
5 27
6 54
7 75
8 85
9 7
10 11
11 59
12 22
13 42
14 37
15 45
16 83
17 96
18 18
19 21
20 86
21 63
22 61
23 87
24 62
25 48
26 40
27 109
28 89
29 4
30 34
31 76
32 73
33 14
34 33
35 64
36 108
37 106
38 52
39 57
40 80
41 66
42 28
43 49
44 71
45 53
46 50
47 72
48 43
49 38
50 88
51 41
52 30
53 95
54 3
55 104
56 102
57 60
58 105
59 13
60 6
61 1
62 67
63 56
64 58
65 26
66 47
67 12
68 91
69 16
70 98
71 15
72 10
73 99
74 74
75 101
76 39
77 100
78 103
79 84
80 78
81 36
82 82
83 69
84 2
85 51
86 68
87 94
88 81
89 5
90 32
91 93
92 44
93 70
94 25
95 20
96 35
97 9
98 8
99 92
100 17
101 46
102 29
103 24
104 107
105 79
106 23
107 90
108 77
109 19
110 0
