0 0
1 77
2 90
3 23
4 79
5 55
6 107
7 24
8 29
9 46
10 17
11 92
12 8
13 54
14 75
15 9
16 35
17 20
18 25
19 70
20 44
21 93
22 5
23 32
24 2
25 51
26 68
27 69
28 82
29 36
30 78
31 33
32 14
33 34
34 76
35 73
36 57
37 80
38 66
39 28
40 71
41 49
42 67
43 1
44 56
45 58
46 12
47 16
48 52
49 106
50 98
51 108
52 64
53 84
54 103
55 100
56 39
57 101
58 74
59 99
60 10
61 15
62 91
63 47
64 26
65 102
66 104
67 60
68 105
69 13
70 3
71 95
72 6
73 30
74 41
75 88
76 38
77 43
78 53
79 50
80 72
81 48
82 62
83 87
84 63
85 86
86 21
87 18
88 61
89 96
90 40
91 89
92 4
93 109
94 94
95 81
96 83
97 45
98 37
99 42
100 22
101 59
102 11
103 7
104 85
105 27
106 31
107 19
108 65
109 97
110 0
