0 0
1 97
2 65
3 55
4 27
5 85
6 7
7 11
8 59
9 22
10 42
11 37
12 45
13 83
14 81
15 94
16 109
17 40
18 96
19 61
20 18
21 21
22 86
23 63
24 87
25 62
26 48
27 72
28 50
29 80
30 66
31 71
32 53
33 43
34 38
35 1
36 6
37 88
38 41
39 30
40 95
41 3
42 13
43 105
44 60
45 104
46 102
47 26
48 47
49 12
50 58
51 56
52 67
53 49
54 28
55 52
56 106
57 16
58 91
59 15
60 98
61 108
62 64
63 84
64 103
65 99
66 10
67 74
68 101
69 39
70 100
71 82
72 36
73 78
74 33
75 14
76 57
77 73
78 76
79 34
80 89
81 4
82 68
83 69
84 2
85 51
86 32
87 5
88 93
89 44
90 70
91 25
92 20
93 35
94 9
95 75
96 54
97 8
98 92
99 17
100 46
101 29
102 24
103 107
104 79
105 23
106 90
107 77
108 31
109 19
110 0
