0 0
1 19
2 31
3 77
4 90
5 23
6 79
7 55
8 107
9 24
10 29
11 46
12 17
13 92
14 8
15 54
16 27
17 85
18 75
19 9
20 35
21 7
22 11
23 20
24 25
25 42
26 22
27 59
28 45
29 37
30 44
31 70
32 93
33 5
34 32
35 100
36 39
37 101
38 74
39 10
40 99
41 103
42 64
43 84
44 33
45 78
46 36
47 82
48 69
49 2
50 51
51 81
52 83
53 109
54 94
55 68
56 40
57 89
58 4
59 34
60 76
61 73
62 14
63 57
64 52
65 106
66 108
67 98
68 15
69 91
70 16
71 12
72 47
73 58
74 56
75 26
76 102
77 60
78 105
79 104
80 3
81 13
82 6
83 95
84 30
85 41
86 88
87 38
88 1
89 67
90 49
91 28
92 71
93 43
94 53
95 66
96 80
97 50
98 72
99 48
100 62
101 87
102 63
103 86
104 21
105 18
106 61
107 96
108 97
109 65
110 0
