#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.030152    0.030152           0
           2    0.030534    0.030343 0.000135057
           3     0.02912   0.0299353 0.000344821
           4    0.026594      0.0291 0.000768257
           5    0.021876   0.0276552  0.00143098
           6    0.018488   0.0261273  0.00183503
           7     0.02618   0.0261349   0.0015729
           8    0.032906   0.0269813  0.00158776
           9    0.034488   0.0278153  0.00161564
          10    0.031046   0.0281384  0.00148602
          11    0.021568   0.0275411  0.00146607
          12     0.02124    0.027016  0.00143485
          13    0.033314   0.0275005  0.00140389
          14    0.032658   0.0278689  0.00135108
          15    0.021376    0.027436  0.00132854
          16    0.035948    0.027968  0.00134782
          17      0.0277   0.0279522  0.00126863
          18    0.026888   0.0278931  0.00119953
          19    0.024744   0.0277274  0.00114779
          20     0.02263   0.0274725  0.00111834
          21    0.023158    0.027267  0.00108379
          22     0.01656   0.0267804  0.00113857
          23     0.03097   0.0269625  0.00110354
          24    0.028544   0.0270284  0.00105953
          25    0.025782   0.0269786  0.00101832
          26    0.017174   0.0266015  0.00104665
          27      0.0334   0.0268533  0.00103773
          28    0.030124   0.0269701  0.00100722
          29     0.02539   0.0269156 0.000973961
          30    0.026084   0.0268879  0.00094189
          31    0.021122   0.0267019  0.00092969
          32     0.03407   0.0269321 0.000928713
          33    0.022908   0.0268102  0.00090854
          34    0.018928   0.0265784 0.000910916
          35    0.026722   0.0265825 0.000884899
          36    0.031368   0.0267154 0.000870246
          37     0.02571   0.0266882  0.00084715
          38    0.022506   0.0265782 0.000831975
          39    0.026292   0.0265708 0.000810675
          40    0.033104   0.0267342 0.000806693
          41    0.031124   0.0268412 0.000794091
          42     0.02077   0.0266967 0.000788232
          43     0.02709   0.0267058 0.000769954
          44     0.03394   0.0268702 0.000769809
          45    0.030306   0.0269466 0.000756479
          46    0.026964    0.026947 0.000740034
          47    0.030296   0.0270182 0.000727711
          48     0.03589    0.027203 0.000735648
          49    0.028318   0.0272258 0.000720986
          50    0.022796   0.0271372 0.000711989
