#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.272162    0.272162           0
           2    0.271357     0.27176 0.000284527
           3    0.272916    0.272145 0.000367478
           4    0.268053    0.271122 0.000927873
           5    0.267846    0.270467 0.000945713
           6    0.270657    0.270499 0.000788624
           7    0.270061    0.270436 0.000678432
           8    0.270165    0.270402 0.000594475
           9    0.268646    0.270207 0.000559522
          10    0.268277    0.270014 0.000535823
          11    0.273374     0.27032 0.000567522
          12    0.275847     0.27078 0.000681988
          13    0.270155    0.270732 0.000631222
          14    0.275339    0.271061 0.000666401
          15    0.269707    0.270971  0.00062806
          16    0.273803    0.271148  0.00061325
          17    0.267675    0.270944 0.000610255
          18    0.265599    0.270647 0.000644546
          19     0.26911    0.270566 0.000615679
          20    0.273773    0.270726 0.000605415
          21    0.270613    0.270721  0.00057661
          22     0.26605    0.270508  0.00058819
          23    0.268543    0.270423 0.000568791
          24    0.274611    0.270598  0.00057123
          25    0.271119    0.270618 0.000548762
          26    0.275626    0.270811 0.000560438
          27    0.268929    0.270741    0.000544
          28    0.271728    0.270777 0.000525712
          29    0.264312    0.270554 0.000552822
          30    0.272092    0.270605 0.000536768
          31    0.265148    0.270429 0.000547552
          32    0.271658    0.270467 0.000531786
          33    0.268205    0.270399 0.000520071
          34    0.267521    0.270314 0.000511614
          35     0.27479    0.270442 0.000512728
          36    0.271089     0.27046   0.0004988
          37     0.27548    0.270596 0.000503437
          38    0.272257    0.270639 0.000492084
          39     0.27319    0.270705 0.000483794
          40     0.27418    0.270792 0.000479439
          41    0.269567    0.270762 0.000468675
          42    0.269237    0.270726  0.00045892
          43     0.27289    0.270776 0.000450998
          44    0.280107    0.270988  0.00048807
          45    0.275498    0.271088 0.000487408
          46     0.27277    0.271125 0.000478182
          47     0.27309    0.271167 0.000469832
          48     0.26657    0.271071 0.000469701
          49    0.270001    0.271049 0.000460622
          50    0.271039    0.271049  0.00045141
