#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.555616   -0.555616           0
           2   -0.551632   -0.553624  0.00140856
           3   -0.554192   -0.553813 0.000951678
           4   -0.556268   -0.554427 0.000889882
           5   -0.555248   -0.554591 0.000726897
           6   -0.551708   -0.554111 0.000747902
           7    -0.55746   -0.554589 0.000779224
           8    -0.55366   -0.554473 0.000690422
           9   -0.552612   -0.554266 0.000643929
          10   -0.554644   -0.554304 0.000580643
          11   -0.554688   -0.554339 0.000528906
          12    -0.55606   -0.554482 0.000503902
          13    -0.55448   -0.554482  0.00046514
          14   -0.556008   -0.554591 0.000444501
          15   -0.552692   -0.554465 0.000432523
          16   -0.554028   -0.554437  0.00040635
          17     -0.5536   -0.554388  0.00038542
          18   -0.556076   -0.554482 0.000375243
          19   -0.556584   -0.554592 0.000371448
          20    -0.55266   -0.554496 0.000365226
          21    -0.55634   -0.554584 0.000358237
          22   -0.555404   -0.554621 0.000343889
          23     -0.5546    -0.55462 0.000328938
          24   -0.554508   -0.554615 0.000315265
          25   -0.553428   -0.554568 0.000306211
          26   -0.552672   -0.554495 0.000302991
          27   -0.551736   -0.554393 0.000308519
          28   -0.556356   -0.554463 0.000305364
          29    -0.55396   -0.554446 0.000295326
          30   -0.552684   -0.554387 0.000291261
          31   -0.554808     -0.5544 0.000282182
          32   -0.554156   -0.554393 0.000273467
          33   -0.553876   -0.554377 0.000265628
          34   -0.552832   -0.554332 0.000261674
          35    -0.55322     -0.5543 0.000256118
          36   -0.554948   -0.554318 0.000249635
          37     -0.5558   -0.554358 0.000246081
          38   -0.555736   -0.554394 0.000242263
          39   -0.554768   -0.554404  0.00023624
          40    -0.55328   -0.554376 0.000231999
          41   -0.556544   -0.554429  0.00023229
          42    -0.55396   -0.554417 0.000227027
          43   -0.555416   -0.554441 0.000222932
          44   -0.554608   -0.554444 0.000217898
          45    -0.55406   -0.554436 0.000213223
          46   -0.554156    -0.55443 0.000208675
          47   -0.555212   -0.554446 0.000204897
          48     -0.5531   -0.554418  0.00020254
          49   -0.556008   -0.554451 0.000200987
          50    -0.55724   -0.554507 0.000204562
