#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.24438     2.24438           0
           2      2.1474     2.19589   0.0342876
           3     2.19816     2.19665   0.0228668
           4     2.16534     2.18882   0.0184414
           5     2.20758     2.19257   0.0151301
           6     2.12069     2.18059   0.0166909
           7     2.16735      2.1787   0.0144134
           8      2.2067      2.1822   0.0130298
           9     2.23123     2.18765   0.0126698
          10     2.17757     2.18664   0.0114428
          11     2.14811     2.18314   0.0109257
          12     2.20372     2.18485   0.0101489
          13     2.15529     2.18258  0.00961966
          14     2.19888     2.18374  0.00900277
          15     2.21163      2.1856  0.00859243
          16     2.11317     2.18108  0.00917069
          17     2.14729     2.17909    0.008844
          18     2.16091     2.17808  0.00841013
          19     2.19819     2.17914  0.00803386
          20      2.1183      2.1761  0.00818777
          21     2.21838     2.17811  0.00804159
          22     2.17148     2.17781  0.00768171
          23     2.20257     2.17888  0.00742281
          24     2.25661     2.18212  0.00778796
          25     2.14325     2.18057  0.00763006
          26     2.15954     2.17976  0.00737934
          27     2.15279     2.17876  0.00717331
          28     2.25497     2.18148  0.00741556
          29     2.16715     2.18099  0.00717631
          30     2.15242     2.18004  0.00700002
          31     2.21311      2.1811  0.00685501
          32     2.10396     2.17869  0.00705195
          33     2.11392     2.17673  0.00710615
          34     2.18686     2.17703  0.00690339
          35     2.16379     2.17665   0.0067165
          36     2.21209     2.17763  0.00660166
          37     2.17676     2.17761  0.00642328
          38     2.15423     2.17699  0.00628366
          39     2.15407     2.17641  0.00614996
          40     2.18224     2.17655  0.00599794
          41      2.1476     2.17585  0.00589308
          42     2.08136      2.1736  0.00616722
          43     2.17391      2.1736   0.0060238
          44      2.2059     2.17434  0.00593143
          45     2.21127     2.17516  0.00585614
          46     2.23097     2.17637  0.00585316
          47      2.1959     2.17679  0.00574335
          48     2.14944     2.17622  0.00565188
          49     2.16217     2.17593   0.0055438
          50     2.16725     2.17576  0.00543564
