#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       2.015       2.015           0
           2     2.01493     2.01496 2.56395e-05
           3     2.01471     2.01488 7.10982e-05
           4     2.01435     2.01475 0.000126722
           5     2.01384     2.01457 0.000191031
           6     2.01319     2.01434 0.000263107
           7     2.01239     2.01406 0.000342352
           8     2.01144     2.01373  0.00042836
           9     2.01034     2.01335 0.000520859
          10     2.00908     2.01293 0.000619671
          11     2.00767     2.01245 0.000724692
          12     2.00609     2.01192 0.000835875
          13     2.00434     2.01134 0.000953223
          14     2.00243      2.0107  0.00107671
          15     2.00034     2.01001   0.0012064
          16     1.99806     2.00926  0.00134238
          17     1.99559     2.00846  0.00148477
          18     1.99293      2.0076  0.00163368
          19     1.99007     2.00667   0.0017893
          20     1.98699     2.00569  0.00195185
          21     1.98369     2.00464  0.00212154
          22     1.98015     2.00353  0.00229864
          23     1.97638     2.00235  0.00248339
          24     1.97235      2.0011  0.00267605
          25     1.96806     1.99978  0.00287691
          26     1.96349     1.99838  0.00308627
          27     1.95863     1.99691  0.00330444
          28     1.95348     1.99536  0.00353175
          29     1.94801     1.99372  0.00376854
          30     1.94221     1.99201  0.00401511
          31     1.93607      1.9902  0.00427179
          32     1.92958     1.98831  0.00453893
          33     1.92272     1.98632  0.00481689
          34     1.91548     1.98424  0.00510605
          35     1.90783     1.98205  0.00540677
          36     1.89976     1.97977  0.00571942
          37     1.89127     1.97738  0.00604437
          38     1.88233     1.97487  0.00638191
          39     1.87293     1.97226  0.00673237
          40     1.86306     1.96953  0.00709603
          41     1.85271     1.96668  0.00747317
          42     1.84186     1.96371  0.00786403
          43      1.8305     1.96061  0.00826883
          44     1.81863     1.95738  0.00868773
          45     1.80624     1.95403  0.00912086
          46     1.79332     1.95053  0.00956829
          47     1.77987      1.9469   0.0100301
          48     1.76589     1.94313   0.0105061
          49     1.75139     1.93922   0.0109963
          50     1.73637     1.93516   0.0115004
          51     1.72084     1.93096   0.0120182
          52     1.70482     1.92661   0.0125492
          53     1.68832     1.92211   0.0130931
          54     1.67136     1.91747   0.0136493
          55     1.65397     1.91268   0.0142171
          56     1.63617     1.90774   0.0147958
          57       1.618     1.90266   0.0153847
          58      1.5995     1.89743   0.0159827
          59     1.58069     1.89206   0.0165889
          60     1.56163     1.88656   0.0172023
          61     1.54235     1.88091   0.0178217
          62      1.5229     1.87514   0.0184461
          63     1.50331     1.86924   0.0190741
          64     1.48365     1.86321   0.0197046
          65     1.46395     1.85707   0.0203363
          66     1.44426     1.85081    0.020968
          67     1.42462     1.84445   0.0215984
          68     1.40508     1.83799   0.0222263
          69     1.38568     1.83144   0.0228504
          70     1.36646     1.82479   0.0234696
          71     1.34747     1.81807   0.0240827
          72     1.32874     1.81127   0.0246886
          73      1.3103     1.80441   0.0252862
          74     1.29221     1.79749   0.0258745
          75     1.27448     1.79052   0.0264525
          76     1.25717      1.7835   0.0270193
          77      1.2403     1.77644    0.027574
          78      1.2239     1.76936   0.0281157
          79     1.20802     1.76226   0.0286436
          80     1.19268     1.75514    0.029157
          81     1.17791     1.74801   0.0296551
          82     1.16375     1.74088   0.0301373
          83     1.15023     1.73377   0.0306028
          84     1.13738     1.72667   0.0310512
          85     1.12522     1.71959   0.0314817
          86     1.11379     1.71255    0.031894
          87     1.10311     1.70554   0.0322876
          88     1.09319     1.69858   0.0326619
          89     1.08406     1.69168   0.0330167
          90     1.07574     1.68484   0.0333516
          91     1.06823     1.67806   0.0336664
          92     1.06154     1.67136   0.0339608
          93     1.05568     1.66474   0.0342349
          94     1.05063     1.65821   0.0344884
          95     1.04639     1.65177   0.0347214
          96     1.04294     1.64542   0.0349341
          97     1.04026     1.63918   0.0351266
          98     1.03831     1.63305   0.0352993
          99     1.03706     1.62703   0.0354523
         100     1.03647     1.62113   0.0355863
         101     1.03649     1.61534   0.0357016
