#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.294108    0.294108           0
           2    0.293431     0.29377 0.000239353
           3    0.296742     0.29476 0.000824698
           4    0.291349    0.293908 0.000963369
           5    0.292167    0.293559 0.000831233
           6    0.290479    0.293046 0.000836327
           7    0.294084    0.293194 0.000729879
           8    0.299721     0.29401 0.000995092
           9    0.298885    0.294552  0.00102135
          10    0.294785    0.294575 0.000919482
          11    0.294301     0.29455 0.000836229
          12    0.292202    0.294355 0.000789114
          13    0.292167    0.294186  0.00074614
          14    0.293536     0.29414 0.000694289
          15    0.291102    0.293937 0.000676904
          16    0.298366    0.294214 0.000688871
          17    0.294096    0.294207 0.000648384
          18    0.294456    0.294221 0.000612511
          19    0.286805    0.293831 0.000693574
          20    0.287456    0.293512 0.000728468
          21    0.300051    0.293823 0.000757416
          22    0.291815    0.293732 0.000728466
          23    0.296273    0.293843 0.000705124
          24    0.285962    0.293514 0.000748304
          25    0.292764    0.293484 0.000718973
          26    0.299667    0.293722 0.000729584
          27    0.293135      0.2937 0.000702886
          28    0.297286    0.293828 0.000689348
          29    0.291688    0.293754 0.000669517
          30    0.292736    0.293721  0.00064806
          31    0.291104    0.293636 0.000632628
          32    0.294009    0.293648 0.000612966
          33    0.291203    0.293574  0.00059885
          34    0.294695    0.293607 0.000582144
          35    0.290994    0.293532 0.000570276
          36    0.292654    0.293508 0.000554956
          37    0.292412    0.293478 0.000540747
          38    0.291017    0.293413  0.00053038
          39    0.291361    0.293361 0.000519386
          40    0.288371    0.293236 0.000521164
          41    0.295679    0.293296 0.000511848
          42    0.298051    0.293409 0.000512032
          43    0.290759    0.293347 0.000503817
          44    0.293504    0.293351 0.000492379
          45    0.294042    0.293366 0.000481677
          46    0.286499    0.293217 0.000493799
          47    0.296883    0.293295 0.000489414
          48    0.288129    0.293187 0.000490906
          49    0.291783    0.293158 0.000481723
          50    0.299695    0.293289 0.000489508
