#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.583712   -0.583712           0
           2    -0.58094   -0.582326  0.00098005
           3   -0.584004   -0.582885 0.000797156
           4   -0.583372   -0.583007 0.000607081
           5    -0.58388   -0.583182 0.000510155
           6   -0.582252   -0.583027 0.000448038
           7   -0.584268   -0.583204 0.000417655
           8   -0.582384   -0.583102 0.000377817
           9    -0.58186   -0.582964  0.00036014
          10   -0.581732    -0.58284 0.000344541
          11   -0.583852   -0.582932 0.000325261
          12   -0.584548   -0.583067 0.000324828
          13     -0.5825   -0.583023 0.000302755
          14   -0.578672   -0.582713 0.000410778
          15   -0.580768   -0.582583 0.000403331
          16   -0.584464   -0.582701 0.000394886
          17   -0.582016    -0.58266 0.000373704
          18   -0.583228   -0.582692 0.000354271
          19    -0.58188   -0.582649 0.000338192
          20   -0.580132   -0.582523 0.000343903
          21   -0.584692   -0.582626 0.000342683
          22   -0.585168   -0.582742 0.000346032
          23   -0.582716   -0.582741 0.000330989
          24   -0.581928   -0.582707 0.000318926
          25   -0.584252   -0.582769 0.000312099
          26   -0.583768   -0.582807 0.000302452
          27   -0.581732   -0.582767  0.00029386
          28   -0.583988   -0.582811  0.00028658
          29   -0.581536   -0.582767  0.00028005
          30     -0.5832   -0.582781 0.000271087
          31   -0.583796   -0.582814  0.00026431
          32   -0.582148   -0.582793 0.000256869
          33   -0.582368    -0.58278 0.000249409
          34    -0.57986   -0.582695 0.000256438
          35   -0.581488    -0.58266 0.000251418
          36   -0.581744   -0.582635 0.000245719
          37   -0.583376   -0.582655 0.000239893
          38   -0.581088   -0.582613 0.000237096
          39   -0.582708   -0.582616 0.000231029
          40   -0.585132   -0.582679  0.00023366
          41   -0.581152   -0.582642 0.000230909
          42   -0.582688   -0.582643 0.000225414
          43   -0.583296   -0.582658 0.000220684
          44   -0.581392   -0.582629 0.000217535
          45   -0.584712   -0.582675  0.00021757
          46   -0.584404   -0.582713 0.000216061
          47   -0.583316   -0.582726 0.000211845
          48   -0.583972   -0.582752 0.000209016
          49   -0.584684   -0.582791 0.000208437
          50    -0.58218   -0.582779 0.000204626
