#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       2.925       2.925           0
           2     2.92489     2.92495   3.722e-05
           3     2.92458     2.92482  0.00010321
           4     2.92405     2.92463 0.000183954
           5     2.92332     2.92437 0.000277296
           6     2.92237     2.92404   0.0003819
           7     2.92121     2.92363 0.000496888
           8     2.91983     2.92316 0.000621664
           9     2.91823     2.92261 0.000755823
          10     2.91641     2.92199 0.000899097
          11     2.91436      2.9213  0.00105133
          12     2.91208     2.92053  0.00121243
          13     2.90955     2.91968   0.0013824
          14     2.90677     2.91876  0.00156119
          15     2.90375     2.91776  0.00174886
          16     2.90045     2.91668  0.00194561
          17     2.89688     2.91551  0.00215154
          18     2.89304     2.91427  0.00236679
          19      2.8889     2.91293  0.00259159
          20     2.88445     2.91151  0.00282623
          21     2.87969     2.90999  0.00307106
          22     2.87459     2.90838   0.0033264
          23     2.86915     2.90668  0.00359261
          24     2.86335     2.90487  0.00387008
          25     2.85717     2.90296  0.00415919
          26      2.8506     2.90095  0.00446031
          27     2.84362     2.89883  0.00477389
          28     2.83621     2.89659  0.00510038
          29     2.82836     2.89424  0.00544022
          30     2.82004     2.89176  0.00579387
          31     2.81124     2.88917  0.00616177
          32     2.80194     2.88644   0.0065444
          33     2.79212     2.88358  0.00694224
          34     2.78175     2.88059  0.00735582
          35     2.77081     2.87745  0.00778567
          36     2.75928     2.87417  0.00823229
          37     2.74715     2.87073  0.00869617
          38     2.73439     2.86715  0.00917777
          39     2.72098      2.8634  0.00967751
          40      2.7069     2.85949   0.0101958
          41     2.69214      2.8554   0.0107331
          42     2.67668     2.85115   0.0112896
          43     2.66051     2.84672   0.0118657
          44      2.6436      2.8421   0.0124616
          45     2.62596      2.8373   0.0130776
          46     2.60757      2.8323   0.0137138
          47     2.58843     2.82711   0.0143701
          48     2.56853     2.82173   0.0150467
          49     2.54789     2.81614   0.0157432
          50     2.52651     2.81035   0.0164596
          51     2.50439     2.80435   0.0171954
          52     2.48157     2.79814   0.0179501
          53     2.45805     2.79172   0.0187233
          54     2.43388      2.7851    0.019514
          55     2.40906     2.77826   0.0203217
          56     2.38366     2.77121   0.0211452
          57      2.3577     2.76396   0.0219835
          58     2.33124      2.7565   0.0228353
          59     2.30433     2.74883   0.0236995
          60     2.27702     2.74097   0.0245744
          61     2.24937     2.73291   0.0254587
          62     2.22145     2.72466   0.0263508
          63      2.1933     2.71623   0.0272489
          64       2.165     2.70761   0.0281515
          65     2.13661     2.69883   0.0290567
          66      2.1082     2.68988   0.0299628
          67     2.07983     2.68078    0.030868
          68     2.05157     2.67152   0.0317707
          69     2.02347     2.66213    0.032669
          70      1.9956     2.65261   0.0335613
          71       1.968     2.64297   0.0344459
          72     1.94075     2.63321   0.0353212
          73      1.9139     2.62336   0.0361857
          74     1.88749     2.61342   0.0370379
          75     1.86158     2.60339   0.0378764
          76     1.83623      2.5933   0.0386997
          77     1.81147     2.58314   0.0395067
          78     1.78736     2.57294    0.040296
          79     1.76394      2.5627   0.0410665
          80     1.74127     2.55243   0.0418172
          81     1.71938     2.54215   0.0425468
          82     1.69832     2.53186   0.0432545
          83     1.67814     2.52157   0.0439393
          84     1.65888      2.5113   0.0446003
          85     1.64057     2.50106   0.0452367
          86     1.62326     2.49085   0.0458478
          87     1.60698     2.48069   0.0464328
          88     1.59176     2.47059   0.0469911
          89     1.57764     2.46056   0.0475221
          90     1.56464      2.4506   0.0480254
          91     1.55278     2.44074   0.0485005
          92     1.54207     2.43097   0.0489471
          93     1.53253     2.42131   0.0493649
          94     1.52415     2.41176   0.0497539
          95     1.51693     2.40234   0.0501138
          96     1.51085     2.39306   0.0504449
          97     1.50588     2.38391   0.0507472
          98       1.502     2.37491   0.0510211
          99     1.49916     2.36607   0.0512668
         100     1.49731     2.35738    0.051485
         101      1.4964     2.34885   0.0516761
         102     1.49635      2.3405    0.051841
         103     1.49711     2.33231   0.0519803
         104     1.49858     2.32429    0.052095
         105     1.50071     2.31645    0.052186
         106      1.5034     2.30878   0.0522543
         107     1.50657     2.30128    0.052301
         108     1.51016     2.29395   0.0523272
         109     1.51407      2.2868    0.052334
         110     1.51824     2.27981   0.0523226
         111     1.52259     2.27299    0.052294
         112     1.52706     2.26633   0.0522495
         113     1.53158     2.25983   0.0521901
