# step r x y z
13071 6.54304 -2.00234 -1.20575 -6.11131
13072 10.0052 -4.4214 -2.87129 -8.50363
13073 10.4343 -4.77783 -4.51548 -8.10296
13074 8.805 -4.67037 -3.85023 -6.39463
13075 6.22337 -2.74222 -3.11472 -4.63778
13076 5.40976 0.0491215 -0.243382 -5.40406
13077 5.40976 0.0491215 -0.243382 -5.40406
13078 3.52986 1.32369 -0.202432 -3.266
13079 3.52986 1.32369 -0.202432 -3.266
13080 3.52986 1.32369 -0.202432 -3.266
13081 3.66066 -0.157687 1.68756 -3.24464
13082 3.66066 -0.157687 1.68756 -3.24464
13083 3.66066 -0.157687 1.68756 -3.24464
13084 3.66066 -0.157687 1.68756 -3.24464
13085 3.66066 -0.157687 1.68756 -3.24464
13086 3.66066 -0.157687 1.68756 -3.24464
13087 3.66066 -0.157687 1.68756 -3.24464
13088 5.16692 -1.30334 -0.316048 -4.98983
13089 4.18546 -2.19767 -0.492845 -3.52781
13090 5.83334 -3.41735 -3.0142 -3.64201
13091 5.83334 -3.41735 -3.0142 -3.64201
13092 5.83334 -3.41735 -3.0142 -3.64201
13093 6.62171 -4.13382 -2.72304 -4.39815
13094 7.96296 -5.73228 0.108906 -5.52611
13095 7.96296 -5.73228 0.108906 -5.52611
13096 5.34486 -4.21996 0.964012 -3.1353
13097 5.34486 -4.21996 0.964012 -3.1353
13098 5.34486 -4.21996 0.964012 -3.1353
13099 5.64861 -2.38002 2.84366 -4.26098
13100 6.15465 0.0107645 0.844968 -6.09637
13101 4.84548 -2.09825 0.476989 -4.34148
13102 6.78436 -1.96106 1.20296 -6.38237
13103 6.78436 -1.96106 1.20296 -6.38237
13104 6.78436 -1.96106 1.20296 -6.38237
13105 6.78436 -1.96106 1.20296 -6.38237
13106 9.94563 -4.62771 -1.21268 -8.71947
13107 10.9101 -4.45369 -2.43165 -9.65825
13108 10.9101 -4.45369 -2.43165 -9.65825
13109 10.9101 -4.45369 -2.43165 -9.65825
13110 11.4407 -2.96506 -4.69219 -10.0041
13111 11.4407 -2.96506 -4.69219 -10.0041
13112 11.4407 -2.96506 -4.69219 -10.0041
13113 9.90975 -5.50888 -2.81088 -7.74301
13114 8.57166 -4.81086 -5.06736 -4.96496
13115 9.71759 -4.87919 -3.07344 -7.8217
13116 10.8432 -2.32199 -5.00233 -9.33596
13117 10.8432 -2.32199 -5.00233 -9.33596
13118 10.8432 -2.32199 -5.00233 -9.33596
13119 10.8432 -2.32199 -5.00233 -9.33596
13120 10.926 -1.60899 -2.0329 -10.6139
13121 10.926 -1.60899 -2.0329 -10.6139
13122 11.0263 -0.697171 -3.77838 -10.3353
13123 9.42106 -2.89716 -0.946026 -8.91448
13124 9.42106 -2.89716 -0.946026 -8.91448
13125 7.24699 -2.88081 -0.213111 -6.64638
13126 7.24699 -2.88081 -0.213111 -6.64638
13127 7.24699 -2.88081 -0.213111 -6.64638
13128 4.07437 -1.01065 -0.904571 -3.84198
13129 4.07437 -1.01065 -0.904571 -3.84198
13130 4.07437 -1.01065 -0.904571 -3.84198
13131 6.08842 1.7882 -1.71852 -5.56039
13132 6.08842 1.7882 -1.71852 -5.56039
13133 6.08842 1.7882 -1.71852 -5.56039
13134 6.08842 1.7882 -1.71852 -5.56039
13135 4.38901 -0.727321 1.10237 -4.18559
13136 2.62788 -0.515176 1.87145 -1.77145
13137 5.01307 -2.93916 -0.546281 -4.02415
13138 4.02052 -0.696274 -1.73275 -3.56053
13139 1.67188 1.37029 -0.587596 -0.756453
13140 0.385617 -0.242406 0.108766 0.279482
13141 2.94437 -2.64456 -0.397096 -1.23204
13142 2.94437 -2.64456 -0.397096 -1.23204
13143 2.94437 -2.64456 -0.397096 -1.23204
13144 2.94437 -2.64456 -0.397096 -1.23204
13145 2.94437 -2.64456 -0.397096 -1.23204
13146 2.04287 -0.729038 -1.10917 -1.55292
13147 2.04287 -0.729038 -1.10917 -1.55292
13148 2.04287 -0.729038 -1.10917 -1.55292
13149 2.04287 -0.729038 -1.10917 -1.55292
13150 2.04287 -0.729038 -1.10917 -1.55292
13151 2.04287 -0.729038 -1.10917 -1.55292
13152 2.04287 -0.729038 -1.10917 -1.55292
13153 2.04287 -0.729038 -1.10917 -1.55292
13154 2.72258 0.746459 0.0797109 -2.61704
13155 2.72258 0.746459 0.0797109 -2.61704
13156 2.72258 0.746459 0.0797109 -2.61704
13157 2.72258 0.746459 0.0797109 -2.61704
13158 2.72258 0.746459 0.0797109 -2.61704
13159 2.72258 0.746459 0.0797109 -2.61704
13160 2.72258 0.746459 0.0797109 -2.61704
13161 1.59927 -0.74617 0.151895 -1.40635
13162 1.59927 -0.74617 0.151895 -1.40635
13163 1.59927 -0.74617 0.151895 -1.40635
13164 1.59927 -0.74617 0.151895 -1.40635
13165 1.59927 -0.74617 0.151895 -1.40635
13166 1.59927 -0.74617 0.151895 -1.40635
13167 1.59927 -0.74617 0.151895 -1.40635
13168 1.59927 -0.74617 0.151895 -1.40635
13169 3.21028 0.797596 -1.20025 -2.86864
13170 4.98168 -0.182191 0.261659 -4.97147
13171 4.0833 2.39329 2.02934 -2.6129
13172 4.0833 2.39329 2.02934 -2.6129
13173 3.91787 -0.0999445 2.58169 -2.94527
13174 3.91787 -0.0999445 2.58169 -2.94527
13175 3.12674 1.11749 2.36627 -1.71128
13176 2.40693 1.30358 1.62768 1.20193
13177 2.40693 1.30358 1.62768 1.20193
13178 2.40693 1.30358 1.62768 1.20193
13179 2.40693 1.30358 1.62768 1.20193
13180 2.40693 1.30358 1.62768 1.20193
13181 4.18294 0.0649395 2.84173 3.06877
13182 4.18294 0.0649395 2.84173 3.06877
13183 3.68814 -2.90383 1.24428 1.90313
13184 4.78474 -1.36501 -1.38042 4.37321
13185 5.90991 -1.24718 -2.95213 4.96553
13186 4.62521 -3.85813 -0.533542 2.49454
13187 4.62521 -3.85813 -0.533542 2.49454
13188 4.62521 -3.85813 -0.533542 2.49454
13189 4.62521 -3.85813 -0.533542 2.49454
13190 4.62521 -3.85813 -0.533542 2.49454
13191 4.15196 -1.80647 1.59842 3.37943
13192 2.18197 0.60958 0.323295 2.07
13193 2.18197 0.60958 0.323295 2.07
13194 2.18197 0.60958 0.323295 2.07
13195 2.18197 0.60958 0.323295 2.07
13196 2.18197 0.60958 0.323295 2.07
13197 2.18197 0.60958 0.323295 2.07
13198 2.18197 0.60958 0.323295 2.07
13199 2.18197 0.60958 0.323295 2.07
13200 2.18197 0.60958 0.323295 2.07
13201 2.18197 0.60958 0.323295 2.07
13202 3.66234 0.64488 -0.57639 3.55874
13203 3.66234 0.64488 -0.57639 3.55874
13204 2.53269 -1.23467 1.12858 1.90169
13205 2.53269 -1.23467 1.12858 1.90169
13206 2.53269 -1.23467 1.12858 1.90169
13207 2.53269 -1.23467 1.12858 1.90169
13208 2.53269 -1.23467 1.12858 1.90169
13209 2.53269 -1.23467 1.12858 1.90169
13210 2.72275 0.941923 0.592202 2.48505
13211 2.72275 0.941923 0.592202 2.48505
13212 2.72275 0.941923 0.592202 2.48505
13213 2.81773 1.47767 -1.31148 2.00901
13214 2.81773 1.47767 -1.31148 2.00901
13215 2.81773 1.47767 -1.31148 2.00901
13216 4.83376 -1.38997 -2.499 3.8972
13217 4.83376 -1.38997 -2.499 3.8972
13218 7.39072 -0.196532 -5.14432 5.30284
13219 7.33104 1.02651 -5.64752 4.56025
13220 5.02178 0.108331 -2.80128 4.16645
13221 2.82446 1.66381 -0.872094 2.10921
13222 2.82446 1.66381 -0.872094 2.10921
13223 2.82446 1.66381 -0.872094 2.10921
13224 2.82446 1.66381 -0.872094 2.10921
13225 2.82446 1.66381 -0.872094 2.10921
13226 2.27831 -0.695567 -0.127877 2.16576
13227 2.27831 -0.695567 -0.127877 2.16576
13228 2.27831 -0.695567 -0.127877 2.16576
13229 2.27831 -0.695567 -0.127877 2.16576
13230 2.27831 -0.695567 -0.127877 2.16576
13231 2.27831 -0.695567 -0.127877 2.16576
13232 2.27831 -0.695567 -0.127877 2.16576
13233 2.27831 -0.695567 -0.127877 2.16576
13234 2.27831 -0.695567 -0.127877 2.16576
13235 2.27831 -0.695567 -0.127877 2.16576
13236 2.27831 -0.695567 -0.127877 2.16576
13237 2.27831 -0.695567 -0.127877 2.16576
13238 2.27831 -0.695567 -0.127877 2.16576
13239 2.27831 -0.695567 -0.127877 2.16576
13240 2.27831 -0.695567 -0.127877 2.16576
13241 2.27831 -0.695567 -0.127877 2.16576
13242 2.27831 -0.695567 -0.127877 2.16576
13243 3.05044 0.596683 -1.33221 2.6785
13244 3.05044 0.596683 -1.33221 2.6785
13245 4.04648 -1.66127 -0.327985 3.67514
13246 4.04648 -1.66127 -0.327985 3.67514
13247 4.04648 -1.66127 -0.327985 3.67514
13248 4.04648 -1.66127 -0.327985 3.67514
13249 3.16136 -1.94854 0.293764 2.47206
13250 3.16136 -1.94854 0.293764 2.47206
13251 3.16136 -1.94854 0.293764 2.47206
13252 3.16136 -1.94854 0.293764 2.47206
13253 3.16136 -1.94854 0.293764 2.47206
13254 4.22234 -1.98212 -1.22891 3.51983
13255 4.22234 -1.98212 -1.22891 3.51983
13256 3.77607 -1.75818 0.572068 3.29245
13257 5.25553 -1.45756 -2.27336 4.50865
13258 5.25553 -1.45756 -2.27336 4.50865
13259 5.25553 -1.45756 -2.27336 4.50865
13260 4.26359 -1.01624 0.00490919 4.1407
13261 5.89765 0.981468 -1.40314 5.6436
13262 5.89765 0.981468 -1.40314 5.6436
13263 3.35339 -0.529404 -0.66308 3.24427
13264 3.35339 -0.529404 -0.66308 3.24427
13265 3.35339 -0.529404 -0.66308 3.24427
13266 2.62293 -0.0918561 -0.974216 2.43357
13267 2.62293 -0.0918561 -0.974216 2.43357
13268 2.62293 -0.0918561 -0.974216 2.43357
13269 2.34887 -0.832143 -0.290057 2.17729
13270 2.34887 -0.832143 -0.290057 2.17729
13271 2.34887 -0.832143 -0.290057 2.17729
13272 2.34887 -0.832143 -0.290057 2.17729
13273 2.65557 -1.16 -0.968679 2.1836
13274 3.09296 0.922637 -1.52298 2.52897
13275 3.84428 2.54052 0.0573529 2.88461
13276 3.73468 0.333747 -1.91734 3.18751
13277 3.73468 0.333747 -1.91734 3.18751
13278 3.73468 0.333747 -1.91734 3.18751
13279 3.73468 0.333747 -1.91734 3.18751
13280 3.44513 -2.65515 -0.3941 2.15959
13281 4.27103 -2.99812 1.11614 2.8297
13282 4.27103 -2.99812 1.11614 2.8297
13283 4.27103 -2.99812 1.11614 2.8297
13284 4.27103 -2.99812 1.11614 2.8297
13285 3.21997 -0.0372708 -1.75763 2.69769
13286 3.21997 -0.0372708 -1.75763 2.69769
13287 3.21997 -0.0372708 -1.75763 2.69769
13288 3.21997 -0.0372708 -1.75763 2.69769
13289 4.95995 -1.49431 -1.65834 4.42922
13290 4.95995 -1.49431 -1.65834 4.42922
13291 4.21892 0.639893 -3.24105 2.624
13292 3.29255 1.13071 -2.52692 1.78243
13293 5.36203 3.63185 -0.923483 3.83513
13294 7.07474 2.53512 -1.49978 6.4324
13295 6.58221 3.74154 -0.139663 5.41358
13296 6.58221 3.74154 -0.139663 5.41358
13297 6.58221 3.74154 -0.139663 5.41358
13298 6.58221 3.74154 -0.139663 5.41358
13299 4.4071 2.52635 2.34025 2.75014
13300 6.24632 3.44167 2.1357 4.75501
13301 6.24632 3.44167 2.1357 4.75501
13302 5.13857 3.26264 2.89812 2.71311
13303 5.13857 3.26264 2.89812 2.71311
13304 4.06417 1.91705 2.63518 2.42863
13305 4.06417 1.91705 2.63518 2.42863
13306 4.06417 1.91705 2.63518 2.42863
13307 4.06417 1.91705 2.63518 2.42863
13308 4.81066 -0.452511 4.53611 1.53668
13309 4.2026 0.116004 3.18708 2.73695
13310 6.10001 -0.456597 3.53673 4.94906
13311 6.10001 -0.456597 3.53673 4.94906
13312 6.10001 -0.456597 3.53673 4.94906
13313 8.11818 2.39452 2.2693 7.41764
13314 8.75054 2.48041 2.01841 8.14528
13315 8.75054 2.48041 2.01841 8.14528
13316 7.38211 3.94715 2.68098 5.63275
13317 5.76981 1.71696 2.17157 5.06232
13318 3.64699 -0.164154 -0.472865 3.61248
13319 2.92424 -0.830045 0.841716 2.67464
13320 2.92424 -0.830045 0.841716 2.67464
13321 2.92424 -0.830045 0.841716 2.67464
13322 4.09619 1.19921 -1.68348 3.53646
13323 4.01345 2.19237 -2.27352 2.47637
13324 4.01345 2.19237 -2.27352 2.47637
13325 3.02352 0.451527 -1.98011 2.23986
13326 3.60821 1.71649 -2.06616 2.40911
13327 4.16995 -1.19627 -0.253391 3.98663
13328 4.16995 -1.19627 -0.253391 3.98663
13329 5.01908 -1.96182 -0.038273 4.61963
13330 5.01908 -1.96182 -0.038273 4.61963
13331 5.01908 -1.96182 -0.038273 4.61963
13332 5.01908 -1.96182 -0.038273 4.61963
13333 6.18345 -3.6177 -1.17848 4.87427
13334 5.20994 -2.21124 -4.1171 2.3029
13335 5.20994 -2.21124 -4.1171 2.3029
13336 7.35142 -2.13642 -4.71099 5.22357
13337 6.93325 -3.30396 -2.93691 5.3412
13338 7.43727 -1.40445 -1.07317 7.22419
13339 7.43727 -1.40445 -1.07317 7.22419
13340 7.43727 -1.40445 -1.07317 7.22419
13341 7.43727 -1.40445 -1.07317 7.22419
13342 8.50344 -2.56017 -1.35007 7.99571
13343 8.72593 -3.78025 -4.09122 6.71666
13344 9.59335 -2.89387 -2.02936 8.9185
13345 9.59335 -2.89387 -2.02936 8.9185
13346 9.59335 -2.89387 -2.02936 8.9185
13347 9.56557 -4.73276 -3.84981 7.3675
13348 9.56557 -4.73276 -3.84981 7.3675
13349 9.80194 -5.08031 -1.8888 8.16707
13350 8.86917 -4.46154 -1.1429 7.57962
13351 8.75309 -3.21498 0.534864 8.12369
13352 8.75309 -3.21498 0.534864 8.12369
13353 8.75309 -3.21498 0.534864 8.12369
13354 8.47368 -5.32296 -2.23248 6.20366
13355 8.47368 -5.32296 -2.23248 6.20366
13356 8.47368 -5.32296 -2.23248 6.20366
13357 9.36016 -3.82534 0.327531 8.53651
13358 8.84625 -5.94563 -1.69463 6.32724
13359 9.66943 -5.91739 -4.40303 6.25266
13360 8.28763 -5.66649 -4.75005 3.74335
13361 8.28763 -5.66649 -4.75005 3.74335
13362 8.28763 -5.66649 -4.75005 3.74335
13363 8.28763 -5.66649 -4.75005 3.74335
13364 5.86115 -4.42414 -1.76676 3.41448
13365 6.62549 -3.49039 -3.86503 4.09583
13366 4.5258 -3.84349 -1.47021 1.88387
13367 5.89245 -5.38438 -0.65391 2.30258
13368 5.89245 -5.38438 -0.65391 2.30258
13369 5.89245 -5.38438 -0.65391 2.30258
13370 7.27118 -6.27257 0.966848 3.54826
13371 6.31576 -5.64432 1.97457 2.03263
13372 6.31576 -5.64432 1.97457 2.03263
13373 6.31576 -5.64432 1.97457 2.03263
13374 4.27881 -2.68286 3.2486 0.746402
13375 6.02262 -2.48993 4.65011 2.90667
13376 6.02262 -2.48993 4.65011 2.90667
13377 6.00441 -3.65745 2.14962 4.24913
13378 6.00441 -3.65745 2.14962 4.24913
13379 4.75391 -2.62204 2.26317 3.25617
13380 3.79696 0.372587 -0.376237 3.75986
13381 2.67564 1.45108 1.07071 1.97661
13382 2.67564 1.45108 1.07071 1.97661
13383 3.52191 -0.520781 0.630592 3.42564
13384 2.91066 0.538894 0.947021 2.69902
13385 2.91066 0.538894 0.947021 2.69902
13386 2.91066 0.538894 0.947021 2.69902
13387 2.91066 0.538894 0.947021 2.69902
13388 1.55076 0.481833 0.0613194 1.47273
13389 1.55076 0.481833 0.0613194 1.47273
13390 1.55076 0.481833 0.0613194 1.47273
13391 1.55076 0.481833 0.0613194 1.47273
13392 4.59006 1.55072 -2.46578 3.54737
13393 5.11347 1.95201 -1.86158 4.34416
13394 5.11347 1.95201 -1.86158 4.34416
13395 5.95972 2.74884 -1.75526 4.98811
13396 5.289 4.53679 0.0805269 2.71745
13397 4.33434 2.19277 1.71297 3.32325
13398 4.33434 2.19277 1.71297 3.32325
13399 4.33434 2.19277 1.71297 3.32325
13400 4.33434 2.19277 1.71297 3.32325
13401 5.39656 1.38816 2.77877 4.41297
13402 4.34556 -0.246154 2.0128 3.84343
13403 4.34556 -0.246154 2.0128 3.84343
13404 4.34556 -0.246154 2.0128 3.84343
13405 4.34556 -0.246154 2.0128 3.84343
13406 4.34556 -0.246154 2.0128 3.84343
13407 1.75987 0.314987 0.887153 1.4869
13408 2.22017 1.57278 0.987164 1.21698
13409 2.22017 1.57278 0.987164 1.21698
13410 4.36141 -1.37001 -1.14441 3.97936
13411 4.36141 -1.37001 -1.14441 3.97936
13412 3.72185 1.29549 0.854633 3.38282
13413 3.72185 1.29549 0.854633 3.38282
13414 5.37336 1.05817 0.951296 5.18154
13415 7.11628 1.49107 1.81514 6.71739
13416 7.11628 1.49107 1.81514 6.71739
13417 5.25404 -1.00468 1.88792 4.79909
13418 5.69045 1.33702 4.20062 3.5984
13419 3.9237 -0.374298 2.88544 2.63241
13420 3.9237 -0.374298 2.88544 2.63241
13421 3.9237 -0.374298 2.88544 2.63241
13422 3.9237 -0.374298 2.88544 2.63241
13423 5.59792 -2.08428 1.62814 4.93372
13424 5.59792 -2.08428 1.62814 4.93372
13425 5.59792 -2.08428 1.62814 4.93372
13426 4.25411 -1.94334 1.56794 3.44418
13427 4.25411 -1.94334 1.56794 3.44418
13428 4.25411 -1.94334 1.56794 3.44418
13429 5.09393 1.0014 1.6691 4.70738
13430 6.16543 -0.770465 2.05025 5.76328
13431 5.226 0.230181 1.39276 5.03173
13432 2.97273 0.155951 -0.842798 2.84649
13433 3.77617 -1.78194 -0.0976743 3.32786
13434 3.77617 -1.78194 -0.0976743 3.32786
13435 3.77617 -1.78194 -0.0976743 3.32786
13436 4.19517 -0.209679 0.60392 4.14617
13437 6.66937 -0.00793678 2.53501 6.1688
13438 7.47373 -0.764886 1.99612 7.16151
13439 6.76953 1.52575 -0.328291 6.58717
13440 5.8332 0.939692 1.75568 5.48277
13441 5.8332 0.939692 1.75568 5.48277
13442 5.8332 0.939692 1.75568 5.48277
13443 5.8332 0.939692 1.75568 5.48277
13444 5.8332 0.939692 1.75568 5.48277
13445 5.79186 -1.62532 -0.914838 5.48334
13446 7.43485 0.823124 -3.03378 6.73763
13447 7.43485 0.823124 -3.03378 6.73763
13448 7.50755 -1.87823 -3.4317 6.40773
13449 7.50755 -1.87823 -3.4317 6.40773
13450 7.50755 -1.87823 -3.4317 6.40773
13451 7.50755 -1.87823 -3.4317 6.40773
13452 7.50755 -1.87823 -3.4317 6.40773
13453 7.91068 -1.75633 -0.857724 7.66541
13454 9.22246 -2.40197 -2.07362 8.65935
13455 8.4497 -2.76028 0.543976 7.96758
13456 6.22643 -0.13745 2.56112 5.67364
13457 6.22643 -0.13745 2.56112 5.67364
13458 4.07904 -0.715862 2.25956 3.31972
13459 4.07904 -0.715862 2.25956 3.31972
13460 4.07904 -0.715862 2.25956 3.31972
13461 2.59709 2.25472 -0.425578 1.21657
13462 2.59709 2.25472 -0.425578 1.21657
13463 2.59709 2.25472 -0.425578 1.21657
13464 2.59709 2.25472 -0.425578 1.21657
13465 2.59709 2.25472 -0.425578 1.21657
13466 2.59709 2.25472 -0.425578 1.21657
13467 3.54463 -0.367647 1.66337 3.10845
13468 2.57335 0.702903 -0.6651 2.38447
13469 2.57335 0.702903 -0.6651 2.38447
13470 2.57335 0.702903 -0.6651 2.38447
13471 2.57335 0.702903 -0.6651 2.38447
13472 2.57335 0.702903 -0.6651 2.38447
13473 2.57335 0.702903 -0.6651 2.38447
13474 2.57335 0.702903 -0.6651 2.38447
13475 2.57335 0.702903 -0.6651 2.38447
13476 2.57335 0.702903 -0.6651 2.38447
13477 2.57335 0.702903 -0.6651 2.38447
13478 2.57335 0.702903 -0.6651 2.38447
13479 3.36529 0.0997476 0.042941 3.36353
13480 3.36529 0.0997476 0.042941 3.36353
13481 3.36529 0.0997476 0.042941 3.36353
13482 2.48891 0.221962 1.03022 2.25479
13483 4.04476 0.687125 0.875729 3.88858
13484 4.04476 0.687125 0.875729 3.88858
13485 4.04476 0.687125 0.875729 3.88858
13486 4.62901 0.537643 3.35882 3.13959
13487 4.62901 0.537643 3.35882 3.13959
13488 4.83693 0.407822 0.820197 4.74941
13489 4.08073 -0.893881 3.14868 2.43703
13490 4.08073 -0.893881 3.14868 2.43703
13491 5.38152 -2.94735 2.41922 3.79753
13492 5.38152 -2.94735 2.41922 3.79753
13493 3.6879 -0.431783 1.28252 3.43064
13494 3.6879 -0.431783 1.28252 3.43064
13495 3.52371 2.10298 0.572817 2.76874
13496 3.52371 2.10298 0.572817 2.76874
13497 3.52371 2.10298 0.572817 2.76874
13498 3.52371 2.10298 0.572817 2.76874
13499 3.52371 2.10298 0.572817 2.76874
13500 3.52371 2.10298 0.572817 2.76874
13501 3.52371 2.10298 0.572817 2.76874
13502 3.52371 2.10298 0.572817 2.76874
13503 3.52371 2.10298 0.572817 2.76874
13504 2.10648 -0.373345 -1.53634 1.39195
13505 2.10648 -0.373345 -1.53634 1.39195
13506 3.89116 -2.93631 -0.0602849 2.55257
13507 3.89116 -2.93631 -0.0602849 2.55257
13508 1.95366 -1.44782 0.829766 1.01591
13509 4.36057 -2.61937 0.89886 3.36831
13510 4.22109 -1.15992 -1.48118 3.77867
13511 4.22109 -1.15992 -1.48118 3.77867
13512 4.22109 -1.15992 -1.48118 3.77867
13513 4.47993 -1.91018 -0.334213 4.03847
13514 4.47993 -1.91018 -0.334213 4.03847
13515 5.72119 0.795193 -1.72762 5.39583
13516 5.72119 0.795193 -1.72762 5.39583
13517 6.94336 -0.654649 -4.64338 5.12061
13518 8.92175 2.19926 -6.36216 5.85524
13519 8.92175 2.19926 -6.36216 5.85524
13520 10.07 4.35646 -5.63667 7.11724
13521 9.48255 1.7702 -3.85924 8.47888
13522 7.05261 -0.985044 -0.998241 6.91177
13523 7.05261 -0.985044 -0.998241 6.91177
13524 7.05261 -0.985044 -0.998241 6.91177
13525 8.47167 -1.13667 -1.45425 8.26815
13526 8.47167 -1.13667 -1.45425 8.26815
13527 10.3735 -2.36421 -2.49965 9.78631
13528 10.3735 -2.36421 -2.49965 9.78631
13529 10.3735 -2.36421 -2.49965 9.78631
13530 10.3735 -2.36421 -2.49965 9.78631
13531 9.38106 -5.06049 -2.13165 7.60604
13532 9.38106 -5.06049 -2.13165 7.60604
13533 10.7835 -5.58521 -2.30905 8.9307
13534 7.53127 -3.2942 -1.07303 6.68707
13535 5.06382 -1.31156 1.69203 4.58902
13536 4.43024 -2.33587 -1.13773 3.58836
13537 2.80846 -1.49361 -0.0903454 2.37664
13538 2.80846 -1.49361 -0.0903454 2.37664
13539 2.80846 -1.49361 -0.0903454 2.37664
13540 2.80846 -1.49361 -0.0903454 2.37664
13541 2.80846 -1.49361 -0.0903454 2.37664
13542 2.80846 -1.49361 -0.0903454 2.37664
13543 2.80846 -1.49361 -0.0903454 2.37664
13544 2.80846 -1.49361 -0.0903454 2.37664
13545 2.80846 -1.49361 -0.0903454 2.37664
13546 2.80846 -1.49361 -0.0903454 2.37664
13547 3.71513 -2.73466 0.378279 2.4861
13548 3.71513 -2.73466 0.378279 2.4861
13549 1.52077 -1.07179 -0.314881 1.03193
13550 1.57987 0.697844 -0.430641 -1.35039
13551 1.57987 0.697844 -0.430641 -1.35039
13552 4.43979 3.32768 -0.985928 -2.76881
13553 5.32882 0.658574 0.491079 -5.26512
13554 7.37155 2.96237 0.217689 -6.74661
13555 7.37155 2.96237 0.217689 -6.74661
13556 7.37155 2.96237 0.217689 -6.74661
13557 9.25841 0.56161 1.2049 -9.16248
13558 9.25841 0.56161 1.2049 -9.16248
13559 7.06804 -1.22945 2.88664 -6.33348
13560 7.06804 -1.22945 2.88664 -6.33348
13561 6.47161 0.216572 3.26963 -5.5807
13562 6.54135 1.16851 3.96137 -5.07262
13563 6.54135 1.16851 3.96137 -5.07262
13564 6.54135 1.16851 3.96137 -5.07262
13565 6.54135 1.16851 3.96137 -5.07262
13566 8.87054 3.56676 5.98482 -5.4906
13567 8.87054 3.56676 5.98482 -5.4906
13568 8.77318 1.49754 4.94379 -7.09119
13569 8.77318 1.49754 4.94379 -7.09119
13570 7.39189 2.59511 2.0909 -6.598
13571 4.53966 0.767763 1.75819 -4.11435
13572 4.53966 0.767763 1.75819 -4.11435
13573 4.53966 0.767763 1.75819 -4.11435
13574 5.99822 1.22941 -1.10988 -5.76501
13575 4.28293 -1.06207 -0.519064 -4.11656
13576 3.68653 0.866901 1.78878 -3.10472
13577 4.26298 -2.00457 -0.446651 -3.73567
13578 4.26298 -2.00457 -0.446651 -3.73567
13579 4.26298 -2.00457 -0.446651 -3.73567
13580 4.26298 -2.00457 -0.446651 -3.73567
13581 4.26298 -2.00457 -0.446651 -3.73567
13582 4.9153 -0.1754 -0.190213 -4.90849
13583 3.14058 -1.07764 0.596534 -2.88896
13584 3.14058 -1.07764 0.596534 -2.88896
13585 3.14058 -1.07764 0.596534 -2.88896
13586 2.72628 -2.04581 0.538911 -1.71954
13587 3.76924 -1.02114 -0.189536 -3.62333
13588 3.76924 -1.02114 -0.189536 -3.62333
13589 1.68653 0.613836 -0.90854 -1.28146
13590 4.45337 1.24514 -3.24932 -2.77921
13591 5.72005 3.30467 -1.40778 -4.45155
13592 6.81172 3.10883 -3.73673 -4.77195
13593 6.81172 3.10883 -3.73673 -4.77195
13594 6.81172 3.10883 -3.73673 -4.77195
13595 7.16279 0.20577 -2.02164 -6.86849
13596 6.87927 2.95047 -1.13379 -6.11012
13597 7.23658 -0.0241041 -2.10776 -6.92278
13598 8.23934 -0.175699 -0.315779 -8.23142
13599 7.99206 -2.15527 0.818457 -7.65232
13600 7.99206 -2.15527 0.818457 -7.65232
13601 7.8046 -1.92167 -0.400302 -7.55373
13602 7.8046 -1.92167 -0.400302 -7.55373
13603 6.85483 0.667284 -2.91179 -6.16968
13604 6.85483 0.667284 -2.91179 -6.16968
13605 6.1635 -0.0455907 -3.47954 -5.08718
13606 6.1635 -0.0455907 -3.47954 -5.08718
13607 2.99405 -0.298083 -1.52041 -2.562
13608 2.99405 -0.298083 -1.52041 -2.562
13609 2.99405 -0.298083 -1.52041 -2.562
13610 2.99405 -0.298083 -1.52041 -2.562
13611 2.99397 -0.327001 -0.883854 -2.84178
13612 2.99397 -0.327001 -0.883854 -2.84178
13613 5.45943 -2.88832 -0.403082 -4.61525
13614 3.41694 -1.92286 0.84256 -2.69596
13615 3.41694 -1.92286 0.84256 -2.69596
13616 3.41694 -1.92286 0.84256 -2.69596
13617 4.17649 -3.24279 0.680567 -2.54248
13618 5.08554 -3.40372 1.63639 -3.40583
13619 2.24877 -1.06702 1.80005 -0.823561
13620 2.24877 -1.06702 1.80005 -0.823561
13621 5.86578 0.86694 4.39621 -3.78538
13622 6.93273 1.21011 5.84353 -3.52867
13623 6.93273 1.21011 5.84353 -3.52867
13624 6.32885 0.0423386 6.10617 -1.66354
13625 6.32885 0.0423386 6.10617 -1.66354
13626 4.36886 0.153879 4.02503 -1.69187
13627 4.36886 0.153879 4.02503 -1.69187
13628 4.36886 0.153879 4.02503 -1.69187
13629 6.76505 0.652735 5.29218 -4.16326
13630 6.97155 2.65597 3.73274 -5.255
13631 8.3518 -0.0884157 1.42262 -8.22927
13632 8.3518 -0.0884157 1.42262 -8.22927
13633 8.3518 -0.0884157 1.42262 -8.22927
13634 8.09833 -0.334756 2.73604 -7.61478
13635 8.09833 -0.334756 2.73604 -7.61478
13636 7.7346 1.43248 2.81488 -7.06035
13637 5.959 4.04123 0.279108 -4.37038
13638 3.82434 1.21986 -2.1663 -2.90597
13639 3.82434 1.21986 -2.1663 -2.90597
13640 3.82434 1.21986 -2.1663 -2.90597
