# step r x y z
16432 1.28373 -0.532081 -0.54097 -1.03548
16433 1.28373 -0.532081 -0.54097 -1.03548
16434 1.28373 -0.532081 -0.54097 -1.03548
16435 1.28373 -0.532081 -0.54097 -1.03548
16436 1.55953 0.0387044 0.256275 -1.53785
16437 1.55953 0.0387044 0.256275 -1.53785
16438 1.55953 0.0387044 0.256275 -1.53785
16439 0.750683 0.632445 -0.0458178 -0.401794
16440 0.750683 0.632445 -0.0458178 -0.401794
16441 0.750683 0.632445 -0.0458178 -0.401794
16442 0.750683 0.632445 -0.0458178 -0.401794
16443 0.886155 0.405595 0.743299 -0.261286
16444 1.44025 -0.0990416 0.362931 -1.39024
16445 1.28035 0.816479 -0.122461 -0.978602
16446 0.395788 -0.284201 0.159997 -0.22423
16447 0.395788 -0.284201 0.159997 -0.22423
16448 0.395788 -0.284201 0.159997 -0.22423
16449 0.395788 -0.284201 0.159997 -0.22423
16450 0.395788 -0.284201 0.159997 -0.22423
16451 0.395788 -0.284201 0.159997 -0.22423
16452 0.813126 -0.512842 -0.501893 0.382453
16453 0.813126 -0.512842 -0.501893 0.382453
16454 2.14278 0.676095 -1.58275 1.27644
16455 2.14278 0.676095 -1.58275 1.27644
16456 2.37956 0.577879 -2.02432 1.10928
16457 2.37956 0.577879 -2.02432 1.10928
16458 2.37956 0.577879 -2.02432 1.10928
16459 2.37956 0.577879 -2.02432 1.10928
16460 2.37956 0.577879 -2.02432 1.10928
16461 2.35071 1.7682 -1.50915 0.348968
16462 0.867833 0.591687 -0.419021 -0.47693
16463 0.867833 0.591687 -0.419021 -0.47693
16464 1.64525 0.915117 -1.11185 -0.795726
16465 1.64525 0.915117 -1.11185 -0.795726
16466 1.64525 0.915117 -1.11185 -0.795726
16467 1.73175 0.307793 -1.68557 0.251155
16468 1.60801 -0.621704 -1.31625 0.683122
16469 1.24199 -0.255063 -1.18466 0.272169
16470 0.847227 0.0986485 -0.806386 0.240425
16471 1.23293 0.173329 -0.771701 -0.945804
16472 1.23293 0.173329 -0.771701 -0.945804
16473 1.14116 1.11402 0.20818 0.133658
16474 1.14116 1.11402 0.20818 0.133658
16475 1.19639 1.18378 -0.0908105 -0.147561
16476 1.19639 1.18378 -0.0908105 -0.147561
16477 0.91141 0.0927665 0.905654 0.0430512
16478 0.91141 0.0927665 0.905654 0.0430512
16479 0.91141 0.0927665 0.905654 0.0430512
16480 0.625634 -0.475082 -0.000178092 -0.407082
16481 0.625634 -0.475082 -0.000178092 -0.407082
16482 0.625634 -0.475082 -0.000178092 -0.407082
16483 0.947528 -0.7838 -0.243412 -0.473517
16484 1.95267 -1.79858 -0.670188 -0.358973
16485 1.56173 -1.30798 -0.203014 0.828829
16486 1.56173 -1.30798 -0.203014 0.828829
16487 1.56173 -1.30798 -0.203014 0.828829
16488 1.56173 -1.30798 -0.203014 0.828829
16489 2.01493 -1.60057 -0.777864 0.945
16490 1.61998 -0.758844 -1.41712 -0.200643
16491 1.15736 -0.716998 -0.475859 -0.773926
16492 1.75749 -0.869113 -0.404549 -1.47301
16493 1.75749 -0.869113 -0.404549 -1.47301
16494 1.75749 -0.869113 -0.404549 -1.47301
16495 1.75749 -0.869113 -0.404549 -1.47301
16496 1.75749 -0.869113 -0.404549 -1.47301
16497 0.759172 0.245769 0.503831 -0.511952
16498 0.675618 -0.12707 -0.072135 -0.659629
16499 0.948842 -0.706874 0.345455 0.530368
16500 0.948842 -0.706874 0.345455 0.530368
16501 0.491238 0.198339 0.130702 0.429992
16502 0.491238 0.198339 0.130702 0.429992
16503 0.491238 0.198339 0.130702 0.429992
16504 0.539905 0.401499 -0.316298 0.173931
16505 1.23922 -0.645916 -0.916539 -0.527652
16506 1.23922 -0.645916 -0.916539 -0.527652
16507 0.45754 -0.373529 -0.0961718 -0.246109
16508 0.45754 -0.373529 -0.0961718 -0.246109
16509 0.45754 -0.373529 -0.0961718 -0.246109
16510 0.45754 -0.373529 -0.0961718 -0.246109
16511 1.01511 0.319569 -0.963068 -0.0287167
16512 0.867571 -0.503129 0.141114 0.692551
16513 0.88044 0.165849 -0.307254 0.808248
16514 0.983238 -0.0258851 -0.872297 0.452975
16515 1.23067 -1.1447 -0.441741 0.0952133
16516 1.23067 -1.1447 -0.441741 0.0952133
16517 1.23067 -1.1447 -0.441741 0.0952133
16518 1.23067 -1.1447 -0.441741 0.0952133
16519 0.996839 -0.0501143 -0.975203 0.200386
16520 0.293121 -0.258171 -0.0430383 0.131966
16521 0.293121 -0.258171 -0.0430383 0.131966
16522 0.293121 -0.258171 -0.0430383 0.131966
16523 0.23568 0.0535406 -0.173958 -0.149723
16524 0.23568 0.0535406 -0.173958 -0.149723
16525 0.23568 0.0535406 -0.173958 -0.149723
16526 0.23568 0.0535406 -0.173958 -0.149723
16527 1.03587 -0.604301 0.829018 -0.143439
16528 0.585911 0.384448 0.334799 -0.288792
16529 0.585911 0.384448 0.334799 -0.288792
16530 0.585911 0.384448 0.334799 -0.288792
16531 0.585911 0.384448 0.334799 -0.288792
16532 0.585911 0.384448 0.334799 -0.288792
16533 0.585911 0.384448 0.334799 -0.288792
16534 0.585911 0.384448 0.334799 -0.288792
16535 1.69183 0.86133 0.437109 -1.38901
16536 1.6976 0.929266 0.0286501 -1.42039
16537 2.76896 0.941341 0.24976 -2.59203
16538 2.78562 0.569638 -0.732909 -2.62641
16539 2.59702 -0.352387 -0.525397 -2.51879
16540 3.29075 -1.11111 -1.35785 -2.78401
16541 4.10843 0.0768605 -2.30369 -3.40092
16542 4.10843 0.0768605 -2.30369 -3.40092
16543 3.41162 0.509288 -1.68577 -2.92198
16544 2.97945 0.284625 -1.19555 -2.71418
16545 2.51331 -0.668907 -0.846075 -2.27012
16546 1.88493 -1.34915 -0.750145 -1.08168
16547 1.88493 -1.34915 -0.750145 -1.08168
16548 1.88493 -1.34915 -0.750145 -1.08168
16549 1.84732 -1.20722 -0.758454 -1.17472
16550 0.450079 -0.119207 0.103885 -0.421389
16551 0.450079 -0.119207 0.103885 -0.421389
16552 0.354971 0.0265034 0.196023 -0.294748
16553 0.354971 0.0265034 0.196023 -0.294748
16554 0.354971 0.0265034 0.196023 -0.294748
16555 0.354971 0.0265034 0.196023 -0.294748
16556 0.354971 0.0265034 0.196023 -0.294748
16557 0.903124 -0.178019 0.867669 -0.176333
16558 0.903124 -0.178019 0.867669 -0.176333
16559 1.89218 -1.26298 0.620865 -1.26482
16560 1.89218 -1.26298 0.620865 -1.26482
16561 1.89218 -1.26298 0.620865 -1.26482
16562 1.77884 -0.813552 0.148464 -1.57491
16563 0.496238 -0.0132909 -0.303612 -0.392295
16564 0.496238 -0.0132909 -0.303612 -0.392295
16565 0.496238 -0.0132909 -0.303612 -0.392295
16566 0.675146 -0.397469 -0.404185 -0.366708
16567 0.675146 -0.397469 -0.404185 -0.366708
16568 0.675146 -0.397469 -0.404185 -0.366708
16569 0.675146 -0.397469 -0.404185 -0.366708
16570 0.675146 -0.397469 -0.404185 -0.366708
16571 0.675146 -0.397469 -0.404185 -0.366708
16572 0.675146 -0.397469 -0.404185 -0.366708
16573 0.675146 -0.397469 -0.404185 -0.366708
16574 0.675146 -0.397469 -0.404185 -0.366708
16575 0.675146 -0.397469 -0.404185 -0.366708
16576 0.675146 -0.397469 -0.404185 -0.366708
16577 0.622621 -0.4433 0.204678 -0.386327
16578 0.96438 -0.0149665 -0.341826 -0.901643
16579 2.1862 -0.846513 -0.290351 -1.99464
16580 2.1862 -0.846513 -0.290351 -1.99464
16581 1.7402 -0.322729 0.556161 -1.61704
16582 0.673359 -0.288886 0.434524 -0.425612
16583 0.673359 -0.288886 0.434524 -0.425612
16584 0.673359 -0.288886 0.434524 -0.425612
16585 1.0967 0.838725 -0.523111 -0.475023
16586 0.896223 0.490527 0.388141 -0.64183
16587 0.896223 0.490527 0.388141 -0.64183
16588 0.896223 0.490527 0.388141 -0.64183
16589 0.653763 0.0358062 -0.64 0.128544
16590 0.653763 0.0358062 -0.64 0.128544
16591 0.653763 0.0358062 -0.64 0.128544
16592 0.653763 0.0358062 -0.64 0.128544
16593 0.653763 0.0358062 -0.64 0.128544
16594 1.35167 -0.603487 -1.18656 0.234277
16595 0.56434 0.553205 -0.0883876 0.0680578
16596 0.56434 0.553205 -0.0883876 0.0680578
16597 0.604542 0.450331 -0.221658 -0.336959
16598 0.604542 0.450331 -0.221658 -0.336959
16599 1.05561 -0.536702 0.90753 0.0514904
16600 1.05561 -0.536702 0.90753 0.0514904
16601 1.05561 -0.536702 0.90753 0.0514904
16602 1.05561 -0.536702 0.90753 0.0514904
16603 0.628821 0.525345 0.333874 -0.0892044
16604 0.628821 0.525345 0.333874 -0.0892044
16605 0.628821 0.525345 0.333874 -0.0892044
16606 0.628821 0.525345 0.333874 -0.0892044
16607 0.628821 0.525345 0.333874 -0.0892044
16608 0.628821 0.525345 0.333874 -0.0892044
16609 0.801772 -0.132053 -0.052133 -0.789102
16610 0.801772 -0.132053 -0.052133 -0.789102
16611 1.43034 0.572909 -1.16233 -0.605512
16612 1.43034 0.572909 -1.16233 -0.605512
16613 1.43034 0.572909 -1.16233 -0.605512
16614 1.11359 -0.0586578 -0.554474 -0.96395
16615 1.11359 -0.0586578 -0.554474 -0.96395
16616 1.11359 -0.0586578 -0.554474 -0.96395
16617 0.973923 0.482564 -0.267545 -0.802545
16618 0.402635 -0.176932 -0.215409 0.290532
16619 1.32938 0.598041 -1.10033 0.445941
16620 1.0417 0.538616 -0.704726 -0.546256
16621 1.74003 1.11402 -0.923751 -0.966096
16622 1.74003 1.11402 -0.923751 -0.966096
16623 1.78206 1.12069 -1.37344 -0.182925
16624 1.78206 1.12069 -1.37344 -0.182925
16625 1.7712 1.71924 -0.199818 0.376075
16626 2.03926 1.9905 0.376083 0.234652
16627 2.03926 1.9905 0.376083 0.234652
16628 2.03926 1.9905 0.376083 0.234652
16629 2.03926 1.9905 0.376083 0.234652
16630 2.03926 1.9905 0.376083 0.234652
16631 1.94689 1.2699 0.861353 1.19825
16632 1.07206 0.550376 0.673114 0.62715
16633 1.31306 0.809473 -0.101635 1.02886
16634 1.24859 0.974289 0.39586 0.673071
16635 1.24859 0.974289 0.39586 0.673071
16636 1.24859 0.974289 0.39586 0.673071
16637 1.12889 0.879197 0.232547 0.668823
16638 0.553435 -0.0760366 -0.513858 -0.190942
16639 0.553435 -0.0760366 -0.513858 -0.190942
16640 0.553435 -0.0760366 -0.513858 -0.190942
16641 1.07803 0.287131 -0.812931 0.647181
16642 0.861546 -0.0786468 -0.312791 0.798897
16643 2.15411 -0.261246 -1.38449 1.62946
16644 1.20177 -0.127506 -1.10665 0.450911
16645 1.20177 -0.127506 -1.10665 0.450911
16646 1.11314 0.565787 -0.89436 0.34509
16647 0.666748 0.375347 -0.0715998 -0.546389
16648 0.666748 0.375347 -0.0715998 -0.546389
16649 0.666748 0.375347 -0.0715998 -0.546389
16650 0.666748 0.375347 -0.0715998 -0.546389
16651 0.627092 0.293701 0.509723 -0.217179
16652 0.627092 0.293701 0.509723 -0.217179
16653 1.54516 -0.0284817 0.86305 -1.28134
16654 1.54516 -0.0284817 0.86305 -1.28134
16655 1.54516 -0.0284817 0.86305 -1.28134
16656 0.692007 -0.44726 -0.279622 -0.447933
16657 0.692007 -0.44726 -0.279622 -0.447933
16658 0.692007 -0.44726 -0.279622 -0.447933
16659 0.692007 -0.44726 -0.279622 -0.447933
16660 1.2939 -1.11888 0.37305 0.532097
16661 1.2939 -1.11888 0.37305 0.532097
16662 1.85059 -1.40143 1.01559 0.655189
16663 1.85059 -1.40143 1.01559 0.655189
16664 1.71588 -1.69119 -0.113875 -0.266717
16665 1.48552 -0.582348 -1.13336 -0.763642
16666 1.32575 0.13577 -1.26864 0.360174
16667 1.32575 0.13577 -1.26864 0.360174
16668 1.32575 0.13577 -1.26864 0.360174
16669 1.32575 0.13577 -1.26864 0.360174
16670 1.32575 0.13577 -1.26864 0.360174
16671 1.32575 0.13577 -1.26864 0.360174
16672 2.47808 0.206603 -2.3832 -0.646961
16673 3.70335 1.12474 -3.47562 -0.608143
16674 3.71191 1.16582 -3.42887 -0.813627
16675 3.06565 0.148049 -3.06008 0.110422
16676 2.42257 0.934586 -2.05441 0.88024
16677 2.07954 -0.209568 -1.98721 0.575822
16678 2.42757 -1.08157 -1.56816 1.50473
16679 1.60578 -1.10067 -1.10583 0.379717
16680 1.56191 -0.789858 -0.85639 1.04032
16681 1.56191 -0.789858 -0.85639 1.04032
16682 2.21704 -0.366379 -0.927182 1.98025
16683 2.75064 -1.18232 -1.01 2.26893
16684 2.75064 -1.18232 -1.01 2.26893
16685 2.79444 -0.0557154 -0.221147 2.78512
16686 2.03852 -0.881495 0.598721 1.73783
16687 2.03852 -0.881495 0.598721 1.73783
16688 1.91991 -0.0720521 1.10744 1.56667
16689 1.91991 -0.0720521 1.10744 1.56667
16690 2.75921 -0.988486 1.51785 2.08141
16691 2.75921 -0.988486 1.51785 2.08141
16692 2.71799 -0.949192 0.506052 2.49608
16693 2.23045 -1.04083 1.23046 1.54193
16694 2.12415 0.124941 0.908281 1.9161
16695 1.82115 -0.893984 1.17074 1.07085
16696 1.82115 -0.893984 1.17074 1.07085
16697 1.91485 -0.845962 1.24379 1.18489
16698 1.43702 -0.130734 0.462777 1.35417
16699 0.850431 -0.419856 -0.167346 0.720381
16700 0.850431 -0.419856 -0.167346 0.720381
16701 0.850431 -0.419856 -0.167346 0.720381
16702 0.991261 -0.285471 0.108593 0.943034
16703 0.991261 -0.285471 0.108593 0.943034
16704 0.991261 -0.285471 0.108593 0.943034
16705 0.991261 -0.285471 0.108593 0.943034
16706 1.27673 0.678632 1.01363 0.376894
16707 1.60314 -0.472728 0.419154 1.4734
16708 1.37263 -0.76772 0.306706 1.09574
16709 1.37263 -0.76772 0.306706 1.09574
16710 1.67374 -1.10752 0.478155 1.16025
16711 1.67374 -1.10752 0.478155 1.16025
16712 1.26403 -1.02019 0.560989 0.492233
16713 1.38621 -0.67921 1.20629 0.0715286
16714 1.38621 -0.67921 1.20629 0.0715286
16715 1.64946 -0.110051 1.5979 0.394088
16716 1.90691 -0.865017 1.66071 -0.360695
16717 2.22004 -1.43702 0.743805 -1.51997
16718 1.40211 -0.754743 -0.141062 -1.17319
16719 1.40211 -0.754743 -0.141062 -1.17319
16720 1.91267 -1.87794 0.362795 0.00635994
16721 2.11388 -1.99688 -0.67701 0.15033
16722 2.11388 -1.99688 -0.67701 0.15033
16723 3.04712 -3.03132 -0.0640262 0.30327
16724 2.17266 -1.95608 0.133293 0.936178
16725 2.08918 -1.5998 -0.342616 1.29919
16726 1.50727 -0.734494 0.646866 1.14627
16727 2.07794 -1.91485 0.458527 0.66403
16728 2.07794 -1.91485 0.458527 0.66403
16729 2.07794 -1.91485 0.458527 0.66403
16730 1.9535 -1.59454 0.252166 1.10001
16731 1.91988 -0.750415 -0.53846 1.68312
16732 1.91988 -0.750415 -0.53846 1.68312
16733 1.91988 -0.750415 -0.53846 1.68312
16734 1.86669 -1.02775 -0.372886 1.51301
16735 2.55851 -1.85737 -0.687614 1.61967
16736 3.41133 -1.54626 -1.25705 2.76877
16737 3.93459 -2.25144 -0.816077 3.12187
16738 3.93459 -2.25144 -0.816077 3.12187
16739 3.93459 -2.25144 -0.816077 3.12187
16740 3.93459 -2.25144 -0.816077 3.12187
16741 3.47725 -1.35809 -1.02115 3.03383
16742 3.47725 -1.35809 -1.02115 3.03383
16743 3.47725 -1.35809 -1.02115 3.03383
16744 3.10337 -1.58126 -0.253501 2.65824
16745 3.10337 -1.58126 -0.253501 2.65824
16746 2.32165 -1.49033 0.641238 1.66066
16747 2.32165 -1.49033 0.641238 1.66066
16748 2.80986 -1.57027 -0.123051 2.32689
16749 1.6525 -1.09993 0.454158 1.14658
16750 1.6525 -1.09993 0.454158 1.14658
16751 1.3686 -1.30445 0.1382 0.390346
16752 1.45997 -1.32707 0.140947 0.592045
16753 2.20289 -1.64671 1.27538 0.717281
16754 1.10423 -0.780395 0.702684 -0.341378
16755 0.7367 0.297969 0.500479 0.451068
16756 0.7367 0.297969 0.500479 0.451068
16757 0.7367 0.297969 0.500479 0.451068
16758 0.7367 0.297969 0.500479 0.451068
16759 0.502886 0.352715 -0.131654 -0.333398
16760 0.502886 0.352715 -0.131654 -0.333398
16761 0.521623 0.494769 -0.151506 0.0658837
16762 0.521623 0.494769 -0.151506 0.0658837
16763 0.521623 0.494769 -0.151506 0.0658837
16764 1.47485 1.00193 -0.186397 -1.0661
16765 1.47485 1.00193 -0.186397 -1.0661
16766 1.89089 1.88027 0.183615 -0.0795002
16767 1.89089 1.88027 0.183615 -0.0795002
16768 1.89089 1.88027 0.183615 -0.0795002
16769 1.89089 1.88027 0.183615 -0.0795002
16770 1.89089 1.88027 0.183615 -0.0795002
16771 1.89089 1.88027 0.183615 -0.0795002
16772 1.90558 1.6115 -0.620912 0.805456
16773 1.90558 1.6115 -0.620912 0.805456
16774 0.99831 0.819496 0.245056 0.51478
16775 0.99831 0.819496 0.245056 0.51478
16776 0.99831 0.819496 0.245056 0.51478
16777 1.10185 -0.272335 0.445345 0.970343
16778 1.51599 -0.455286 -0.30658 1.41313
16779 1.51599 -0.455286 -0.30658 1.41313
16780 1.60283 0.496734 -1.42526 0.539406
16781 0.484007 -0.0291617 -0.417318 0.243429
16782 0.484007 -0.0291617 -0.417318 0.243429
16783 0.484007 -0.0291617 -0.417318 0.243429
16784 1.00571 0.0535143 -0.382887 0.928434
16785 0.980392 -0.158135 0.26468 0.930648
16786 0.707187 -0.18328 0.653673 -0.198075
16787 0.713946 0.535167 0.400965 -0.250085
16788 0.713946 0.535167 0.400965 -0.250085
16789 0.713946 0.535167 0.400965 -0.250085
16790 0.713946 0.535167 0.400965 -0.250085
16791 0.713946 0.535167 0.400965 -0.250085
16792 0.713946 0.535167 0.400965 -0.250085
16793 0.789817 0.239221 0.324196 -0.679325
16794 0.338548 0.0844143 -0.327522 0.0147651
16795 0.848384 0.379883 -0.750541 -0.110147
16796 0.848384 0.379883 -0.750541 -0.110147
16797 1.88365 1.24194 -1.37138 0.353595
16798 1.88365 1.24194 -1.37138 0.353595
16799 1.5242 1.42172 -0.288532 -0.467574
16800 1.5242 1.42172 -0.288532 -0.467574
16801 1.5242 1.42172 -0.288532 -0.467574
16802 1.02164 0.729087 -0.410934 0.585936
16803 1.02164 0.729087 -0.410934 0.585936
16804 1.02164 0.729087 -0.410934 0.585936
16805 1.02164 0.729087 -0.410934 0.585936
16806 1.02164 0.729087 -0.410934 0.585936
16807 1.6588 -0.446984 -1.55441 -0.3683
16808 1.51263 0.165074 -1.50295 0.0442163
16809 1.83421 -0.533487 -1.72132 0.341764
16810 1.83421 -0.533487 -1.72132 0.341764
16811 1.83421 -0.533487 -1.72132 0.341764
16812 1.93611 -0.284944 -1.83653 0.542656
16813 1.68721 -0.543037 -1.07887 1.17807
16814 1.78351 0.641721 -0.652455 1.53082
16815 2.05955 0.834009 -1.69734 0.815624
16816 2.78503 -0.274337 -2.75034 -0.341666
16817 2.83229 -1.05684 -2.61071 -0.298511
16818 2.83229 -1.05684 -2.61071 -0.298511
16819 2.83229 -1.05684 -2.61071 -0.298511
16820 2.9171 -1.55901 -2.38714 -0.616897
16821 3.1505 -1.4365 -2.71507 -0.700367
16822 3.61043 -1.24001 -3.01836 -1.54501
16823 3.81413 -0.562244 -2.62484 -2.70955
16824 3.81413 -0.562244 -2.62484 -2.70955
16825 2.70898 -0.0924748 -1.86424 -1.96332
16826 2.70898 -0.0924748 -1.86424 -1.96332
16827 2.90118 -0.835713 -2.12884 -1.78507
16828 2.26397 -1.26814 -1.34871 -1.3032
16829 2.19928 -0.49641 -1.86872 -1.04799
16830 2.19928 -0.49641 -1.86872 -1.04799
16831 1.05641 0.0380049 -1.04389 -0.157638
16832 1.05641 0.0380049 -1.04389 -0.157638
16833 1.05641 0.0380049 -1.04389 -0.157638
16834 1.28055 -0.268165 -1.16028 0.470796
16835 0.965904 0.892608 -0.0228002 0.368375
16836 0.741541 0.251426 0.495812 0.490753
16837 0.741541 0.251426 0.495812 0.490753
16838 0.741541 0.251426 0.495812 0.490753
16839 0.741541 0.251426 0.495812 0.490753
16840 0.639161 0.0177285 -0.632413 -0.0909186
16841 0.742263 0.504866 0.110629 -0.532754
16842 0.977193 0.721229 0.419038 -0.50906
16843 0.977193 0.721229 0.419038 -0.50906
16844 0.977193 0.721229 0.419038 -0.50906
16845 0.977193 0.721229 0.419038 -0.50906
16846 0.977193 0.721229 0.419038 -0.50906
16847 0.977193 0.721229 0.419038 -0.50906
16848 0.387166 0.101936 -0.123394 0.352535
16849 0.73674 0.158107 -0.595921 0.403318
16850 1.23404 -0.577614 0.0522089 1.08927
16851 1.23404 -0.577614 0.0522089 1.08927
16852 0.844422 -0.373179 0.0880637 0.752351
16853 0.908883 -0.445016 0.276861 0.742548
16854 0.601534 -0.503515 0.30928 -0.112524
16855 0.326413 -0.102481 -0.309826 -0.00713295
16856 0.326413 -0.102481 -0.309826 -0.00713295
16857 0.326413 -0.102481 -0.309826 -0.00713295
16858 0.326413 -0.102481 -0.309826 -0.00713295
16859 0.326413 -0.102481 -0.309826 -0.00713295
16860 0.326413 -0.102481 -0.309826 -0.00713295
16861 0.96695 0.416475 -0.254101 0.834849
16862 0.680521 -0.435847 0.521575 0.033262
16863 1.08336 -0.385187 0.842892 0.561096
16864 1.33148 -0.795618 0.208722 1.04703
16865 1.33148 -0.795618 0.208722 1.04703
16866 1.33148 -0.795618 0.208722 1.04703
16867 1.33148 -0.795618 0.208722 1.04703
16868 1.33148 -0.795618 0.208722 1.04703
16869 1.33148 -0.795618 0.208722 1.04703
16870 1.85337 -0.779797 0.756693 1.50144
16871 1.85337 -0.779797 0.756693 1.50144
16872 1.85337 -0.779797 0.756693 1.50144
16873 1.92699 -1.78957 0.56729 0.434622
16874 1.71329 -1.38964 0.989207 0.160367
16875 1.71329 -1.38964 0.989207 0.160367
16876 1.7404 -1.70536 0.184114 -0.294712
16877 2.07653 -1.91467 0.655618 0.464953
16878 2.10269 -2.02193 0.37287 0.440547
16879 2.18323 -1.99137 -0.609005 -0.655788
16880 2.18323 -1.99137 -0.609005 -0.655788
16881 2.24018 -2.17276 0.045829 -0.54349
16882 2.24018 -2.17276 0.045829 -0.54349
16883 2.30927 -2.18062 -0.665752 -0.366558
16884 2.03703 -1.92833 -0.563173 0.337444
16885 1.97725 -1.77393 -0.344818 0.802355
16886 1.8975 -0.775572 -0.46145 1.66915
16887 1.8975 -0.775572 -0.46145 1.66915
16888 1.39927 -0.522535 0.0864672 1.29516
16889 2.482 -0.14873 0.944633 2.29039
16890 1.25714 0.439828 0.135772 1.16983
16891 1.25714 0.439828 0.135772 1.16983
16892 1.04598 -0.229243 0.907053 0.46773
16893 1.43521 -1.08631 0.753546 -0.558486
16894 1.04419 -0.0125895 0.963492 -0.402313
16895 1.04419 -0.0125895 0.963492 -0.402313
16896 0.938773 0.65387 0.625916 -0.248954
16897 0.938773 0.65387 0.625916 -0.248954
16898 1.00391 -0.4308 0.116928 -0.899206
16899 1.0507 0.272411 0.996536 -0.191542
16900 1.0507 0.272411 0.996536 -0.191542
16901 1.0507 0.272411 0.996536 -0.191542
16902 0.930338 -0.34235 0.77157 0.39116
16903 1.06974 0.627296 0.0229977 0.866211
16904 0.60004 -0.478838 0.294581 -0.209727
16905 0.60004 -0.478838 0.294581 -0.209727
16906 0.60004 -0.478838 0.294581 -0.209727
16907 0.60004 -0.478838 0.294581 -0.209727
16908 0.60004 -0.478838 0.294581 -0.209727
16909 0.60004 -0.478838 0.294581 -0.209727
16910 0.60004 -0.478838 0.294581 -0.209727
16911 0.60004 -0.478838 0.294581 -0.209727
16912 0.60004 -0.478838 0.294581 -0.209727
16913 1.28767 0.116088 0.236871 -1.26036
16914 1.28767 0.116088 0.236871 -1.26036
16915 1.28767 0.116088 0.236871 -1.26036
16916 1.28767 0.116088 0.236871 -1.26036
16917 1.28767 0.116088 0.236871 -1.26036
16918 1.28767 0.116088 0.236871 -1.26036
16919 0.736608 0.161843 0.476923 -0.537535
16920 0.156706 -0.033768 0.0982268 0.117338
16921 0.156706 -0.033768 0.0982268 0.117338
16922 0.156706 -0.033768 0.0982268 0.117338
16923 0.156706 -0.033768 0.0982268 0.117338
16924 0.156706 -0.033768 0.0982268 0.117338
16925 0.156706 -0.033768 0.0982268 0.117338
16926 0.156706 -0.033768 0.0982268 0.117338
16927 0.777019 0.493203 0.520434 -0.299428
16928 1.20801 -0.3567 -0.14953 -1.14442
16929 1.20801 -0.3567 -0.14953 -1.14442
16930 1.20801 -0.3567 -0.14953 -1.14442
16931 1.20801 -0.3567 -0.14953 -1.14442
16932 1.20801 -0.3567 -0.14953 -1.14442
16933 1.39851 -0.183802 -1.02755 -0.93069
16934 1.39851 -0.183802 -1.02755 -0.93069
16935 1.39851 -0.183802 -1.02755 -0.93069
16936 1.56787 0.981538 -0.4659 -1.13036
16937 1.56787 0.981538 -0.4659 -1.13036
16938 1.2556 -0.0939996 -0.0302436 -1.25171
16939 1.2556 -0.0939996 -0.0302436 -1.25171
16940 1.10607 -0.831831 -0.727046 -0.0534003
16941 0.843362 0.348302 0.462693 -0.613075
16942 1.3382 0.080761 1.29917 0.310528
16943 1.51789 0.80102 1.28868 0.0408387
16944 0.918339 -0.395079 0.622948 0.546987
16945 1.63808 -1.39395 0.860224 0.0151257
16946 1.63808 -1.39395 0.860224 0.0151257
16947 1.7303 -1.09104 1.32202 0.236275
16948 1.7303 -1.09104 1.32202 0.236275
16949 1.21295 -0.905957 0.124666 0.796834
16950 2.11981 -1.91995 -0.89136 -0.113323
16951 2.27958 -2.11837 -0.819212 -0.194636
16952 1.07746 -1.02561 0.308718 -0.117259
16953 1.07746 -1.02561 0.308718 -0.117259
16954 0.78723 -0.124491 -0.74895 -0.208104
16955 0.78723 -0.124491 -0.74895 -0.208104
16956 0.78723 -0.124491 -0.74895 -0.208104
16957 0.78419 0.738977 -0.262303 -0.00806505
16958 0.78419 0.738977 -0.262303 -0.00806505
16959 0.78419 0.738977 -0.262303 -0.00806505
16960 0.78419 0.738977 -0.262303 -0.00806505
16961 1.0134 -0.288786 0.316794 0.918277
16962 1.0134 -0.288786 0.316794 0.918277
16963 0.85396 0.462245 -0.486294 0.528294
16964 0.85396 0.462245 -0.486294 0.528294
16965 1.95171 0.883962 0.500593 1.66648
16966 1.64064 0.490811 1.18386 1.02434
16967 1.64064 0.490811 1.18386 1.02434
16968 1.74283 1.41476 0.880325 0.51081
16969 1.74283 1.41476 0.880325 0.51081
16970 2.42459 1.11145 1.75573 1.24929
16971 0.986821 0.593792 0.750619 0.240413
16972 0.584674 -0.580983 -0.0532763 -0.038262
16973 0.584674 -0.580983 -0.0532763 -0.038262
16974 0.584674 -0.580983 -0.0532763 -0.038262
16975 0.584674 -0.580983 -0.0532763 -0.038262
16976 0.584674 -0.580983 -0.0532763 -0.038262
16977 0.584674 -0.580983 -0.0532763 -0.038262
16978 0.584674 -0.580983 -0.0532763 -0.038262
16979 0.718233 -0.240866 -0.671096 0.0864472
16980 0.718233 -0.240866 -0.671096 0.0864472
16981 0.718233 -0.240866 -0.671096 0.0864472
16982 0.887009 0.227774 -0.533662 -0.670902
16983 0.887009 0.227774 -0.533662 -0.670902
16984 0.516975 0.33114 -0.0787411 0.389114
16985 0.516975 0.33114 -0.0787411 0.389114
16986 0.516975 0.33114 -0.0787411 0.389114
16987 0.69908 -0.212757 -0.600681 -0.287454
16988 0.69908 -0.212757 -0.600681 -0.287454
16989 0.998173 0.161281 -0.981373 0.0851191
16990 0.603971 -0.353126 -0.48905 0.0302224
16991 0.603971 -0.353126 -0.48905 0.0302224
16992 0.797251 -0.74831 0.0934266 -0.258675
