#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1      2.9025      2.9025           0
           2      2.9024     2.90245  3.6934e-05
           3     2.90208     2.90233 0.000102417
           4     2.90156     2.90213  0.00018254
           5     2.90083     2.90187 0.000275162
           6     2.89989     2.90154 0.000378956
           7     2.89874     2.90114 0.000493049
           8     2.89737     2.90067 0.000616848
           9     2.89579     2.90013 0.000749949
          10     2.89398     2.89951 0.000892085
          11     2.89195     2.89883  0.00104309
          12     2.88968     2.89806  0.00120289
          13     2.88717     2.89723  0.00137147
          14     2.88442     2.89631  0.00154882
          15     2.88141     2.89532  0.00173498
          16     2.87815     2.89424   0.0019301
          17     2.87461     2.89309  0.00213428
          18      2.8708     2.89185  0.00234766
          19      2.8667     2.89053  0.00257046
          20     2.86229     2.88912  0.00280299
          21     2.85757     2.88761  0.00304557
          22     2.85252     2.88602  0.00329853
          23     2.84713     2.88433  0.00356223
          24     2.84138     2.88254  0.00383704
          25     2.83526     2.88065  0.00412334
          26     2.82875     2.87865   0.0044215
          27     2.82184     2.87655  0.00473195
          28     2.81451     2.87433  0.00505513
          29     2.80674       2.872  0.00539148
          30      2.7985     2.86955  0.00574145
          31      2.7898     2.86698  0.00610546
          32      2.7806     2.86428  0.00648398
          33     2.77088     2.86145   0.0068775
          34     2.76063     2.85848  0.00728652
          35     2.74981     2.85538  0.00771154
          36     2.73841     2.85213  0.00815308
          37     2.72642     2.84873  0.00861162
          38      2.7138     2.84518  0.00908761
          39     2.70055     2.84147  0.00958146
          40     2.68664      2.8376   0.0100936
          41     2.67205     2.83356   0.0106244
          42     2.65678     2.82935   0.0111741
          43      2.6408     2.82497   0.0117432
          44      2.6241      2.8204   0.0123318
          45     2.60667     2.81565   0.0129401
          46     2.58851     2.81072   0.0135684
          47      2.5696     2.80559   0.0142165
          48     2.54995     2.80026   0.0148845
          49     2.52956     2.79474   0.0155723
          50     2.50843     2.78901   0.0162796
          51     2.48659     2.78308   0.0170061
          52     2.46404     2.77694   0.0177513
          53     2.44081      2.7706   0.0185147
          54     2.41692     2.76405   0.0192956
          55      2.3924      2.7573   0.0200932
          56     2.36729     2.75033   0.0209066
          57     2.34163     2.74316   0.0217346
          58     2.31547     2.73579   0.0225761
          59     2.28885     2.72821   0.0234299
          60     2.26184     2.72044   0.0242946
          61     2.23448     2.71247   0.0251686
          62     2.20684     2.70432   0.0260504
          63     2.17898     2.69598   0.0269385
          64     2.15096     2.68746   0.0278311
          65     2.12284     2.67878   0.0287265
          66      2.0947     2.66993    0.029623
          67     2.06658     2.66092    0.030519
          68     2.03856     2.65177   0.0314126
          69      2.0107     2.64248   0.0323021
          70     1.98304     2.63306   0.0331859
          71     1.95566     2.62352   0.0340623
          72     1.92861     2.61387   0.0349298
          73     1.90195     2.60411   0.0357869
          74     1.87571     2.59427    0.036632
          75     1.84997     2.58435   0.0374637
          76     1.82475     2.57435   0.0382808
          77     1.80013      2.5643   0.0390818
          78     1.77614     2.55419   0.0398656
          79     1.75282     2.54405   0.0406311
          80     1.73023     2.53387   0.0413771
          81     1.70841     2.52368   0.0421025
          82     1.68741     2.51349   0.0428064
          83     1.66726     2.50329   0.0434879
          84     1.64801     2.49311    0.044146
          85     1.62969     2.48295   0.0447801
          86     1.61235     2.47283   0.0453892
          87     1.59603     2.46275   0.0459727
          88     1.58075     2.45273   0.0465301
          89     1.56654     2.44277   0.0470606
          90     1.55343     2.43289   0.0475638
          91     1.54145     2.42309   0.0480393
          92      1.5306     2.41339   0.0484868
          93     1.52089     2.40379   0.0489059
          94     1.51234     2.39431   0.0492965
          95     1.50493     2.38495   0.0496586
          96     1.49865     2.37572   0.0499922
          97     1.49348     2.36662   0.0502974
          98     1.48938     2.35767   0.0505744
          99     1.48632     2.34887   0.0508237
         100     1.48425     2.34022   0.0510456
         101     1.48312     2.33174   0.0512407
         102     1.48286     2.32341   0.0514098
         103     1.48341     2.31526   0.0515535
         104     1.48469     2.30727   0.0516726
         105     1.48663     2.29946   0.0517682
         106     1.48915     2.29181   0.0518412
         107     1.49217     2.28434   0.0518925
         108     1.49562     2.27703   0.0519234
         109     1.49941      2.2699   0.0519348
         110     1.50348     2.26293    0.051928
         111     1.50774     2.25613   0.0519039
         112     1.51214     2.24949   0.0518638
         113     1.51661       2.243   0.0518088
         114     1.52111     2.23667   0.0517399
         115     1.52557     2.23049   0.0516581
         116     1.52996     2.22445   0.0515646
         117     1.53424     2.21855   0.0514602
         118     1.53838     2.21278   0.0513459
         119     1.54236     2.20715   0.0512226
         120     1.54617     2.20164    0.051091
         121     1.54978     2.19625    0.050952
         122     1.55319     2.19098   0.0508063
         123      1.5564     2.18582   0.0506545
         124      1.5594     2.18077   0.0504973
         125      1.5622     2.17582   0.0503352
         126     1.56482     2.17097   0.0501687
         127     1.56725     2.16622   0.0499984
         128     1.56951     2.16156   0.0498247
         129     1.57162     2.15699   0.0496479
         130     1.57358      2.1525   0.0494684
         131     1.57541     2.14809   0.0492865
         132     1.57713     2.14377   0.0491026
         133     1.57875     2.13952   0.0489168
         134     1.58028     2.13535   0.0487295
         135     1.58174     2.13124   0.0485407
         136     1.58315     2.12721   0.0483508
         137      1.5845     2.12325   0.0481599
         138     1.58581     2.11936   0.0479682
         139     1.58708     2.11553   0.0477757
         140     1.58832     2.11176   0.0475826
         141     1.58954     2.10806    0.047389
         142     1.59073     2.10442   0.0471951
         143      1.5919     2.10083    0.047001
         144     1.59304     2.09731   0.0468067
         145     1.59416     2.09384   0.0466123
         146     1.59524     2.09042    0.046418
         147     1.59628     2.08706   0.0462238
         148     1.59729     2.08375   0.0460298
         149     1.59827     2.08049    0.045836
         150      1.5992     2.07728   0.0456426
         151     1.60008     2.07412   0.0454496
         152     1.60092     2.07101   0.0452571
         153     1.60171     2.06794   0.0450652
         154     1.60245     2.06492   0.0448738
         155     1.60315     2.06194   0.0446831
         156     1.60381       2.059    0.044493
         157     1.60443     2.05611   0.0443037
         158     1.60504     2.05325   0.0441152
         159     1.60563     2.05044   0.0439275
         160     1.60622     2.04766   0.0437406
         161     1.60682     2.04492   0.0435545
         162     1.60744     2.04222   0.0433693
         163     1.60809     2.03956    0.043185
         164     1.60879     2.03693   0.0430014
         165     1.60955     2.03434   0.0428188
         166     1.61037     2.03179   0.0426369
         167     1.61126     2.02927   0.0424559
         168     1.61221     2.02679   0.0422757
         169     1.61324     2.02434   0.0420963
         170     1.61434     2.02193   0.0419177
         171     1.61549     2.01955   0.0417399
         172      1.6167     2.01721   0.0415629
         173     1.61793      2.0149   0.0413867
         174     1.61918     2.01263   0.0412113
         175     1.62043     2.01039   0.0410367
         176     1.62164     2.00818   0.0408629
         177     1.62281       2.006     0.04069
         178      1.6239     2.00385    0.040518
         179     1.62489     2.00174   0.0403469
         180     1.62576     1.99965   0.0401768
         181     1.62648     1.99759   0.0400077
         182     1.62705     1.99555   0.0398396
         183     1.62743     1.99354   0.0396727
         184     1.62762     1.99155   0.0395069
         185      1.6276     1.98958   0.0393423
         186     1.62738     1.98764   0.0391789
         187     1.62695     1.98571   0.0390169
         188      1.6263      1.9838   0.0388561
         189     1.62545      1.9819   0.0386968
         190      1.6244     1.98002   0.0385388
         191     1.62317     1.97815   0.0383823
         192     1.62176     1.97629   0.0382273
         193     1.62019     1.97445   0.0380737
         194     1.61849     1.97261   0.0379216
         195     1.61667     1.97079   0.0377711
         196     1.61475     1.96897    0.037622
         197     1.61276     1.96716   0.0374745
         198     1.61071     1.96536   0.0373284
         199     1.60864     1.96357   0.0371839
         200     1.60656     1.96179   0.0370408
         201     1.60448     1.96001   0.0368991
         202     1.60244     1.95824   0.0367589
         203     1.60045     1.95648     0.03662
         204     1.59852     1.95472   0.0364825
         205     1.59668     1.95297   0.0363464
         206     1.59494     1.95124   0.0362114
         207     1.59331     1.94951   0.0360778
         208     1.59182     1.94779   0.0359453
         209     1.59046     1.94608   0.0358139
         210     1.58925     1.94438   0.0356837
         211      1.5882     1.94269   0.0355545
         212     1.58732     1.94101   0.0354262
         213     1.58663     1.93935    0.035299
         214     1.58613      1.9377   0.0351726
         215     1.58582     1.93606   0.0350471
         216     1.58574     1.93444   0.0349223
         217     1.58587     1.93283   0.0347983
         218     1.58623     1.93125    0.034675
         219     1.58684     1.92967   0.0345523
         220     1.58771     1.92812   0.0344302
         221     1.58885     1.92658   0.0343086
         222     1.59027     1.92507   0.0341875
         223     1.59198     1.92357   0.0340668
         224     1.59398      1.9221   0.0339465
         225     1.59628     1.92065   0.0338265
         226     1.59889     1.91923   0.0337067
         227     1.60181     1.91783   0.0335872
         228     1.60503     1.91646   0.0334679
         229     1.60855     1.91512   0.0333488
         230     1.61235      1.9138   0.0332298
         231     1.61643     1.91251   0.0331108
         232     1.62076     1.91125    0.032992
         233     1.62532     1.91003   0.0328732
         234     1.63008     1.90883   0.0327545
         235     1.63502     1.90767   0.0326358
         236      1.6401     1.90653   0.0325172
         237     1.64529     1.90543   0.0323987
         238     1.65054     1.90436   0.0322803
         239     1.65583     1.90332   0.0321619
         240      1.6611     1.90231   0.0320438
         241     1.66634     1.90133   0.0319258
         242      1.6715     1.90038    0.031808
         243     1.67655     1.89946   0.0316904
         244     1.68146     1.89857   0.0315731
         245      1.6862      1.8977   0.0314561
         246     1.69075     1.89686   0.0313395
         247     1.69509     1.89604   0.0312233
         248      1.6992     1.89525   0.0311075
         249     1.70306     1.89448   0.0309921
         250     1.70666     1.89372   0.0308772
         251        1.71     1.89299   0.0307629
         252     1.71308     1.89228   0.0306491
         253     1.71589     1.89158   0.0305359
         254     1.71843      1.8909   0.0304233
         255     1.72072     1.89023   0.0303113
         256     1.72276     1.88958      0.0302
         257     1.72455     1.88894   0.0300893
         258     1.72611     1.88831   0.0299793
         259     1.72744     1.88768   0.0298699
         260     1.72856     1.88707   0.0297613
         261     1.72948     1.88647   0.0296534
         262     1.73023     1.88587   0.0295462
         263      1.7308     1.88528   0.0294398
         264     1.73121      1.8847   0.0293341
         265     1.73147     1.88412   0.0292291
         266      1.7316     1.88355   0.0291248
         267     1.73161     1.88298   0.0290213
         268     1.73151     1.88241   0.0289185
         269     1.73132     1.88185   0.0288164
         270     1.73103     1.88129   0.0287151
         271     1.73066     1.88074   0.0286145
         272     1.73022     1.88018   0.0285147
         273     1.72971     1.87963   0.0284156
         274     1.72914     1.87908   0.0283172
         275     1.72853     1.87854   0.0282195
         276     1.72786     1.87799   0.0281225
         277     1.72715     1.87745   0.0280263
         278      1.7264      1.8769   0.0279307
         279     1.72561     1.87636   0.0278359
         280     1.72479     1.87582   0.0277417
         281     1.72393     1.87528   0.0276483
         282     1.72303     1.87474   0.0275555
         283     1.72209      1.8742   0.0274634
         284     1.72111     1.87366    0.027372
         285     1.72009     1.87312   0.0272813
         286     1.71902     1.87258   0.0271912
         287      1.7179     1.87204   0.0271018
         288     1.71672      1.8715    0.027013
         289     1.71548     1.87096    0.026925
         290     1.71418     1.87042   0.0268376
         291      1.7128     1.86988   0.0267508
         292     1.71135     1.86934   0.0266647
         293     1.70981     1.86879   0.0265792
         294     1.70819     1.86825   0.0264944
         295     1.70647      1.8677   0.0264103
         296     1.70465     1.86715   0.0263268
         297     1.70273     1.86659    0.026244
         298      1.7007     1.86604   0.0261618
         299     1.69856     1.86548   0.0260803
         300     1.69631     1.86491   0.0259995
         301     1.69394     1.86435   0.0259193
         302     1.69145     1.86377   0.0258398
         303     1.68885      1.8632    0.025761
         304     1.68614     1.86261   0.0256828
         305     1.68332     1.86203   0.0256054
         306      1.6804     1.86143   0.0255286
         307     1.67738     1.86083   0.0254524
         308     1.67426     1.86023    0.025377
         309     1.67106     1.85962   0.0253023
         310     1.66779       1.859   0.0252282
         311     1.66446     1.85837   0.0251548
         312     1.66106     1.85774   0.0250822
         313     1.65762      1.8571   0.0250102
         314     1.65414     1.85645   0.0249389
         315     1.65063      1.8558   0.0248683
         316     1.64709     1.85514   0.0247983
         317     1.64354     1.85447   0.0247291
         318     1.63998      1.8538   0.0246605
         319     1.63641     1.85312   0.0245926
         320     1.63283     1.85243   0.0245254
         321     1.62926     1.85173   0.0244589
         322     1.62568     1.85103    0.024393
         323     1.62209     1.85032   0.0243278
         324     1.61851     1.84961   0.0242632
         325     1.61491     1.84888   0.0241993
         326     1.61131     1.84815    0.024136
         327     1.60769     1.84742   0.0240734
         328     1.60406     1.84668   0.0240114
         329     1.60041     1.84593   0.0239501
         330     1.59673     1.84517   0.0238894
         331     1.59304     1.84441   0.0238294
         332     1.58933     1.84364     0.02377
         333     1.58559     1.84287   0.0237113
         334     1.58184     1.84209   0.0236532
         335     1.57808      1.8413   0.0235957
         336     1.57432      1.8405   0.0235388
         337     1.57055      1.8397   0.0234826
         338     1.56681      1.8389    0.023427
         339     1.56309     1.83808    0.023372
         340     1.55942     1.83726   0.0233176
         341     1.55582     1.83644   0.0232639
         342     1.55229     1.83561   0.0232107
         343     1.54887     1.83477   0.0231581
         344     1.54558     1.83393    0.023106
         345     1.54242     1.83308   0.0230545
         346     1.53944     1.83224   0.0230034
         347     1.53663     1.83138   0.0229529
         348     1.53404     1.83053   0.0229029
         349     1.53167     1.82967   0.0228532
         350     1.52954     1.82882    0.022804
         351     1.52768     1.82796   0.0227552
         352     1.52608      1.8271   0.0227067
         353     1.52478     1.82624   0.0226585
         354     1.52377     1.82539   0.0226106
         355     1.52306     1.82454    0.022563
         356     1.52266     1.82369   0.0225155
         357     1.52257     1.82285   0.0224682
         358     1.52279     1.82201   0.0224211
         359     1.52332     1.82118   0.0223741
         360     1.52416     1.82035   0.0223271
         361     1.52529     1.81953   0.0222802
         362     1.52671     1.81873   0.0222334
         363     1.52841     1.81793   0.0221865
         364     1.53037     1.81714   0.0221396
         365     1.53258     1.81636   0.0220927
         366     1.53503     1.81559   0.0220457
         367     1.53769     1.81483   0.0219986
         368     1.54054     1.81408   0.0219515
         369     1.54357     1.81335   0.0219042
         370     1.54676     1.81263   0.0218569
         371     1.55008     1.81192   0.0218094
         372     1.55352     1.81123   0.0217618
         373     1.55705     1.81055   0.0217142
         374     1.56065     1.80988   0.0216664
         375      1.5643     1.80922   0.0216185
         376     1.56799     1.80858   0.0215705
         377     1.57168     1.80795   0.0215224
         378     1.57537     1.80734   0.0214743
         379     1.57904     1.80674   0.0214261
         380     1.58267     1.80615   0.0213778
         381     1.58625     1.80557   0.0213295
         382     1.58977       1.805   0.0212811
         383     1.59321     1.80445   0.0212328
         384     1.59656     1.80391   0.0211844
         385     1.59981     1.80338    0.021136
         386     1.60296     1.80286   0.0210876
         387     1.60599     1.80235   0.0210392
         388      1.6089     1.80185   0.0209909
         389     1.61169     1.80136   0.0209426
         390     1.61434     1.80089   0.0208944
         391     1.61686     1.80041   0.0208463
         392     1.61922     1.79995   0.0207982
         393     1.62144      1.7995   0.0207503
         394      1.6235     1.79905   0.0207024
         395     1.62539     1.79861   0.0206547
         396     1.62711     1.79818   0.0206071
         397     1.62864     1.79775   0.0205596
         398     1.62999     1.79733   0.0205122
         399     1.63113     1.79691   0.0204651
         400     1.63206      1.7965   0.0204181
         401     1.63278     1.79609   0.0203712
         402     1.63327     1.79569   0.0203246
         403     1.63352     1.79529   0.0202781
         404     1.63353     1.79489   0.0202319
         405      1.6333     1.79449   0.0201859
         406     1.63281     1.79409   0.0201401
         407     1.63207     1.79369   0.0200945
         408     1.63108     1.79329   0.0200492
         409     1.62984     1.79289   0.0200042
         410     1.62836     1.79249   0.0199594
         411     1.62665     1.79209   0.0199149
         412     1.62472     1.79168   0.0198707
         413      1.6226     1.79127   0.0198268
         414      1.6203     1.79086   0.0197832
         415     1.61786     1.79044     0.01974
         416      1.6153     1.79002    0.019697
         417     1.61267      1.7896   0.0196544
         418     1.60999     1.78917    0.019612
         419     1.60731     1.78873     0.01957
         420     1.60466     1.78829   0.0195283
         421     1.60208     1.78785    0.019487
         422     1.59961     1.78741   0.0194459
         423     1.59729     1.78696   0.0194051
         424     1.59513      1.7865   0.0193646
         425     1.59318     1.78605   0.0193244
         426     1.59144     1.78559   0.0192844
         427     1.58993     1.78513   0.0192447
         428     1.58866     1.78467   0.0192052
         429     1.58762     1.78421   0.0191659
         430     1.58681     1.78376   0.0191269
         431      1.5862      1.7833    0.019088
         432     1.58578     1.78284   0.0190493
         433     1.58552     1.78238   0.0190107
         434     1.58539     1.78193   0.0189723
         435     1.58535     1.78148   0.0189341
         436     1.58537     1.78103    0.018896
         437     1.58542     1.78058   0.0188581
         438     1.58546     1.78014   0.0188203
         439     1.58546     1.77969   0.0187827
         440     1.58539     1.77925   0.0187452
         441     1.58522     1.77881   0.0187078
         442     1.58492     1.77837   0.0186706
         443     1.58449     1.77793   0.0186336
         444     1.58391      1.7775   0.0185968
         445     1.58316     1.77706   0.0185601
         446     1.58225     1.77662   0.0185236
         447     1.58116     1.77619   0.0184873
         448     1.57991     1.77575   0.0184513
         449     1.57851     1.77531   0.0184154
         450     1.57694     1.77487   0.0183798
         451     1.57524     1.77443   0.0183443
         452     1.57342     1.77398   0.0183091
         453     1.57148     1.77353   0.0182742
         454     1.56945     1.77308   0.0182395
         455     1.56733     1.77263    0.018205
         456     1.56515     1.77218   0.0181707
         457     1.56293     1.77172   0.0181367
         458     1.56067     1.77126    0.018103
         459      1.5584     1.77079   0.0180695
         460     1.55613     1.77033   0.0180362
         461     1.55388     1.76986   0.0180032
         462     1.55166     1.76939   0.0179704
         463     1.54947     1.76891   0.0179379
         464     1.54735     1.76843   0.0179056
         465      1.5453     1.76795   0.0178735
         466     1.54332     1.76747   0.0178417
         467     1.54145     1.76699     0.01781
         468     1.53968      1.7665   0.0177786
