#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.505288   -0.505288           0
           2   -0.502116   -0.503702  0.00112147
           3   -0.506092   -0.504499 0.000991007
           4   -0.505776   -0.504818 0.000793038
           5   -0.505752   -0.505005 0.000656062
           6   -0.503916   -0.504823 0.000571264
           7   -0.504944   -0.504841 0.000489915
           8   -0.504576   -0.504808  0.00042979
           9   -0.503584   -0.504672 0.000402963
          10   -0.503572   -0.504562  0.00037737
          11    -0.50352   -0.504467 0.000354745
          12   -0.505972   -0.504592 0.000346647
          13    -0.50594   -0.504696 0.000335125
          14   -0.502152   -0.504514  0.00035707
          15   -0.503788   -0.504466 0.000336532
          16   -0.504892   -0.504493 0.000316551
          17   -0.504556   -0.504496 0.000297952
          18   -0.504496   -0.504496 0.000281399
          19   -0.504636   -0.504504 0.000266685
          20   -0.502932   -0.504425 0.000264674
          21   -0.505228   -0.504463 0.000254818
          22   -0.505644   -0.504517 0.000248823
          23   -0.503916   -0.504491 0.000239373
          24    -0.50466   -0.504498 0.000229503
          25   -0.505604   -0.504542 0.000224547
          26    -0.50526    -0.50457 0.000217602
          27   -0.502436   -0.504491 0.000223432
          28     -0.5051   -0.504512  0.00021651
          29   -0.504584   -0.504515 0.000209058
          30    -0.50288    -0.50446 0.000209072
          31   -0.506376   -0.504522 0.000211262
          32   -0.504248   -0.504514 0.000204834
          33   -0.504932   -0.504526 0.000199019
          34   -0.503608   -0.504499 0.000194989
          35   -0.504268   -0.504493  0.00018953
          36   -0.505008   -0.504507 0.000184805
          37    -0.50368   -0.504485 0.000181157
          38   -0.505124   -0.504501 0.000177169
          39   -0.505112   -0.504517 0.000173317
          40   -0.505624   -0.504545 0.000171179
          41   -0.504876   -0.504553 0.000167194
          42   -0.504148   -0.504543 0.000163491
          43   -0.502404   -0.504493 0.000167087
          44      -0.504   -0.504482 0.000163665
          45   -0.505824   -0.504512 0.000162721
          46   -0.503116   -0.504482  0.00016199
          47   -0.505656   -0.504507 0.000160458
          48   -0.505076   -0.504519 0.000157553
          49    -0.50428   -0.504514 0.000154413
          50    -0.50538   -0.504531 0.000152294
