#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684772   -0.684772           0
           2    -0.68084   -0.682806  0.00139017
           3   -0.681996   -0.682536  0.00095264
           4    -0.68336   -0.682742 0.000736416
           5   -0.683012   -0.682796  0.00059111
           6     -0.6813   -0.682547 0.000542634
           7   -0.683376   -0.682665 0.000477874
           8   -0.683392   -0.682756  0.00042669
           9   -0.680636    -0.68252 0.000439516
          10   -0.684688   -0.682737  0.00044582
          11   -0.683452   -0.682802     0.00041
          12   -0.683368   -0.682849 0.000378535
          13    -0.68448   -0.682975 0.000369616
          14   -0.680068   -0.682767 0.000397273
          15    -0.68488   -0.682908 0.000394971
          16   -0.683172   -0.682925  0.00037063
          17   -0.682928   -0.682925 0.000348828
          18   -0.682904   -0.682924  0.00032945
          19   -0.683068   -0.682931 0.000312199
          20   -0.682224   -0.682896 0.000298584
          21   -0.684192   -0.682958 0.000290676
          22   -0.683664    -0.68299 0.000279231
          23   -0.680856   -0.682897  0.00028208
          24   -0.681204   -0.682826 0.000279006
          25    -0.68552   -0.682934   0.0002879
          26   -0.683176   -0.682943 0.000276977
          27    -0.68364   -0.682969 0.000267918
          28   -0.684392    -0.68302 0.000263124
          29    -0.68034   -0.682928 0.000269792
          30   -0.681536   -0.682881 0.000264757
          31   -0.682432   -0.682867 0.000256612
          32    -0.68518   -0.682939 0.000258575
          33   -0.680204   -0.682856 0.000263687
          34    -0.68132   -0.682811 0.000259774
          35   -0.681088   -0.682762 0.000256973
          36   -0.679364   -0.682667 0.000266605
          37   -0.681892   -0.682646 0.000260221
          38   -0.682284   -0.682637 0.000253548
          39   -0.681636   -0.682611 0.000248342
          40    -0.68122   -0.682576 0.000244557
          41   -0.681604   -0.682553 0.000239739
          42   -0.682424    -0.68255 0.000234051
          43   -0.680344   -0.682498 0.000234161
          44   -0.681832   -0.682483 0.000229328
          45    -0.68174   -0.682467 0.000224826
          46   -0.682188   -0.682461  0.00022002
          47   -0.681752   -0.682446 0.000215855
          48   -0.681164   -0.682419 0.000213002
          49   -0.681544   -0.682401 0.000209402
          50    -0.68324   -0.682418 0.000205886
