#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.972672   -0.972672           0
           2    -0.97436   -0.973516 0.000596798
           3   -0.969032   -0.972021  0.00128361
           4   -0.971604   -0.971917 0.000966937
           5   -0.974504   -0.972434 0.000901411
           6   -0.973548    -0.97262 0.000770046
           7   -0.968776   -0.972071 0.000833145
           8   -0.975764   -0.972532 0.000847301
           9   -0.975692   -0.972884 0.000822673
          10   -0.979092   -0.973504 0.000946099
          11   -0.978056   -0.973918 0.000946259
          12   -0.974464   -0.973964 0.000868496
          13   -0.972016   -0.973814 0.000814509
          14   -0.970168   -0.973553 0.000796874
          15   -0.979508    -0.97395 0.000836805
          16   -0.978552   -0.974238 0.000832461
          17   -0.981024   -0.974637 0.000873974
          18   -0.966624   -0.974192 0.000931928
          19   -0.975932   -0.974284 0.000887367
          20   -0.971016    -0.97412 0.000857907
          21   -0.975168    -0.97417 0.000818504
          22   -0.973424   -0.974136 0.000782002
          23   -0.973164   -0.974094 0.000749143
          24   -0.977896   -0.974252 0.000734488
          25   -0.967352   -0.973976 0.000755192
          26   -0.975128   -0.974021 0.000727444
          27   -0.974364   -0.974033 0.000700613
          28    -0.97168   -0.973949 0.000680613
          29   -0.972292   -0.973892 0.000659539
          30   -0.974028   -0.973897  0.00063757
          31   -0.967924   -0.973704 0.000645458
          32   -0.974852    -0.97374 0.000626283
          33   -0.973084    -0.97372  0.00060762
          34   -0.978072   -0.973848 0.000603081
          35   -0.978096   -0.973969 0.000597938
          36   -0.972372   -0.973925 0.000582973
          37   -0.975684   -0.973973 0.000569152
          38   -0.976192   -0.974031 0.000557163
          39   -0.970224   -0.973933 0.000551361
          40   -0.973092   -0.973912 0.000537978
          41     -0.9779    -0.97401 0.000533576
          42   -0.970752   -0.973932 0.000526479
          43   -0.981272   -0.974103 0.000541201
          44   -0.976504   -0.974157 0.000531645
          45   -0.970212    -0.97407  0.00052701
          46   -0.974012   -0.974068 0.000515555
          47   -0.973532   -0.974057 0.000504712
          48   -0.980408   -0.974189 0.000511247
          49   -0.970056   -0.974105 0.000507724
          50    -0.97644   -0.974152 0.000499713
