#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.33614     0.33614           0
           2    0.325478    0.330809  0.00376959
           3    0.368069    0.343229   0.0104475
           4    0.346573    0.344065  0.00786902
           5    0.328999    0.341052  0.00684788
           6    0.336026    0.340214  0.00575756
           7      0.3709    0.344598  0.00638957
           8    0.311259    0.340431   0.0068157
           9    0.330016    0.339273  0.00615584
          10    0.283195    0.333666  0.00768098
          11    0.289228    0.329626  0.00797461
          12    0.327311    0.329433  0.00731239
          13    0.342067    0.330405  0.00681418
          14    0.344122    0.331385  0.00639751
          15    0.292272    0.328777  0.00648065
          16    0.284701    0.326022  0.00663533
          17     0.25771    0.322004   0.0073619
          18    0.367161    0.324513  0.00736796
          19    0.314162    0.323968  0.00700028
          20     0.36805    0.326172  0.00698864
          21    0.317506    0.325759  0.00666802
          22    0.337207     0.32628   0.0063852
          23    0.342814    0.326999  0.00614792
          24    0.293579    0.325606   0.0060474
          25    0.391494    0.328242  0.00635389
          26    0.337333    0.328591  0.00611912
          27    0.339535    0.328997   0.0059059
          28    0.361196    0.330147  0.00580585
          29    0.324341    0.329946   0.0056091
          30    0.329667    0.329937  0.00542213
          31    0.369778    0.331222  0.00539739
          32    0.326444    0.331073  0.00523079
          33    0.340802    0.331368  0.00508058
          34    0.299097    0.330419  0.00501903
          35    0.313259    0.329928  0.00489952
          36    0.335723    0.330089  0.00476606
          37     0.31957    0.329805  0.00464572
          38    0.325804      0.3297  0.00452466
          39     0.34991    0.330218  0.00443822
          40    0.334488    0.330325  0.00432854
          41    0.295854    0.329484  0.00430385
          42    0.345263     0.32986  0.00421774
          43    0.264828    0.328347  0.00438241
          44    0.293684    0.327559  0.00435305
          45    0.368391    0.328467  0.00434985
          46    0.311453    0.328097  0.00427099
          47    0.340465     0.32836  0.00418822
          48    0.261535    0.326968  0.00432617
          49    0.351103     0.32746  0.00426583
          50    0.312537    0.327162  0.00419094
