#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1        77.6        77.6           0
           2     79.4975     78.5488    0.670869
           3      74.957     77.3515     1.07501
           4     76.6663     77.1802    0.819791
           5     79.5546     77.6551    0.781359
           6     77.4877     77.6272     0.65163
           7     73.3886     77.0217    0.791345
           8     81.0694     77.5276     0.83872
           9     80.8497     77.8968    0.822751
          10      83.288     78.4359     0.89994
          11     83.5751     78.9031    0.931539
          12     78.8902      78.902    0.853911
          13     77.2916     78.7781    0.797161
          14      74.775     78.4922    0.789839
          15     84.1046     78.8663    0.821036
          16     83.4936     79.1555    0.819073
          17     85.0689     79.5034    0.841519
          18     71.8764     79.0797     0.89511
          19     80.5621     79.1577    0.851393
          20     76.5504     79.0273    0.818743
          21     79.9422     79.0709    0.780914
          22     78.3379     79.0376    0.746128
          23     78.8219     79.0282    0.713747
          24     83.2215     79.2029    0.705069
          25     73.3631     78.9693    0.714514
          26     80.8003     79.0397    0.690495
          27     79.4743     79.0558    0.665108
          28     76.8517     78.9771    0.645996
          29     76.8025     78.9021    0.628057
          30     78.8402     78.9001    0.607125
          31     71.9404     78.6756    0.627679
          32     80.1084     78.7203    0.609659
          33     76.6685     78.6582    0.594347
          34     83.3962     78.7975    0.592978
          35     83.3654      78.928    0.590223
          36     76.6562     78.8649    0.577192
          37      80.794     78.9171    0.563942
          38     80.6662     78.9631    0.550977
          39     76.0336      78.888    0.541945
          40     78.5634     78.8799    0.528457
          41     82.1176     78.9588    0.521435
          42     75.8152      78.884    0.514364
          43     86.0903     79.0516       0.529
          44     80.9172      79.094    0.518673
          45     75.2474     79.0085    0.514143
          46     78.1892     78.9907    0.503274
          47     79.5103     79.0017    0.492687
          48      85.475     79.1366     0.50054
          49     75.1548     79.0553    0.496877
          50     80.8588     79.0914    0.488247
