#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       2.955       2.955           0
           2     2.95489     2.95495 3.76013e-05
           3     2.95457     2.95482 0.000104268
           4     2.95404     2.95463  0.00018584
           5      2.9533     2.95436 0.000280142
           6     2.95234     2.95403 0.000385826
           7     2.95117     2.95362 0.000502007
           8     2.94978     2.95314 0.000628086
           9     2.94816     2.95259 0.000763656
          10     2.94632     2.95196  0.00090845
          11     2.94425     2.95126  0.00106231
          12     2.94194     2.95048  0.00122516
          13     2.93939     2.94963  0.00139698
          14     2.93658      2.9487  0.00157775
          15     2.93352     2.94768  0.00176753
          16     2.93019     2.94659  0.00196649
          17     2.92658     2.94541  0.00217475
          18     2.92269     2.94415  0.00239246
          19      2.9185      2.9428  0.00261986
          20       2.914     2.94136   0.0028573
          21     2.90918     2.93983  0.00310509
          22     2.90402      2.9382  0.00336357
          23     2.89851     2.93648  0.00363312
          24     2.89264     2.93465  0.00391411
          25     2.88638     2.93272  0.00420694
          26     2.87972     2.93068  0.00451201
          27     2.87265     2.92853  0.00482978
          28     2.86514     2.92627  0.00516069
          29     2.85718     2.92388  0.00550523
          30     2.84875     2.92138  0.00586384
          31     2.83983     2.91875  0.00623697
          32     2.83039     2.91599  0.00662512
          33     2.82043     2.91309   0.0070288
          34      2.8099     2.91006  0.00744853
          35      2.7988     2.90688  0.00788486
          36      2.7871     2.90355  0.00833831
          37     2.77478     2.90007  0.00880938
          38     2.76182     2.89643  0.00929854
          39      2.7482     2.89263  0.00980622
          40      2.7339     2.88866   0.0103328
          41     2.71891     2.88452   0.0108788
          42      2.7032     2.88021   0.0114444
          43     2.68676     2.87571     0.01203
          44     2.66958     2.87102   0.0126358
          45     2.65165     2.86615   0.0132621
          46     2.63296     2.86108   0.0139089
          47     2.61351     2.85581   0.0145763
          48     2.59328     2.85034   0.0152643
          49      2.5723     2.84467   0.0159726
          50     2.55057     2.83879   0.0167011
          51      2.5281     2.83269   0.0174494
          52      2.5049     2.82639   0.0182169
          53     2.48101     2.81987   0.0190031
          54     2.45644     2.81314   0.0198071
          55     2.43124      2.8062   0.0206282
          56     2.40544     2.79904   0.0214654
          57     2.37909     2.79168   0.0223174
          58     2.35223      2.7841   0.0231831
          59     2.32492     2.77632   0.0240611
          60     2.29722     2.76833   0.0249499
          61     2.26918     2.76015   0.0258479
          62     2.24086     2.75177   0.0267536
          63     2.21234     2.74321   0.0276653
          64     2.18367     2.73447   0.0285811
          65     2.15492     2.72555   0.0294993
          66     2.12616     2.71647   0.0304182
          67     2.09746     2.70723   0.0313359
          68     2.06887     2.69784   0.0322506
          69     2.04046     2.68832   0.0331606
          70     2.01229     2.67866   0.0340642
          71     1.98442     2.66888   0.0349596
          72      1.9569     2.65899   0.0358453
          73      1.9298       2.649   0.0367197
          74     1.90316     2.63892   0.0375813
          75     1.87704     2.62877   0.0384287
          76     1.85149     2.61854   0.0392604
          77     1.82656     2.60825   0.0400751
          78     1.80229     2.59792   0.0408717
          79     1.77875     2.58755    0.041649
          80     1.75596     2.57716   0.0424057
          81     1.73399     2.56675   0.0431409
          82     1.71287     2.55633   0.0438535
          83     1.69265     2.54593   0.0445426
          84     1.67337     2.53554   0.0452073
          85     1.65508     2.52518   0.0458468
          86     1.63781     2.51486   0.0464604
          87     1.62159      2.5046   0.0470472
          88     1.60648     2.49439   0.0476067
          89     1.59248     2.48426   0.0481382
          90     1.57962      2.4742   0.0486414
          91     1.56794     2.46425   0.0491159
          92     1.55743     2.45439   0.0495612
          93     1.54811     2.44464   0.0499771
          94     1.53997     2.43502   0.0503636
          95     1.53301     2.42552   0.0507206
          96      1.5272     2.41617   0.0510481
          97     1.52252     2.40695   0.0513465
          98     1.51893     2.39789   0.0516159
          99     1.51638     2.38899   0.0518568
         100     1.51483     2.38025   0.0520699
         101     1.51421     2.37167   0.0522556
         102     1.51444     2.36327   0.0524147
         103     1.51547     2.35504   0.0525481
         104      1.5172     2.34698   0.0526568
         105     1.51957      2.3391   0.0527416
         106     1.52248      2.3314   0.0528037
         107     1.52585     2.32387   0.0528442
         108     1.52961     2.31651   0.0528642
         109     1.53368     2.30933   0.0528648
         110     1.53797     2.30232   0.0528472
         111     1.54242     2.29547   0.0528127
         112     1.54697     2.28879   0.0527623
         113     1.55155     2.28227   0.0526972
         114     1.55611      2.2759   0.0526185
         115     1.56061     2.26968   0.0525273
         116       1.565      2.2636   0.0524246
         117     1.56925     2.25767   0.0523113
         118     1.57334     2.25187   0.0521885
         119     1.57725      2.2462   0.0520569
         120     1.58097     2.24066   0.0519175
         121     1.58447     2.23523   0.0517708
         122     1.58777     2.22993   0.0516178
         123     1.59085     2.22473    0.051459
         124     1.59373     2.21964    0.051295
         125     1.59641     2.21465   0.0511263
         126      1.5989     2.20977   0.0509536
         127     1.60121     2.20498   0.0507772
         128     1.60336     2.20028   0.0505976
         129     1.60536     2.19566   0.0504151
         130     1.60722     2.19114   0.0502301
         131     1.60896     2.18669   0.0500428
         132     1.61061     2.18233   0.0498537
         133     1.61216     2.17804   0.0496628
         134     1.61364     2.17383   0.0494705
         135     1.61506     2.16969   0.0492769
         136     1.61643     2.16562   0.0490822
         137     1.61776     2.16162   0.0488866
         138     1.61905     2.15769   0.0486902
         139     1.62032     2.15383   0.0484931
         140     1.62156     2.15002   0.0482955
         141     1.62278     2.14629   0.0480975
         142     1.62398     2.14261   0.0478993
         143     1.62516     2.13899   0.0477008
         144      1.6263     2.13543   0.0475022
         145     1.62742     2.13192   0.0473036
         146      1.6285     2.12848   0.0471051
         147     1.62956     2.12508   0.0469068
         148     1.63057     2.12174   0.0467087
         149     1.63154     2.11845    0.046511
         150     1.63246     2.11521   0.0463136
         151     1.63334     2.11202   0.0461167
         152     1.63417     2.10888   0.0459203
         153     1.63495     2.10578   0.0457246
         154     1.63568     2.10273   0.0455294
         155     1.63638     2.09972    0.045335
         156     1.63704     2.09675   0.0451413
         157     1.63767     2.09383   0.0449484
         158     1.63829     2.09094   0.0447563
         159     1.63891      2.0881    0.044565
         160     1.63954      2.0853   0.0443745
         161     1.64019     2.08253    0.044185
         162     1.64088     2.07981   0.0439962
         163     1.64161     2.07712   0.0438084
         164      1.6424     2.07447   0.0436214
         165     1.64326     2.07185   0.0434352
         166     1.64418     2.06928   0.0432499
         167     1.64518     2.06674   0.0430654
         168     1.64626     2.06424   0.0428817
         169     1.64741     2.06177   0.0426989
         170     1.64862     2.05934   0.0425168
         171     1.64987     2.05694   0.0423356
         172     1.65117     2.05459   0.0421551
         173     1.65248     2.05226   0.0419755
         174     1.65379     2.04997   0.0417966
         175     1.65507     2.04771   0.0416187
         176     1.65629     2.04549   0.0414416
         177     1.65744      2.0433   0.0412654
         178     1.65848     2.04114   0.0410902
         179      1.6594       2.039   0.0409159
         180     1.66017      2.0369   0.0407427
         181     1.66076     2.03482   0.0405706
         182     1.66117     2.03277   0.0403996
         183     1.66138     2.03074   0.0402297
         184     1.66137     2.02873   0.0400612
         185     1.66115     2.02674   0.0398939
         186      1.6607     2.02478   0.0397279
         187     1.66004     2.02283   0.0395633
         188     1.65916     2.02089   0.0394001
         189     1.65807     2.01897   0.0392384
         190     1.65679     2.01707   0.0390781
         191     1.65534     2.01517   0.0389194
         192     1.65372     2.01329   0.0387622
         193     1.65196     2.01142   0.0386065
         194     1.65008     2.00955   0.0384524
         195      1.6481      2.0077   0.0382999
         196     1.64605     2.00586   0.0381489
         197     1.64394     2.00402   0.0379995
         198     1.64181     2.00219   0.0378516
         199     1.63967     2.00037   0.0377052
         200     1.63754     1.99855   0.0375603
         201     1.63545     1.99675   0.0374168
         202     1.63341     1.99495   0.0372748
         203     1.63145     1.99316   0.0371341
         204     1.62957     1.99138   0.0369949
         205     1.62779      1.9896   0.0368569
         206     1.62614     1.98784   0.0367202
         207     1.62462     1.98608   0.0365847
         208     1.62325     1.98434   0.0364504
         209     1.62202      1.9826   0.0363172
         210     1.62097     1.98088    0.036185
         211     1.62009     1.97917   0.0360539
         212      1.6194     1.97748   0.0359238
         213      1.6189     1.97579   0.0357945
         214     1.61861     1.97412   0.0356662
         215     1.61853     1.97247   0.0355386
         216     1.61868     1.97083   0.0354118
         217     1.61906     1.96921   0.0352857
         218      1.6197     1.96761   0.0351602
         219     1.62061     1.96602   0.0350354
         220     1.62178     1.96446    0.034911
         221     1.62324     1.96291   0.0347872
         222       1.625     1.96139   0.0346638
         223     1.62706     1.95989   0.0345407
         224     1.62943     1.95842    0.034418
         225     1.63211     1.95697   0.0342956
         226     1.63511     1.95554   0.0341734
         227     1.63842     1.95415   0.0340514
         228     1.64204     1.95278   0.0339296
         229     1.64595     1.95144   0.0338078
         230     1.65014     1.95013   0.0336862
         231     1.65459     1.94885   0.0335647
         232     1.65927      1.9476   0.0334432
         233     1.66416     1.94638   0.0333218
         234     1.66923      1.9452   0.0332004
         235     1.67444     1.94405   0.0330791
         236     1.67976     1.94293   0.0329579
         237     1.68515     1.94184   0.0328368
         238     1.69056     1.94078   0.0327158
         239     1.69596     1.93976    0.032595
         240     1.70132     1.93877   0.0324743
         241     1.70659      1.9378   0.0323538
         242     1.71174     1.93687   0.0322336
         243     1.71675     1.93596   0.0321137
         244     1.72158     1.93508   0.0319941
         245     1.72621     1.93423   0.0318749
         246     1.73061      1.9334    0.031756
         247     1.73478      1.9326   0.0316376
         248     1.73869     1.93182   0.0315197
         249     1.74233     1.93106   0.0314023
         250     1.74571     1.93031   0.0312855
         251     1.74881     1.92959   0.0311692
         252     1.75163     1.92889   0.0310535
         253     1.75419     1.92819   0.0309384
         254     1.75648     1.92752    0.030824
         255     1.75852     1.92686   0.0307103
         256     1.76031     1.92621   0.0305972
         257     1.76186     1.92557   0.0304848
         258     1.76318     1.92494   0.0303732
         259     1.76429     1.92432   0.0302622
         260      1.7652      1.9237    0.030152
         261     1.76592      1.9231   0.0300425
         262     1.76647      1.9225   0.0299338
         263     1.76686     1.92191   0.0298259
         264     1.76711     1.92132   0.0297186
         265     1.76722     1.92074   0.0296122
         266      1.7672     1.92016   0.0295065
         267     1.76708     1.91959   0.0294015
         268     1.76686     1.91902   0.0292974
         269     1.76655     1.91845   0.0291939
         270     1.76615     1.91789   0.0290913
         271     1.76568     1.91733   0.0289893
         272     1.76515     1.91677   0.0288882
         273     1.76456     1.91621   0.0287877
         274     1.76391     1.91566    0.028688
         275     1.76322      1.9151    0.028589
         276     1.76248     1.91455   0.0284908
         277      1.7617       1.914   0.0283933
         278     1.76088     1.91345   0.0282965
         279     1.76003      1.9129   0.0282004
         280     1.75913     1.91235   0.0281051
         281      1.7582      1.9118   0.0280104
         282     1.75722     1.91125   0.0279164
         283      1.7562      1.9107   0.0278232
         284     1.75513     1.91015   0.0277306
         285     1.75401     1.90961   0.0276387
         286     1.75284     1.90906   0.0275475
         287     1.75161     1.90851    0.027457
         288     1.75031     1.90796   0.0273671
         289     1.74894     1.90741    0.027278
         290      1.7475     1.90686   0.0271895
         291     1.74597     1.90631   0.0271017
         292     1.74436     1.90575   0.0270145
         293     1.74265      1.9052   0.0269281
         294     1.74084     1.90464   0.0268423
         295     1.73893     1.90407   0.0267572
         296     1.73692     1.90351   0.0266727
         297     1.73479     1.90294    0.026589
         298     1.73254     1.90237   0.0265059
         299     1.73018     1.90179   0.0264235
         300      1.7277     1.90121   0.0263418
         301     1.72511     1.90063   0.0262608
         302      1.7224     1.90004   0.0261804
         303     1.71957     1.89944   0.0261008
         304     1.71664     1.89884   0.0260219
         305     1.71361     1.89823   0.0259436
         306     1.71048     1.89762   0.0258661
         307     1.70726       1.897   0.0257893
         308     1.70397     1.89637   0.0257132
