#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.97        1.97           0
           2     1.96993     1.96996 2.50675e-05
           3     1.96972     1.96988 6.95119e-05
           4     1.96936     1.96975 0.000123893
           5     1.96887     1.96958 0.000186762
           6     1.96823     1.96935 0.000257217
           7     1.96745     1.96908 0.000334671
           8     1.96652     1.96876 0.000418724
           9     1.96544     1.96839 0.000509104
          10     1.96422     1.96797 0.000605634
          11     1.96283     1.96751 0.000708206
          12     1.96129     1.96699 0.000816771
          13     1.95959     1.96642 0.000931323
          14     1.95772      1.9658  0.00105184
          15     1.95568     1.96512  0.00117835
          16     1.95346     1.96439  0.00131099
          17     1.95105     1.96361  0.00144983
          18     1.94846     1.96277  0.00159497
          19     1.94567     1.96187  0.00174658
          20     1.94267     1.96091  0.00190487
          21     1.93945     1.95989  0.00207006
          22     1.93601      1.9588  0.00224238
          23     1.93234     1.95765  0.00242208
          24     1.92842     1.95643  0.00260941
          25     1.92425     1.95515  0.00280463
          26     1.91981     1.95379  0.00300801
          27      1.9151     1.95235  0.00321985
          28     1.91009     1.95084  0.00344046
          29     1.90479     1.94926  0.00367016
          30     1.89916     1.94759  0.00390922
          31     1.89322     1.94583  0.00415798
          32     1.88693     1.94399  0.00441674
          33     1.88028     1.94206  0.00468587
          34     1.87327     1.94004  0.00496569
          35     1.86587     1.93792  0.00525657
          36     1.85807      1.9357  0.00555887
          37     1.84985     1.93338  0.00587292
          38     1.84121     1.93096  0.00619902
          39     1.83213     1.92842  0.00653748
          40      1.8226     1.92578  0.00688855
          41     1.81261     1.92302   0.0072525
          42     1.80213     1.92014  0.00762957
          43     1.79118     1.91714  0.00801997
          44     1.77972     1.91402  0.00842386
          45     1.76777     1.91077  0.00884137
          46     1.75531     1.90739  0.00927258
          47     1.74234     1.90387  0.00971752
          48     1.72886     1.90023   0.0101762
          49     1.71487     1.89645   0.0106484
          50     1.70038     1.89252   0.0111341
          51      1.6854     1.88846   0.0116329
          52     1.66993     1.88426   0.0121446
          53       1.654     1.87992   0.0126687
          54     1.63763     1.87543   0.0132048
          55     1.62083      1.8708   0.0137522
          56     1.60363     1.86603   0.0143103
          57     1.58606     1.86112   0.0148783
          58     1.56815     1.85607   0.0154554
          59     1.54995     1.85088   0.0160407
          60     1.53148     1.84555   0.0166332
          61     1.51278      1.8401   0.0172319
          62     1.49391     1.83451   0.0178357
          63     1.47489     1.82881   0.0184435
          64     1.45578     1.82298   0.0190541
          65     1.43661     1.81703   0.0196662
          66     1.41744     1.81098   0.0202788
          67      1.3983     1.80482   0.0208906
          68     1.37925     1.79856   0.0215004
          69     1.36031     1.79221   0.0221071
          70     1.34153     1.78577   0.0227095
          71     1.32294     1.77925   0.0233064
          72      1.3046     1.77266   0.0238969
          73     1.28653       1.766   0.0244798
          74     1.26877     1.75928   0.0250542
          75     1.25136     1.75251   0.0256191
          76     1.23433     1.74569   0.0261736
          77     1.21771     1.73883   0.0267168
          78     1.20153     1.73195   0.0272478
          79     1.18583     1.72503    0.027766
          80     1.17064      1.7181   0.0282705
          81     1.15599     1.71116   0.0287606
