#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.50295     1.50295           0
           2     1.50155     1.50225 0.000495719
           3     1.50131     1.50193  0.00041846
           4     1.47654     1.49558   0.0055076
           5     1.45601     1.48767  0.00833843
           6     1.47734     1.48595   0.0071241
           7     1.51676     1.49035  0.00734096
           8     1.50794     1.49255  0.00674463
           9     1.50199      1.4936  0.00607632
          10     1.49909     1.49415   0.0054935
          11      1.4848      1.4933  0.00505939
          12     1.50538      1.4943  0.00473688
          13     1.46058     1.49171  0.00503288
          14     1.50131      1.4924  0.00471986
          15     1.49894     1.49283  0.00442533
          16     1.50416     1.49354    0.004205
          17     1.47879     1.49267  0.00404618
          18     1.53572     1.49506  0.00447277
          19     1.49385       1.495  0.00423782
          20     1.50381     1.49544  0.00404877
          21     1.48144     1.49477   0.0039105
          22     1.51371     1.49564  0.00382626
          23     1.57133     1.49893  0.00487388
          24     1.49201     1.49864  0.00467932
          25     1.52087     1.49953  0.00457587
          26     1.52704     1.50059  0.00452059
          27     1.53985     1.50204  0.00458111
          28     1.51655     1.50256   0.0044467
          29     1.50997     1.50281  0.00430071
          30     1.53011     1.50372  0.00425253
          31     1.47743     1.50288  0.00419906
          32     1.50403     1.50291  0.00406799
          33     1.51413     1.50325  0.00395891
          34     1.50194     1.50321  0.00384266
          35     1.56312     1.50492   0.0040964
          36     1.57491     1.50687  0.00441991
          37     1.50944     1.50694    0.004301
          38     1.43213     1.50497  0.00461642
          39      1.5293     1.50559  0.00454001
          40     1.56464     1.50707  0.00466029
          41      1.5304     1.50764  0.00458123
          42     1.47228      1.5068  0.00454884
          43     1.48924     1.50639  0.00446134
          44     1.51133      1.5065  0.00436136
          45     1.55547     1.50759  0.00439811
          46     1.55084     1.50853  0.00440184
          47     1.56058     1.50964  0.00444531
          48     1.48783     1.50918  0.00437585
          49      1.4882     1.50875  0.00430746
          50     1.57555     1.51009  0.00442363
