#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.218914    0.218914           0
           2    0.215224    0.217069  0.00130434
           3    0.212774    0.215637  0.00145685
           4     0.20967    0.214146  0.00169206
           5    0.208409    0.212998  0.00169867
           6    0.214404    0.213232  0.00143162
           7    0.211298    0.212956  0.00125349
           8    0.216605    0.213412  0.00117687
           9    0.212554    0.213317  0.00104997
          10    0.214797    0.213465 0.000955351
          11    0.211357    0.213273 0.000887511
          12    0.213016    0.213252 0.000813809
          13    0.211238    0.213097 0.000765806
          14    0.210733    0.212928 0.000729492
          15    0.213648    0.212976 0.000682435
          16    0.212961    0.212975 0.000639784
          17    0.214084     0.21304 0.000605467
          18    0.214089    0.213099 0.000574627
          19    0.214839     0.21319 0.000551637
          20     0.20888    0.212975 0.000564587
          21    0.212771    0.212965 0.000537785
          22    0.215612    0.213085 0.000526626
          23    0.212639    0.213066 0.000504087
          24    0.210223    0.212948 0.000496809
          25    0.211127    0.212875 0.000482242
          26    0.210149     0.21277 0.000474954
          27    0.214067    0.212818 0.000459785
          28    0.209894    0.212713 0.000455064
          29    0.212509    0.212706 0.000439427
          30    0.212233    0.212691 0.000425063
          31    0.210989    0.212636 0.000414882
          32    0.210778    0.212578 0.000405957
          33    0.210844    0.212525  0.00039704
          34    0.210592    0.212468 0.000389414
          35    0.210675    0.212417 0.000381643
          36     0.20975    0.212343 0.000378164
          37    0.209835    0.212275 0.000373968
          38    0.206916    0.212134 0.000389816
          39    0.214929    0.212206 0.000386353
          40    0.212863    0.212222 0.000377044
          41    0.216295    0.212322 0.000380706
          42    0.214598    0.212376 0.000375479
          43     0.21436    0.212422 0.000369572
          44    0.209766    0.212362  0.00036607
          45    0.211757    0.212348 0.000358182
          46    0.211832    0.212337 0.000350571
          47    0.209473    0.212276 0.000348367
          48    0.211335    0.212256  0.00034166
          49    0.213822    0.212288 0.000336179
          50    0.212492    0.212292  0.00032948
