#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.483376   -0.483376           0
           2   -0.479972   -0.481674   0.0012035
           3   -0.483432    -0.48226 0.000934165
           4    -0.48316   -0.482485 0.000727216
           5   -0.483188   -0.482626 0.000595209
           6   -0.481512    -0.48244 0.000524147
           7    -0.48276   -0.482486 0.000451258
           8   -0.482292   -0.482462   0.0003955
           9   -0.482304   -0.482444 0.000351942
          10   -0.481184   -0.482318 0.000338552
          11   -0.481448   -0.482239 0.000316879
          12    -0.48446   -0.482424 0.000340261
          13   -0.483548    -0.48251 0.000324887
          14   -0.480688    -0.48238 0.000326721
          15   -0.482096   -0.482361 0.000305489
          16   -0.483692   -0.482445 0.000297501
          17   -0.482348   -0.482439 0.000280055
          18    -0.48266   -0.482451 0.000264766
          19   -0.483244   -0.482493 0.000254098
          20   -0.481544   -0.482445 0.000245782
          21   -0.483076   -0.482475 0.000235906
          22   -0.482916   -0.482495 0.000226031
          23   -0.483168   -0.482525 0.000218087
          24     -0.4828   -0.482536 0.000209301
          25   -0.483504   -0.482575 0.000204478
          26   -0.482344   -0.482566 0.000196806
          27   -0.480624   -0.482494 0.000202234
          28   -0.482804   -0.482505 0.000195314
          29   -0.483132   -0.482527 0.000189771
          30    -0.48126   -0.482485 0.000188085
          31   -0.484296   -0.482543 0.000190879
          32   -0.482344   -0.482537 0.000185015
          33   -0.483592   -0.482569 0.000182151
          34   -0.481524   -0.482538 0.000179367
          35    -0.48312   -0.482555 0.000175011
          36   -0.482476   -0.482552 0.000170163
          37   -0.481124   -0.482514 0.000169887
          38   -0.483328   -0.482535 0.000166762
          39   -0.482564   -0.482536 0.000162488
          40    -0.48324   -0.482554 0.000159376
          41     -0.4828    -0.48256 0.000155602
          42   -0.481732    -0.48254  0.00015314
          43   -0.481496   -0.482516 0.000151491
          44    -0.48156   -0.482494 0.000149596
          45   -0.484016   -0.482528 0.000150047
          46   -0.481532   -0.482506 0.000148338
          47   -0.484144   -0.482541  0.00014922
          48   -0.483172   -0.482554 0.000146689
          49   -0.481432   -0.482531 0.000145472
          50   -0.482564   -0.482532 0.000142564
