#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.489094    0.489094           0
           2     0.44531    0.467202     0.01548
           3    0.499278    0.477894   0.0135172
           4    0.477482    0.477791   0.0101383
           5    0.485718    0.479376  0.00823366
           6    0.482514    0.479899  0.00687797
           7    0.466608    0.478001  0.00615191
           8    0.437782    0.472973  0.00714777
           9    0.403616    0.465267   0.0096518
          10    0.425254    0.461266   0.0094798
          11    0.441168    0.459439   0.0087923
          12    0.417048    0.455906   0.0087405
          13    0.448452    0.455333  0.00808694
          14    0.388098     0.45053  0.00882077
          15     0.38069    0.445874  0.00938141
          16    0.404964    0.443317  0.00913686
          17    0.443294    0.443316   0.0085994
          18     0.45327    0.443869  0.00813942
          19     0.45251    0.444324  0.00772372
          20     0.47653    0.445934  0.00750353
          21      0.4585    0.446532  0.00717004
          22      0.4297    0.445767  0.00688483
          23    0.462062    0.446476  0.00662184
          24    0.448068    0.446542  0.00634626
          25    0.424624    0.445665  0.00615267
          26     0.42908    0.445027    0.005949
          27    0.386828    0.442872  0.00610671
          28    0.446018    0.442984  0.00588965
          29    0.452024    0.443296   0.0056948
          30    0.414394    0.442333  0.00558587
          31    0.471442    0.443272  0.00548404
          32    0.450346    0.443493  0.00531712
          33     0.41619    0.442665  0.00521996
          34    0.408866    0.441671  0.00516023
          35    0.403508    0.440581   0.0051267
          36     0.52545    0.442938  0.00549968
          37    0.518296    0.444975  0.00571573
          38    0.540654    0.447493  0.00609472
          39    0.406914    0.446452  0.00602661
          40    0.441694    0.446333  0.00587711
          41    0.406006     0.44535   0.0058155
          42     0.47598    0.446079  0.00572258
          43     0.44957     0.44616  0.00559007
          44    0.505442    0.447508  0.00562304
          45     0.38092    0.446028  0.00568945
          46    0.396302    0.444947  0.00566753
          47    0.431906    0.444669  0.00555374
          48    0.410438    0.443956  0.00548363
          49    0.439252     0.44386  0.00537256
          50     0.44185     0.44382  0.00526526
