#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.027308    0.027308           0
           2    0.027832     0.02757 0.000185262
           3    0.018852    0.024664  0.00237595
           4     0.03043   0.0261055  0.00217574
           5    0.033464   0.0275772  0.00218229
           6    0.033718   0.0286007  0.00204453
           7    0.032044   0.0290926  0.00181066
           8    0.024588   0.0285295  0.00166959
           9    0.032146   0.0289313  0.00153167
          10    0.024056   0.0284438  0.00145403
          11    0.023602   0.0280036  0.00138687
          12    0.024986   0.0277522  0.00129389
          13    0.027352   0.0277214  0.00119473
          14     0.02918   0.0278256  0.00111392
          15    0.026104   0.0277108  0.00104556
          16    0.027378     0.02769 0.000980417
          17     0.03297   0.0280006 0.000970696
          18    0.024346   0.0277976 0.000937761
          19     0.03363   0.0281045 0.000937302
          20    0.026378   0.0280182 0.000894404
          21    0.029514   0.0280894 0.000854645
          22     0.02403   0.0279049 0.000835479
          23    0.023174   0.0276992 0.000824085
          24    0.028414    0.027729 0.000790286
          25    0.025022   0.0276207 0.000766057
          26    0.028238   0.0276445 0.000736961
          27    0.022578   0.0274568 0.000733166
          28    0.026722   0.0274306 0.000707451
          29    0.029558   0.0275039 0.000686849
          30    0.029044   0.0275553  0.00066587
          31    0.032078   0.0277012  0.00066018
          32      0.0275   0.0276949 0.000639579
          33    0.022104   0.0275255 0.000642245
          34    0.025086   0.0274537 0.000627351
          35    0.029746   0.0275192 0.000612836
          36    0.020728   0.0273306 0.000624172
          37    0.035218   0.0275437 0.000642675
          38    0.027084   0.0275316 0.000625877
          39     0.03038   0.0276047 0.000614075
          40    0.026924   0.0275877 0.000598959
          41     0.02568   0.0275411 0.000586154
          42    0.028946   0.0275746 0.000573152
          43    0.024338   0.0274993 0.000564744
          44    0.028664   0.0275258 0.000552529
          45    0.030126   0.0275836 0.000543263
          46    0.024248    0.027511 0.000536271
          47    0.031298   0.0275916 0.000530879
          48    0.032146   0.0276865  0.00052823
          49    0.026412   0.0276605  0.00051809
          50    0.019952   0.0275063 0.000530171
