#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1      2.9775      2.9775           0
           2     2.97739     2.97745 3.78873e-05
           3     2.97707     2.97732 0.000105061
           4     2.97654     2.97713 0.000187254
           5     2.97579     2.97686 0.000282277
           6     2.97482     2.97652 0.000388771
           7     2.97364     2.97611 0.000505847
           8     2.97224     2.97562 0.000632903
           9     2.97061     2.97507 0.000769532
          10     2.96876     2.97444 0.000915467
          11     2.96667     2.97373  0.00107055
          12     2.96434     2.97295   0.0012347
          13     2.96176     2.97209  0.00140793
          14     2.95893     2.97115  0.00159019
          15     2.95585     2.97013  0.00178154
          16     2.95249     2.96902  0.00198218
          17     2.94885     2.96784  0.00219223
          18     2.94493     2.96657  0.00241183
          19      2.9407      2.9652  0.00264125
          20     2.93616     2.96375   0.0028808
          21      2.9313     2.96221  0.00313082
          22     2.92609     2.96057  0.00339167
          23     2.92053     2.95882  0.00366374
          24      2.9146     2.95698   0.0039474
          25     2.90828     2.95503  0.00424304
          26     2.90156     2.95298   0.0045511
          27     2.89442     2.95081  0.00487201
          28     2.88683     2.94852  0.00520627
          29     2.87879     2.94612  0.00555433
          30     2.87027     2.94359  0.00591667
          31     2.86126     2.94093  0.00629372
          32     2.85173     2.93815  0.00668602
          33     2.84165     2.93522  0.00709407
          34     2.83101     2.93216  0.00751842
          35     2.81979     2.92895  0.00795962
          36     2.80796     2.92559   0.0084182
          37     2.79549     2.92207  0.00889468
          38     2.78239     2.91839  0.00938952
          39     2.76861     2.91455  0.00990316
          40     2.75414     2.91054    0.010436
          41     2.73897     2.90636   0.0109885
          42     2.72307     2.90199    0.011561
          43     2.70644     2.89745   0.0121538
          44     2.68905     2.89271    0.012767
          45     2.67091     2.88778   0.0134011
          46     2.65199     2.88266    0.014056
          47     2.63229     2.87733   0.0147317
          48     2.61182      2.8718   0.0154284
          49     2.59059     2.86606   0.0161456
          50     2.56859     2.86011   0.0168833
          51     2.54584     2.85395    0.017641
          52     2.52237     2.84757   0.0184181
          53     2.49819     2.84098   0.0192141
          54     2.47334     2.83417   0.0200282
          55     2.44784     2.82715   0.0208595
          56     2.42174     2.81991   0.0217069
          57     2.39509     2.81245   0.0225693
          58     2.36793     2.80479   0.0234454
          59     2.34032     2.79692   0.0243338
          60     2.31232     2.78884    0.025233
          61     2.28399     2.78056   0.0261414
          62     2.25539     2.77209   0.0270574
          63     2.22658     2.76344   0.0279791
          64     2.19763     2.75459   0.0289049
          65     2.16862     2.74558    0.029833
          66      2.1396      2.7364   0.0307614
          67     2.11065     2.72706   0.0316884
          68     2.08182     2.71757   0.0326121
          69     2.05317     2.70794   0.0335309
          70     2.02478     2.69818   0.0344428
          71      1.9967      2.6883   0.0353464
          72     1.96899     2.67831   0.0362398
          73     1.94171     2.66822   0.0371216
          74      1.9149     2.65804   0.0379901
          75     1.88862     2.64778   0.0388441
          76     1.86293     2.63745    0.039682
          77     1.83787     2.62707   0.0405026
          78     1.81349     2.61664   0.0413045
          79     1.78985     2.60617   0.0420867
          80     1.76699     2.59568   0.0428479
          81     1.74495     2.58518   0.0435872
          82     1.72379     2.57468   0.0443034
          83     1.70355     2.56418   0.0449956
          84     1.68427     2.55371    0.045663
          85     1.66599     2.54326   0.0463047
          86     1.64875     2.53286     0.04692
          87      1.6326     2.52251    0.047508
          88     1.61756     2.51223   0.0480683
          89     1.60366     2.50202   0.0486001
          90     1.59092      2.4919   0.0491031
          91     1.57937     2.48187   0.0495769
          92     1.56902     2.47195   0.0500211
          93     1.55987     2.46214   0.0504355
          94     1.55192     2.45246     0.05082
          95     1.54515     2.44291   0.0511746
          96     1.53955      2.4335   0.0514994
          97     1.53508     2.42423   0.0517947
          98     1.53171     2.41513   0.0520607
          99     1.52939     2.40618    0.052298
         100     1.52806      2.3974    0.052507
         101     1.52765     2.38879   0.0526886
         102      1.5281     2.38035   0.0528434
         103     1.52933     2.37209   0.0529723
         104     1.53125       2.364   0.0530764
         105     1.53379      2.3561   0.0531566
         106     1.53686     2.34837    0.053214
         107     1.54038     2.34082   0.0532497
         108     1.54427     2.33344    0.053265
         109     1.54844     2.32624    0.053261
         110     1.55283     2.31921   0.0532388
         111     1.55735     2.31234   0.0531998
         112     1.56195     2.30564    0.053145
         113     1.56657      2.2991   0.0530757
         114     1.57115     2.29272   0.0529928
         115     1.57565     2.28648   0.0528976
         116     1.58004     2.28039    0.052791
         117     1.58427     2.27444    0.052674
         118     1.58834     2.26863   0.0525475
         119     1.59221     2.26294   0.0524125
         120     1.59588     2.25739   0.0522697
         121     1.59934     2.25195   0.0521198
         122     1.60258     2.24662   0.0519637
         123     1.60561     2.24141   0.0518019
         124     1.60844     2.23631    0.051635
         125     1.61106     2.23131   0.0514637
         126     1.61349      2.2264   0.0512883
         127     1.61576     2.22159   0.0511093
         128     1.61786     2.21688   0.0509272
         129     1.61981     2.21225   0.0507423
