#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     23.6958     23.6958           0
           2     25.0619     24.3788    0.482988
           3     22.2942     23.6839     0.65236
           4     22.4146     23.3666     0.56117
           5     25.0436      23.702    0.539943
           6     25.3901     23.9834    0.518097
           7      23.599     23.9284    0.446983
           8     23.5754     23.8843    0.393283
           9     26.3881     24.1625    0.437041
          10     26.8611     24.4324    0.469315
          11     24.2534     24.4161    0.426932
          12     25.8115     24.5324    0.406882
          13     21.8837     24.3286    0.423536
          14     22.5761     24.2035    0.411367
          15     25.6017     24.2967    0.394363
          16     23.5515     24.2501    0.372455
          17     23.7919     24.2231     0.35152
          18     25.4661     24.2922    0.338706
          19     27.2038     24.4454    0.353851
          20      25.957      24.521    0.344135
          21     25.0006     24.5439    0.328504
          22     24.3816     24.5365    0.313655
          23     23.4845     24.4907    0.303335
          24     25.8988     24.5494    0.296315
          25     26.0355     24.6089    0.290364
          26     24.0747     24.5883    0.279922
          27     28.0894      24.718     0.29808
          28     25.4485     24.7441    0.288574
          29     23.6521     24.7064    0.281068
          30     24.2345     24.6907    0.272139
          31     24.6413     24.6891    0.263365
          32     24.5394     24.6844    0.255177
          33      26.058      24.726    0.250816
          34     26.3236      24.773    0.247801
          35     24.1473     24.7551    0.241365
          36     24.3166      24.743    0.234967
          37     24.1478     24.7269    0.229167
          38     24.5033      24.721    0.223211
          39     25.8331     24.7495    0.219302
          40     23.3527     24.7146    0.216582
          41     25.4975     24.7337    0.212139
          42     25.6988     24.7567    0.208329
          43      24.812      24.758    0.203488
          44     23.1089     24.7205    0.202286
          45      25.832     24.7452    0.199293
          46     25.7431     24.7669    0.196137
          47     24.9981     24.7718    0.192026
          48     24.0932     24.7577    0.188545
          49     25.5053     24.7729    0.185314
          50      23.707     24.7516    0.182829
