#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.893424   -0.893424           0
           2    -0.89374   -0.893582 0.000111723
           3    -0.88882   -0.891995  0.00129819
           4   -0.886872   -0.890714  0.00147583
           5    -0.89454   -0.891479  0.00136469
           6   -0.894792   -0.892031  0.00124393
           7    -0.88946   -0.891664  0.00111915
           8    -0.89034   -0.891498 0.000991418
           9   -0.895492   -0.891942 0.000975517
          10   -0.896932   -0.892441 0.000997448
          11   -0.890328   -0.892249 0.000925086
          12     -0.8967    -0.89262 0.000919351
          13   -0.887756   -0.892246 0.000921628
          14   -0.888436   -0.891974 0.000895073
          15   -0.892464   -0.892006 0.000835998
          16   -0.890804   -0.891931 0.000787118
          17   -0.887296   -0.891659 0.000786627
          18    -0.89448   -0.891815 0.000758381
          19   -0.898576   -0.892171 0.000797585
          20   -0.893124   -0.892219 0.000759127
          21   -0.891908   -0.892204 0.000723122
          22   -0.891964   -0.892193 0.000690335
          23   -0.887368   -0.891983 0.000691463
          24    -0.89494   -0.892106 0.000673537
          25   -0.895848   -0.892256 0.000663014
          26    -0.89162   -0.892232 0.000637965
          27   -0.897532   -0.892428 0.000643832
          28   -0.894308   -0.892495 0.000624329
          29     -0.8911   -0.892447 0.000604651
          30    -0.89136   -0.892411 0.000585581
          31   -0.891252   -0.892373 0.000567883
          32   -0.890268   -0.892308 0.000553935
          33    -0.89612   -0.892423 0.000549064
          34   -0.893128   -0.892444 0.000533306
          35   -0.890956   -0.892401  0.00051976
          36   -0.890728   -0.892355 0.000507396
          37   -0.890904   -0.892316 0.000495196
          38   -0.895352   -0.892396 0.000488568
          39   -0.892404   -0.892396 0.000476041
          40   -0.890388   -0.892346 0.000466779
          41   -0.894868   -0.892407 0.000459431
          42    -0.89388   -0.892442 0.000449828
          43   -0.891584   -0.892422  0.00043981
          44   -0.890528   -0.892379 0.000431916
          45   -0.894452   -0.892425 0.000424767
          46   -0.896104   -0.892505 0.000422994
          47   -0.890348   -0.892459 0.000416477
          48   -0.889576   -0.892399  0.00041211
          49   -0.893032   -0.892412 0.000403901
          50   -0.890304    -0.89237 0.000398018
