#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.846916   -0.846916           0
           2   -0.845688   -0.846302 0.000434164
           3   -0.847048   -0.846551 0.000353554
           4   -0.850248   -0.847475 0.000843271
           5   -0.846532   -0.847286 0.000695388
           6   -0.854456   -0.848481  0.00123519
           7   -0.846764   -0.848236  0.00108283
           8   -0.844128   -0.847723  0.00106227
           9   -0.848336   -0.847791 0.000946428
          10   -0.848696   -0.847881 0.000856104
          11   -0.847212    -0.84782 0.000780435
          12   -0.848068   -0.847841 0.000715672
          13    -0.84706   -0.847781 0.000663137
          14   -0.848188    -0.84781 0.000616407
          15   -0.845876   -0.847681 0.000588643
          16   -0.851344    -0.84791 0.000594707
          17   -0.853324   -0.848228 0.000639335
          18   -0.844344   -0.848013 0.000639201
          19   -0.851268   -0.848184 0.000628102
          20   -0.845156   -0.848033 0.000614673
          21   -0.847392   -0.848002 0.000586159
          22   -0.853788   -0.848265 0.000615695
          23   -0.845424   -0.848142 0.000601189
          24   -0.845332   -0.848025 0.000587427
          25    -0.85242     -0.8482 0.000589655
          26   -0.847068   -0.848157 0.000568582
          27   -0.851604   -0.848284 0.000561675
          28   -0.847824   -0.848268 0.000541856
          29   -0.849452   -0.848309 0.000524707
          30   -0.847076   -0.848268 0.000508824
          31   -0.849316   -0.848302 0.000493532
          32   -0.848544   -0.848309 0.000478168
          33   -0.844264   -0.848187 0.000479132
          34   -0.848068   -0.848183 0.000465052
          35    -0.84354    -0.84805 0.000470306
          36   -0.849108    -0.84808 0.000458158
          37   -0.850196   -0.848137 0.000449331
          38   -0.844316   -0.848036 0.000448617
          39   -0.847644   -0.848026 0.000437227
          40   -0.848368   -0.848035 0.000426379
          41    -0.84454    -0.84795 0.000424415
          42   -0.847616   -0.847942 0.000414384
          43   -0.847028    -0.84792 0.000405292
          44   -0.850452   -0.847978 0.000400144
          45    -0.84504   -0.847913 0.000396542
          46   -0.848212   -0.847919 0.000387975
          47   -0.848976   -0.847942 0.000380371
          48   -0.851908   -0.848024 0.000381317
          49    -0.84998   -0.848064 0.000375617
          50   -0.851068   -0.848124 0.000372878
