#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.047586    0.047586           0
           2     0.04681    0.047198 0.000274357
           3    0.048364   0.0475867 0.000366281
           4      0.0424     0.04629  0.00115606
           5    0.043522   0.0457364  0.00104906
           6     0.03788    0.044427  0.00148089
           7    0.040716   0.0438969  0.00136092
           8    0.052344   0.0449528  0.00154711
           9     0.05121    0.045648  0.00152344
          10     0.04067   0.0451502  0.00145015
          11    0.034584   0.0441896  0.00160523
          12      0.0388   0.0437405  0.00153301
          13    0.047516   0.0440309  0.00144233
          14    0.053144   0.0446819  0.00147892
          15    0.035582   0.0440752   0.0014996
          16    0.051834   0.0445601   0.0014822
          17    0.046522   0.0446755   0.0013995
          18    0.046742   0.0447903  0.00132645
          19    0.044636   0.0447822  0.00125666
          20    0.034548   0.0442705  0.00129383
          21     0.03463   0.0438114  0.00131113
          22    0.025988   0.0430013  0.00148083
          23    0.053218   0.0434455  0.00148157
          24    0.049314     0.04369  0.00143988
          25    0.045086   0.0437458  0.00138336
          26     0.02341   0.0429637  0.00153543
          27    0.055064   0.0434119  0.00154258
          28    0.033036   0.0430413  0.00153135
          29    0.044216   0.0430818  0.00147908
          30    0.043088    0.043082  0.00142978
          31     0.02602   0.0425316  0.00148582
          32    0.051348   0.0428071  0.00146471
          33    0.039282   0.0427003  0.00142421
          34    0.038396   0.0425737  0.00138794
          35    0.044012   0.0426148  0.00134889
          36    0.046582    0.042725  0.00131592
          37    0.034774   0.0425101  0.00129778
          38    0.040642   0.0424609  0.00126456
          39    0.041414   0.0424341  0.00123242
          40    0.055044   0.0427494  0.00124127
          41    0.041992   0.0427309  0.00121114
          42    0.035396   0.0425562  0.00119482
          43    0.047902   0.0426806  0.00117349
          44      0.0612   0.0431015  0.00121997
          45     0.05748    0.043421  0.00123399
          46    0.048696   0.0435357  0.00121248
          47    0.051258      0.0437  0.00119776
          48    0.060714   0.0440544  0.00122414
          49      0.0466   0.0441064  0.00120026
          50    0.041422   0.0440527  0.00117745
