#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       2.985       2.985           0
           2     2.98489     2.98495 3.79826e-05
           3     2.98457     2.98482 0.000105325
           4     2.98403     2.98462 0.000187726
           5     2.98328     2.98436 0.000282989
           6     2.98232     2.98402 0.000389753
           7     2.98113      2.9836 0.000507127
           8     2.97973     2.98312 0.000634509
           9     2.97809     2.98256 0.000771491
          10     2.97623     2.98193 0.000917807
          11     2.97414     2.98122   0.0010733
          12      2.9718     2.98044  0.00123789
          13     2.96922     2.97957  0.00141158
          14     2.96639     2.97863  0.00159433
          15     2.96329     2.97761  0.00178622
          16     2.95992      2.9765  0.00198742
          17     2.95627     2.97531  0.00219806
          18     2.95234     2.97404  0.00241829
          19      2.9481     2.97267  0.00264838
          20     2.94355     2.97122  0.00288865
          21     2.93867     2.96967  0.00313942
          22     2.93345     2.96802  0.00340107
          23     2.92787     2.96627  0.00367399
          24     2.92192     2.96443  0.00395854
          25     2.91558     2.96247  0.00425514
          26     2.90884     2.96041   0.0045642
          27     2.90167     2.95823  0.00488618
          28     2.89406     2.95594  0.00522156
          29     2.88599     2.95353  0.00557083
          30     2.87745     2.95099  0.00593441
          31      2.8684     2.94833  0.00631279
          32     2.85883     2.94553  0.00670648
          33     2.84872      2.9426  0.00711601
          34     2.83805     2.93952  0.00754192
          35     2.82678      2.9363  0.00798475
          36      2.8149     2.93293  0.00844506
          37      2.8024      2.9294  0.00892335
          38     2.78924     2.92571  0.00942007
          39     2.77541     2.92186  0.00993569
          40     2.76089     2.91784   0.0104706
          41     2.74566     2.91364   0.0110253
          42      2.7297     2.90926   0.0116001
          43       2.713     2.90469   0.0121952
          44     2.69554     2.89994    0.012811
          45     2.67732     2.89499   0.0134476
          46     2.65832     2.88985   0.0141052
          47     2.63855      2.8845   0.0147837
          48       2.618     2.87895   0.0154833
          49     2.59668     2.87319   0.0162035
          50     2.57459     2.86722   0.0169443
          51     2.55175     2.86103   0.0177051
          52     2.52819     2.85463   0.0184854
          53     2.50391     2.84801   0.0192847
          54     2.47896     2.84118   0.0201021
          55     2.45337     2.83413   0.0209368
          56     2.42717     2.82686   0.0217876
          57     2.40042     2.81938   0.0226534
          58     2.37316     2.81168    0.023533
          59     2.34546     2.80378   0.0244249
          60     2.31736     2.79568   0.0253275
          61     2.28893     2.78737   0.0262394
