#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.99        1.99           0
           2     1.98993     1.98996 2.53217e-05
           3     1.98971     1.98988 7.02169e-05
           4     1.98936     1.98975 0.000125151
           5     1.98886     1.98957 0.000188659
           6     1.98821     1.98934 0.000259835
           7     1.98742     1.98907 0.000338085
           8     1.98648     1.98875 0.000423006
           9      1.9854     1.98837 0.000514327
          10     1.98416     1.98795 0.000611871
          11     1.98276     1.98748 0.000715531
          12      1.9812     1.98696 0.000825259
          13     1.97948     1.98638 0.000941053
          14     1.97759     1.98575  0.00106289
          15     1.97553     1.98507  0.00119081
          16     1.97328     1.98434  0.00132494
          17     1.97085     1.98354  0.00146537
          18     1.96823     1.98269   0.0016122
          19      1.9654     1.98178  0.00176559
          20     1.96237     1.98081  0.00192576
          21     1.95911     1.97978  0.00209294
          22     1.95563     1.97868  0.00226738
          23     1.95191     1.97752  0.00244933
          24     1.94795     1.97628  0.00263903
          25     1.94372     1.97498  0.00283676
          26     1.93922     1.97361   0.0030428
          27     1.93445     1.97216  0.00325746
          28     1.92938     1.97063  0.00348104
          29       1.924     1.96902  0.00371388
          30      1.9183     1.96733  0.00395627
          31     1.91227     1.96555  0.00420853
          32     1.90589     1.96369  0.00447099
          33     1.89915     1.96173  0.00474401
          34     1.89203     1.95968  0.00502794
          35     1.88452     1.95754  0.00532317
          36      1.8766     1.95529  0.00563004
          37     1.86826     1.95293   0.0059489
          38     1.85949     1.95048  0.00628005
          39     1.85027     1.94791   0.0066238
          40     1.84059     1.94522  0.00698043
          41     1.83044     1.94242   0.0073502
          42      1.8198      1.9395  0.00773337
          43     1.80866     1.93646  0.00813013
          44     1.79703     1.93329  0.00854065
          45     1.78488     1.92999  0.00896507
          46     1.77222     1.92656  0.00940345
          47     1.75903       1.923  0.00985583
          48     1.74533      1.9193   0.0103222
          49     1.73112     1.91546   0.0108023
          50     1.71639     1.91148   0.0112962
          51     1.70117     1.90735   0.0118034
          52     1.68546     1.90309   0.0123236
          53     1.66928     1.89867   0.0128565
          54     1.65264     1.89412   0.0134014
          55     1.63558     1.88942   0.0139578
          56     1.61812     1.88457   0.0145251
          57     1.60028     1.87959   0.0151023
          58     1.58211     1.87446   0.0156887
          59     1.56364     1.86919   0.0162832
          60     1.54491     1.86378    0.016885
          61     1.52595     1.85825   0.0174929
          62     1.50682     1.85258   0.0181058
          63     1.48755     1.84678   0.0187226
          64     1.46819     1.84087    0.019342
          65     1.44879     1.83484   0.0199628
          66     1.42938     1.82869   0.0205839
          67     1.41003     1.82244    0.021204
          68     1.39075      1.8161   0.0218218
          69     1.37161     1.80965   0.0224362
          70     1.35263     1.80312   0.0230461
          71     1.33386     1.79652   0.0236503
          72     1.31535     1.78983   0.0242476
          73     1.29712     1.78308   0.0248371
          74     1.27921     1.77627   0.0254177
          75     1.26165     1.76941   0.0259884
          76     1.24449     1.76251   0.0265484
          77     1.22776     1.75556   0.0270968
          78     1.21148     1.74859   0.0276326
          79      1.1957     1.74159   0.0281551
          80     1.18044     1.73457   0.0286636
          81     1.16574     1.72755   0.0291573
          82     1.15162     1.72053   0.0296356
          83     1.13812     1.71351   0.0300978
          84     1.12527     1.70651   0.0305433
          85     1.11309     1.69952   0.0309716
          86      1.1016     1.69257   0.0313821
          87     1.09085     1.68566   0.0317744
          88     1.08084     1.67878   0.0321481
          89     1.07159     1.67196   0.0325027
          90     1.06313      1.6652    0.032838
          91     1.05546      1.6585   0.0331537
          92     1.04859     1.65187   0.0334496
          93     1.04253     1.64531   0.0337255
          94     1.03727     1.63885   0.0339814
          95      1.0328     1.63247   0.0342172
          96     1.02912     1.62618   0.0344332
          97     1.02619        1.62   0.0346293
          98     1.02399     1.61391   0.0348059
          99     1.02249     1.60794   0.0349632
         100     1.02165     1.60208   0.0351017
         101     1.02143     1.59633   0.0352218
         102     1.02178      1.5907    0.035324
         103     1.02264     1.58518    0.035409
         104     1.02396     1.57978   0.0354774
         105      1.0257     1.57451   0.0355298
         106     1.02778     1.56935    0.035567
         107     1.03016     1.56431   0.0355898
         108     1.03278     1.55939   0.0355989
         109     1.03558     1.55458   0.0355952
         110     1.03852     1.54989   0.0355794
         111     1.04155     1.54531   0.0355524
         112     1.04463     1.54084   0.0355149
         113     1.04772     1.53648   0.0354677
         114     1.05078     1.53222   0.0354116
         115     1.05378     1.52806   0.0353472
         116      1.0567     1.52399   0.0352753
         117     1.05952     1.52002   0.0351964
         118     1.06222     1.51614   0.0351113
         119      1.0648     1.51235   0.0350205
         120     1.06723     1.50864   0.0349246
         121     1.06953     1.50501    0.034824
         122     1.07168     1.50146   0.0347192
         123     1.07369     1.49798   0.0346107
         124     1.07556     1.49458   0.0344988
         125     1.07729     1.49124    0.034384
         126     1.07891     1.48797   0.0342664
         127      1.0804     1.48476   0.0341466
         128     1.08179     1.48161   0.0340246
         129     1.08308     1.47852   0.0339008
         130     1.08429     1.47549   0.0337754
         131     1.08542     1.47251   0.0336486
         132     1.08649     1.46958   0.0335205
         133      1.0875     1.46671   0.0333913
         134     1.08847     1.46389   0.0332612
         135     1.08941     1.46111   0.0331303
         136     1.09031     1.45839   0.0329987
         137     1.09119     1.45571   0.0328665
         138     1.09205     1.45307   0.0327338
         139      1.0929     1.45048   0.0326007
         140     1.09372     1.44793   0.0324673
         141     1.09454     1.44543   0.0323337
         142     1.09534     1.44296   0.0321998
         143     1.09613     1.44054   0.0320658
         144     1.09689     1.43815   0.0319318
         145     1.09764      1.4358   0.0317979
         146     1.09837     1.43349   0.0316639
         147     1.09907     1.43122   0.0315302
