#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.89264    -0.89264           0
           2   -0.892504   -0.892572 4.80833e-05
           3   -0.893448   -0.892864 0.000240562
           4     -0.8908   -0.892348 0.000481917
           5   -0.887188   -0.891316  0.00100033
           6   -0.894908   -0.891915 0.000996779
           7     -0.8861   -0.891084  0.00114952
           8   -0.886484   -0.890509  0.00114061
           9    -0.89444   -0.890946  0.00109431
          10   -0.895276   -0.891379  0.00106712
          11   -0.893484    -0.89157 0.000987125
          12   -0.889708   -0.891415 0.000916981
          13   -0.891936   -0.891455 0.000847319
          14   -0.888624   -0.891253 0.000810568
          15    -0.89014   -0.891179 0.000759918
          16   -0.891144   -0.891177 0.000712426
          17    -0.90052   -0.891726 0.000856683
          18   -0.887432   -0.891488 0.000841651
          19   -0.891244   -0.891475 0.000797451
          20    -0.89184   -0.891493 0.000757787
          21   -0.894412   -0.891632  0.00073434
          22   -0.896208    -0.89184 0.000729824
          23     -0.8903   -0.891773 0.000701157
          24   -0.892768   -0.891815 0.000673167
          25   -0.894856   -0.891936 0.000657142
          26   -0.894672   -0.892041 0.000640236
          27   -0.896932   -0.892223 0.000641636
          28   -0.889764   -0.892135 0.000624699
          29   -0.891764   -0.892122 0.000603288
          30   -0.889164   -0.892023 0.000591181
          31   -0.887708   -0.891884 0.000588271
          32   -0.887212   -0.891738 0.000587727
          33   -0.894224   -0.891813 0.000574725
          34   -0.892424   -0.891831 0.000558101
          35   -0.895352   -0.891932 0.000551146
          36    -0.89388   -0.891986 0.000538486
          37   -0.891772    -0.89198 0.000523963
          38   -0.889808   -0.891923 0.000513284
          39   -0.886968   -0.891796 0.000515608
          40   -0.895488   -0.891888 0.000510912
          41   -0.894216   -0.891945 0.000501595
          42   -0.888068   -0.891853 0.000498075
          43   -0.889156    -0.89179 0.000490424
          44   -0.887884   -0.891701 0.000487247
          45    -0.88806    -0.89162 0.000483092
          46   -0.890316   -0.891592 0.000473421
          47    -0.89064   -0.891572 0.000463782
          48   -0.891784   -0.891576 0.000454141
          49   -0.888568   -0.891515 0.000449003
          50    -0.89472   -0.891579 0.000444575
