#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.421503    0.421503           0
           2    0.418155    0.419829  0.00118348
           3    0.422439    0.420699  0.00106174
           4     0.41123    0.418332  0.00219929
           5    0.411704    0.417006  0.00212162
           6    0.425839    0.418479  0.00222077
           7    0.409941    0.417259  0.00221322
           8    0.419524    0.417542  0.00195459
           9    0.422356    0.418077  0.00180913
          10    0.416603     0.41793   0.0016342
          11    0.408887    0.417108   0.0016797
          12    0.412838    0.416752  0.00157696
          13    0.414062    0.416545  0.00146917
          14    0.417899    0.416642   0.0013674
          15    0.416864    0.416656  0.00127632
          16    0.403692    0.415846  0.00143082
          17    0.423242    0.416281  0.00141125
          18    0.423187    0.416665  0.00138402
          19     0.41408    0.416529  0.00131784
          20    0.406236    0.416014  0.00134871
          21    0.428151    0.416592  0.00140286
          22    0.416462    0.416586   0.0013391
          23    0.435671    0.417416  0.00151633
          24    0.418895    0.417478   0.0014544
          25     0.42679     0.41785  0.00144314
          26    0.427418    0.418218  0.00143379
          27    0.431774     0.41872  0.00146596
          28    0.411631    0.418467   0.0014353
          29    0.407087    0.418075  0.00143846
          30    0.420188    0.418145  0.00139223
          31    0.425369    0.418378  0.00136669
          32    0.424431    0.418567    0.001337
          33     0.40235    0.418076  0.00138386
          34    0.407698    0.417771  0.00137641
          35    0.413751    0.417656  0.00134186
          36    0.416477    0.417623  0.00130499
          37    0.413261    0.417505  0.00127503
          38    0.418254    0.417525  0.00124163
          39    0.408557    0.417295   0.0012309
          40    0.433285    0.417695  0.00126338
          41    0.430009    0.417995  0.00126776
          42    0.418024    0.417996  0.00123758
          43    0.419553    0.418032  0.00120932
          44    0.418878    0.418051  0.00118199
          45    0.407741    0.417822  0.00117772
          46    0.407402    0.417595   0.0011737
          47    0.415484     0.41755  0.00114959
          48    0.430923    0.417829   0.0011589
          49    0.422014    0.417914   0.0011384
          50    0.414002    0.417836  0.00111831
