#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.401272    0.401272           0
           2     0.40075    0.401011 0.000184347
           3    0.393862    0.398628  0.00194971
           4    0.395279    0.397791  0.00163219
           5    0.394744    0.397181  0.00141496
           6     0.40825    0.399026  0.00205581
           7    0.392006    0.398023  0.00199179
           8    0.392999    0.397395  0.00183917
           9    0.400065    0.397692  0.00165858
          10    0.394336    0.397356  0.00152629
          11    0.382906    0.396043  0.00186927
          12    0.388575     0.39542  0.00181413
          13    0.396268    0.395485  0.00167576
          14    0.398469    0.395699  0.00156955
          15    0.391205    0.395399  0.00149323
          16    0.388134    0.394945  0.00146731
          17    0.398935     0.39518  0.00139964
          18    0.405061    0.395729  0.00142547
          19    0.397048    0.395798  0.00135214
          20    0.392065    0.395611  0.00129735
          21    0.391755    0.395428   0.0012485
          22    0.406343    0.395924  0.00128657
          23    0.399648    0.396086  0.00124078
          24    0.384521    0.395604  0.00127922
          25    0.387716    0.395289  0.00126637
          26    0.399464    0.395449   0.0012278
          27    0.399757    0.395609  0.00119264
          28    0.394459    0.395568  0.00115076
          29    0.391406    0.395424  0.00111999
          30    0.397325    0.395487  0.00108444
          31    0.399993    0.395633  0.00105915
          32    0.394564    0.395599  0.00102658
          33    0.384598    0.395266  0.00104821
          34       0.383    0.394905  0.00107768
          35     0.40086    0.395075  0.00106023
          36    0.403564    0.395311  0.00105668
          37    0.393245    0.395255  0.00102959
          38    0.405719    0.395531  0.00103867
          39    0.390322    0.395397  0.00102059
          40    0.392478    0.395324 0.000997679
          41    0.400876     0.39546 0.000982492
          42    0.395781    0.395467 0.000959129
          43    0.388778    0.395312 0.000949355
          44    0.398911    0.395393 0.000931297
          45    0.398068    0.395453 0.000912496
          46    0.394493    0.395432 0.000892898
          47    0.403464    0.395603 0.000890102
          48    0.393074     0.39555 0.000873116
          49    0.392063    0.395479 0.000858192
          50     0.39806    0.395531 0.000842579
